Sr.No,Time_Per_Frame,Positive Jitter,Negative Jitter,Total Jitter
1,0.127387,0,-0.025849,-0.025849
2,0.127362,0,-0.025873,-0.051722
3,0.127404,0,-0.025831,-0.077553
4,0.127458,0,-0.025777,-0.10333
5,0.127533,0,-0.025702,-0.129032
6,0.127434,0,-0.025801,-0.154833
7,0.127551,0,-0.025685,-0.180518
8,0.127342,0,-0.025894,-0.206412
9,0.127523,0,-0.025712,-0.232124
10,0.127248,0,-0.025988,-0.258112
11,0.12741,0,-0.025825,-0.283937
12,0.127513,0,-0.025722,-0.309659
13,0.127393,0,-0.025842,-0.335502
14,0.127463,0,-0.025773,-0.361275
15,0.127401,0,-0.025835,-0.387109
16,0.127402,0,-0.025833,-0.412943
17,0.127401,0,-0.025835,-0.438777
18,0.127723,0,-0.025512,-0.46429
19,0.127578,0,-0.025658,-0.489947
20,0.127598,0,-0.025638,-0.515585
21,0.127536,0,-0.025699,-0.541284
22,0.127229,0,-0.026007,-0.567291
23,0.127424,0,-0.025811,-0.593102
24,0.127403,0,-0.025833,-0.618935
25,0.127364,0,-0.025871,-0.644806
26,0.12752,0,-0.025715,-0.670521
27,0.127647,0,-0.025588,-0.696109
28,0.127496,0,-0.02574,-0.721849
29,0.127377,0,-0.025858,-0.747707
30,0.127545,0,-0.02569,-0.773397
31,0.1274,0,-0.025836,-0.799233
32,0.127651,0,-0.025585,-0.824818
33,0.127269,0,-0.025966,-0.850784
34,0.127489,0,-0.025747,-0.876531
35,0.127529,0,-0.025706,-0.902237
36,0.127541,0,-0.025694,-0.927931
37,0.127499,0,-0.025737,-0.953668
38,0.127844,0,-0.025392,-0.979059
39,0.127621,0,-0.025615,-1.004674
40,0.12719,0,-0.026046,-1.03072
41,0.127324,0,-0.025911,-1.056631
42,0.127711,0,-0.025525,-1.082156
43,0.127489,0,-0.025746,-1.107902
44,0.127588,0,-0.025648,-1.13355
45,0.12761,0,-0.025626,-1.159175
46,0.127524,0,-0.025712,-1.184887
47,0.127303,0,-0.025933,-1.21082
48,0.127538,0,-0.025698,-1.236518
49,0.127437,0,-0.025798,-1.262316
50,0.127649,0,-0.025587,-1.287903
51,0.127505,0,-0.025731,-1.313634
52,0.127534,0,-0.025701,-1.339335
53,0.127434,0,-0.025801,-1.365136
54,0.127615,0,-0.025621,-1.390757
55,0.127485,0,-0.02575,-1.416507
56,0.127426,0,-0.02581,-1.442316
57,0.127559,0,-0.025677,-1.467993
58,0.127599,0,-0.025636,-1.493629
59,0.127569,0,-0.025666,-1.519295
60,0.127525,0,-0.025711,-1.545006
61,0.12757,0,-0.025666,-1.570671
62,0.127437,0,-0.025798,-1.59647
63,0.127518,0,-0.025717,-1.622187
64,0.12777,0,-0.025466,-1.647653
65,0.127095,0,-0.02614,-1.673793
66,0.127525,0,-0.02571,-1.699503
67,0.127417,0,-0.025818,-1.725321
68,0.127415,0,-0.02582,-1.751141
69,0.127375,0,-0.025861,-1.777002
70,0.127681,0,-0.025555,-1.802557
71,0.127521,0,-0.025714,-1.828271
72,0.127514,0,-0.025721,-1.853992
73,0.127523,0,-0.025712,-1.879704
74,0.12742,0,-0.025815,-1.905519
75,0.127416,0,-0.02582,-1.931339
76,0.127548,0,-0.025688,-1.957026
77,0.127537,0,-0.025698,-1.982724
78,0.127557,0,-0.025679,-2.008403
79,0.127579,0,-0.025657,-2.03406
80,0.127619,0,-0.025616,-2.059676
81,0.127517,0,-0.025719,-2.085395
82,0.127442,0,-0.025794,-2.111188
83,0.12766,0,-0.025575,-2.136763
84,0.127242,0,-0.025994,-2.162757
85,0.1274,0,-0.025835,-2.188592
86,0.127595,0,-0.025641,-2.214232
87,0.127493,0,-0.025742,-2.239975
88,0.127415,0,-0.02582,-2.265795
89,0.127736,0,-0.0255,-2.291295
90,0.127619,0,-0.025616,-2.316911
91,0.127228,0,-0.026007,-2.342918
92,0.127517,0,-0.025719,-2.368637
93,0.127739,0,-0.025496,-2.394133
94,0.127532,0,-0.025704,-2.419836
95,0.127591,0,-0.025645,-2.445481
96,0.127334,0,-0.025901,-2.471382
97,0.127516,0,-0.025719,-2.497102
98,0.127611,0,-0.025624,-2.522726
99,0.127438,0,-0.025798,-2.548524
100,0.127621,0,-0.025614,-2.574138
