Sr.No,Time_Per_Frame,Positive Jitter,Negative Jitter,Total Jitter
1,0.006719,0,-0.001261,-0.001261
2,0.00675,0,-0.001231,-0.002492
3,0.006688,0,-0.001293,-0.003785
4,0.006667,0,-0.001314,-0.005099
5,0.006617,0,-0.001364,-0.006463
6,0.006617,0,-0.001364,-0.007826
7,0.006602,0,-0.001379,-0.009205
8,0.006694,0,-0.001287,-0.010492
9,0.006592,0,-0.001389,-0.011881
10,0.00664,0,-0.001341,-0.013222
11,0.006627,0,-0.001353,-0.014576
12,0.00669,0,-0.001291,-0.015867
13,0.006644,0,-0.001337,-0.017204
14,0.006721,0,-0.00126,-0.018464
15,0.006624,0,-0.001357,-0.019821
16,0.006634,0,-0.001347,-0.021168
17,0.006665,0,-0.001316,-0.022484
18,0.006629,0,-0.001352,-0.023836
19,0.006554,0,-0.001427,-0.025263
20,0.006576,0,-0.001405,-0.026668
21,0.006639,0,-0.001342,-0.02801
22,0.006616,0,-0.001365,-0.029376
23,0.006581,0,-0.0014,-0.030776
24,0.006638,0,-0.001343,-0.032118
25,0.006614,0,-0.001366,-0.033485
26,0.006573,0,-0.001408,-0.034893
27,0.006642,0,-0.001339,-0.036232
28,0.00664,0,-0.001341,-0.037573
29,0.006643,0,-0.001338,-0.038911
30,0.006691,0,-0.00129,-0.040201
31,0.006578,0,-0.001403,-0.041604
32,0.006562,0,-0.001419,-0.043023
33,0.006578,0,-0.001403,-0.044426
34,0.006627,0,-0.001354,-0.04578
35,0.006675,0,-0.001306,-0.047085
36,0.006593,0,-0.001388,-0.048473
37,0.006574,0,-0.001407,-0.049879
38,0.00664,0,-0.001341,-0.051221
39,0.006583,0,-0.001398,-0.052619
40,0.006587,0,-0.001394,-0.054013
41,0.006747,0,-0.001234,-0.055247
42,0.006604,0,-0.001377,-0.056624
43,0.006568,0,-0.001413,-0.058037
44,0.006599,0,-0.001382,-0.059419
45,0.00674,0,-0.00124,-0.060659
46,0.006618,0,-0.001363,-0.062022
47,0.006592,0,-0.001389,-0.063411
48,0.006549,0,-0.001432,-0.064843
49,0.006593,0,-0.001388,-0.066231
50,0.006638,0,-0.001343,-0.067573
51,0.006828,0,-0.001153,-0.068726
52,0.006656,0,-0.001325,-0.070051
53,0.006676,0,-0.001305,-0.071356
54,0.028846,0.020865,0,-0.050492
55,0.006668,0,-0.001312,-0.051804
56,0.006631,0,-0.00135,-0.053154
57,0.006632,0,-0.001349,-0.054503
58,0.006593,0,-0.001387,-0.055891
59,0.006615,0,-0.001366,-0.057257
60,0.006699,0,-0.001282,-0.058539
61,0.006612,0,-0.001368,-0.059908
62,0.006571,0,-0.00141,-0.061318
63,0.00659,0,-0.001391,-0.062709
64,0.006613,0,-0.001368,-0.064078
65,0.006628,0,-0.001352,-0.06543
66,0.006661,0,-0.00132,-0.06675
67,0.006718,0,-0.001262,-0.068012
68,0.006607,0,-0.001374,-0.069386
69,0.006601,0,-0.00138,-0.070766
70,0.006652,0,-0.001329,-0.072095
71,0.006619,0,-0.001362,-0.073457
72,0.006667,0,-0.001313,-0.074771
73,0.006659,0,-0.001322,-0.076093
74,0.006606,0,-0.001375,-0.077468
75,0.006617,0,-0.001364,-0.078832
76,0.006578,0,-0.001403,-0.080236
77,0.006634,0,-0.001347,-0.081583
78,0.006664,0,-0.001317,-0.0829
79,0.006614,0,-0.001366,-0.084266
80,0.006591,0,-0.00139,-0.085656
81,0.006628,0,-0.001353,-0.087009
82,0.0066,0,-0.001381,-0.08839
83,0.006671,0,-0.00131,-0.0897
84,0.00682,0,-0.001161,-0.090861
85,0.006656,0,-0.001325,-0.092187
86,0.00663,0,-0.001351,-0.093538
87,0.00661,0,-0.001371,-0.094909
88,0.006603,0,-0.001378,-0.096287
89,0.006629,0,-0.001352,-0.097639
90,0.006558,0,-0.001422,-0.099062
91,0.006651,0,-0.00133,-0.100391
92,0.0067,0,-0.001281,-0.101672
93,0.006649,0,-0.001332,-0.103004
94,0.006622,0,-0.001359,-0.104363
95,0.006631,0,-0.001349,-0.105712
96,0.006618,0,-0.001362,-0.107075
97,0.006673,0,-0.001308,-0.108382
98,0.006607,0,-0.001374,-0.109757
99,0.006616,0,-0.001365,-0.111121
100,0.006677,0,-0.001304,-0.112426
