Sr.No,Time_Per_Frame,Positive Jitter,Negative Jitter,Total Jitter
1,0.010311,0,-0.002269,-0.002269
2,0.01024,0,-0.002339,-0.004608
3,0.010238,0,-0.002342,-0.00695
4,0.010211,0,-0.002369,-0.009319
5,0.010324,0,-0.002256,-0.011574
6,0.01041,0,-0.00217,-0.013744
7,0.01015,0,-0.00243,-0.016174
8,0.01017,0,-0.00241,-0.018583
9,0.010175,0,-0.002404,-0.020988
10,0.010266,0,-0.002314,-0.023302
11,0.010173,0,-0.002406,-0.025708
12,0.010194,0,-0.002386,-0.028094
13,0.010328,0,-0.002252,-0.030345
14,0.010215,0,-0.002364,-0.03271
15,0.010185,0,-0.002395,-0.035105
16,0.010111,0,-0.002469,-0.037573
17,0.01025,0,-0.002329,-0.039902
18,0.010205,0,-0.002374,-0.042277
19,0.010244,0,-0.002336,-0.044613
20,0.010445,0,-0.002134,-0.046747
21,0.010159,0,-0.002421,-0.049168
22,0.010225,0,-0.002355,-0.051522
23,0.010234,0,-0.002345,-0.053868
24,0.010221,0,-0.002358,-0.056226
25,0.010295,0,-0.002285,-0.058511
26,0.010324,0,-0.002256,-0.060766
27,0.010204,0,-0.002376,-0.063142
28,0.010177,0,-0.002403,-0.065545
29,0.010257,0,-0.002323,-0.067868
30,0.010228,0,-0.002351,-0.070219
31,0.010182,0,-0.002398,-0.072617
32,0.01028,0,-0.0023,-0.074917
33,0.01013,0,-0.002449,-0.077366
34,0.010231,0,-0.002348,-0.079714
35,0.010206,0,-0.002374,-0.082088
36,0.010307,0,-0.002273,-0.084361
37,0.010197,0,-0.002383,-0.086744
38,0.010186,0,-0.002393,-0.089138
39,0.010398,0,-0.002182,-0.091319
40,0.010203,0,-0.002376,-0.093696
41,0.0102,0,-0.002379,-0.096075
42,0.010229,0,-0.00235,-0.098425
43,0.010243,0,-0.002336,-0.100761
44,0.010305,0,-0.002275,-0.103036
45,0.010262,0,-0.002318,-0.105354
46,0.01029,0,-0.00229,-0.107644
47,0.067349,0.054769,0,-0.052875
48,0.010117,0,-0.002462,-0.055337
49,0.010223,0,-0.002357,-0.057693
50,0.010229,0,-0.00235,-0.060044
51,0.01021,0,-0.00237,-0.062414
52,0.010219,0,-0.002361,-0.064774
53,0.010174,0,-0.002406,-0.06718
54,0.01035,0,-0.00223,-0.06941
55,0.010217,0,-0.002363,-0.071773
56,0.010076,0,-0.002504,-0.074277
57,0.010289,0,-0.00229,-0.076567
58,0.010228,0,-0.002352,-0.078919
59,0.010141,0,-0.002439,-0.081358
60,0.01025,0,-0.00233,-0.083688
61,0.010376,0,-0.002204,-0.085891
62,0.010202,0,-0.002377,-0.088269
63,0.010321,0,-0.002259,-0.090527
64,0.010313,0,-0.002267,-0.092794
65,0.010346,0,-0.002233,-0.095028
66,0.010197,0,-0.002382,-0.09741
67,0.010347,0,-0.002233,-0.099643
68,0.010185,0,-0.002394,-0.102037
69,0.010402,0,-0.002178,-0.104215
70,0.010185,0,-0.002395,-0.10661
71,0.010206,0,-0.002374,-0.108983
72,0.010277,0,-0.002302,-0.111285
73,0.010133,0,-0.002447,-0.113732
74,0.010159,0,-0.002421,-0.116153
75,0.010161,0,-0.002418,-0.118571
76,0.010239,0,-0.002341,-0.120912
77,0.010172,0,-0.002408,-0.12332
78,0.010307,0,-0.002272,-0.125592
79,0.010252,0,-0.002328,-0.12792
80,0.010273,0,-0.002307,-0.130227
81,0.010159,0,-0.002421,-0.132648
82,0.010216,0,-0.002364,-0.135011
83,0.010169,0,-0.002411,-0.137423
84,0.010299,0,-0.002281,-0.139703
85,0.01021,0,-0.002369,-0.142072
86,0.010237,0,-0.002343,-0.144415
87,0.010147,0,-0.002433,-0.146848
88,0.010231,0,-0.002349,-0.149196
89,0.010274,0,-0.002305,-0.151502
90,0.010301,0,-0.002278,-0.15378
91,0.010193,0,-0.002387,-0.156167
92,0.01015,0,-0.002429,-0.158596
93,0.010229,0,-0.00235,-0.160946
94,0.010199,0,-0.00238,-0.163326
95,0.010157,0,-0.002422,-0.165748
96,0.010216,0,-0.002364,-0.168112
97,0.010224,0,-0.002355,-0.170467
98,0.010196,0,-0.002383,-0.172851
99,0.010169,0,-0.00241,-0.175261
100,0.010174,0,-0.002405,-0.177666
