Sr.No,Time_Per_Frame,Positive Jitter,Negative Jitter,Total Jitter
1,0.007894,0,-0.001406,-0.001406
2,0.007716,0,-0.001585,-0.002991
3,0.00787,0,-0.00143,-0.004421
4,0.007713,0,-0.001587,-0.006008
5,0.007792,0,-0.001508,-0.007517
6,0.009148,0,-0.000152,-0.007669
7,0.007856,0,-0.001445,-0.009114
8,0.007824,0,-0.001477,-0.010591
9,0.007849,0,-0.001451,-0.012043
10,0.007797,0,-0.001504,-0.013547
11,0.007788,0,-0.001513,-0.01506
12,0.007879,0,-0.001422,-0.016481
13,0.007823,0,-0.001477,-0.017959
14,0.007832,0,-0.001468,-0.019427
15,0.007685,0,-0.001616,-0.021042
16,0.007893,0,-0.001408,-0.02245
17,0.007807,0,-0.001493,-0.023944
18,0.007884,0,-0.001416,-0.02536
19,0.007888,0,-0.001412,-0.026772
20,0.007741,0,-0.00156,-0.028332
21,0.007821,0,-0.001479,-0.029812
22,0.007904,0,-0.001397,-0.031209
23,0.007831,0,-0.001469,-0.032678
24,0.007765,0,-0.001536,-0.034214
25,0.008016,0,-0.001284,-0.035498
26,0.007704,0,-0.001597,-0.037095
27,0.007951,0,-0.001349,-0.038444
28,0.007869,0,-0.001431,-0.039875
29,0.007773,0,-0.001528,-0.041403
30,0.00784,0,-0.00146,-0.042863
31,0.007822,0,-0.001479,-0.044342
32,0.007769,0,-0.001532,-0.045874
33,0.007719,0,-0.001581,-0.047455
34,0.007953,0,-0.001348,-0.048803
35,0.007987,0,-0.001314,-0.050116
36,0.007766,0,-0.001535,-0.051651
37,0.007772,0,-0.001528,-0.053179
38,0.00771,0,-0.001591,-0.05477
39,0.007862,0,-0.001438,-0.056208
40,0.007662,0,-0.001639,-0.057847
41,0.007798,0,-0.001502,-0.05935
42,0.007901,0,-0.0014,-0.06075
43,0.007701,0,-0.001599,-0.062349
44,0.007866,0,-0.001434,-0.063783
45,0.007823,0,-0.001477,-0.06526
46,0.007905,0,-0.001396,-0.066656
47,0.007776,0,-0.001524,-0.06818
48,0.007875,0,-0.001425,-0.069606
49,0.007808,0,-0.001493,-0.071098
50,0.007764,0,-0.001537,-0.072635
51,0.007913,0,-0.001388,-0.074023
52,0.007731,0,-0.001569,-0.075592
53,0.00783,0,-0.001471,-0.077063
54,0.007807,0,-0.001493,-0.078556
55,0.007763,0,-0.001537,-0.080094
56,0.007783,0,-0.001518,-0.081611
57,0.007774,0,-0.001526,-0.083138
58,0.007708,0,-0.001593,-0.084731
59,0.007888,0,-0.001413,-0.086143
60,0.007781,0,-0.00152,-0.087663
61,0.007922,0,-0.001378,-0.089041
62,0.007818,0,-0.001483,-0.090524
63,0.007855,0,-0.001445,-0.091969
64,0.008032,0,-0.001268,-0.093237
65,0.007718,0,-0.001582,-0.09482
66,0.007826,0,-0.001475,-0.096295
67,0.007786,0,-0.001515,-0.097809
68,0.007763,0,-0.001537,-0.099347
69,0.007769,0,-0.001532,-0.100879
70,0.007767,0,-0.001533,-0.102412
71,0.00781,0,-0.001491,-0.103903
72,0.007633,0,-0.001667,-0.10557
73,0.0078,0,-0.0015,-0.10707
74,0.00786,0,-0.00144,-0.108511
75,0.007853,0,-0.001447,-0.109958
76,0.007842,0,-0.001459,-0.111417
77,0.007761,0,-0.00154,-0.112956
78,0.007742,0,-0.001559,-0.114515
79,0.007683,0,-0.001618,-0.116133
80,0.007912,0,-0.001388,-0.117521
81,0.007738,0,-0.001562,-0.119083
82,0.007827,0,-0.001474,-0.120557
83,0.007745,0,-0.001556,-0.122112
84,0.007738,0,-0.001563,-0.123675
85,0.007772,0,-0.001529,-0.125204
86,0.007857,0,-0.001443,-0.126647
87,0.00781,0,-0.001491,-0.128138
88,0.00781,0,-0.001491,-0.129629
89,0.007847,0,-0.001453,-0.131082
90,0.007879,0,-0.001422,-0.132504
91,0.007781,0,-0.001519,-0.134023
92,0.007816,0,-0.001485,-0.135508
93,0.00785,0,-0.001451,-0.136959
94,0.007736,0,-0.001565,-0.138523
95,0.007685,0,-0.001616,-0.140139
96,0.00798,0,-0.00132,-0.141459
97,0.007791,0,-0.00151,-0.142969
98,0.007773,0,-0.001528,-0.144497
99,0.007911,0,-0.001389,-0.145886
100,0.007758,0,-0.001543,-0.147429
