Sr.No,Time_Per_Frame,Positive Jitter,Negative Jitter,Total Jitter
1,0.001244,0,-0.000057,-0.000057
2,0.001095,0,-0.000206,-0.000262
3,0.001067,0,-0.000234,-0.000496
4,0.0011,0,-0.000201,-0.000697
5,0.001098,0,-0.000203,-0.0009
6,0.001068,0,-0.000233,-0.001133
7,0.001157,0,-0.000144,-0.001277
8,0.001338,0.000037,0,-0.001239
9,0.001252,0,-0.000049,-0.001289
10,0.001127,0,-0.000174,-0.001462
11,0.001075,0,-0.000226,-0.001689
12,0.00098,0,-0.000321,-0.00201
13,0.000993,0,-0.000308,-0.002318
14,0.001106,0,-0.000195,-0.002513
15,0.001109,0,-0.000192,-0.002705
16,0.001061,0,-0.00024,-0.002944
17,0.001149,0,-0.000152,-0.003096
18,0.001048,0,-0.000253,-0.003349
19,0.001107,0,-0.000194,-0.003543
20,0.001055,0,-0.000246,-0.003789
21,0.001065,0,-0.000236,-0.004025
22,0.001078,0,-0.000223,-0.004248
23,0.000974,0,-0.000327,-0.004575
24,0.001112,0,-0.000189,-0.004764
25,0.001047,0,-0.000254,-0.005017
26,0.001087,0,-0.000214,-0.005232
27,0.001144,0,-0.000157,-0.005388
28,0.001019,0,-0.000282,-0.00567
29,0.001117,0,-0.000184,-0.005855
30,0.001076,0,-0.000225,-0.00608
31,0.001071,0,-0.00023,-0.00631
32,0.001024,0,-0.000277,-0.006587
33,0.001085,0,-0.000216,-0.006803
34,0.00107,0,-0.000231,-0.007034
35,0.001092,0,-0.000209,-0.007244
36,0.001063,0,-0.000238,-0.007481
37,0.00111,0,-0.000191,-0.007672
38,0.000986,0,-0.000315,-0.007987
39,0.001074,0,-0.000227,-0.008214
40,0.001077,0,-0.000224,-0.008437
41,0.001079,0,-0.000222,-0.008659
42,0.001178,0,-0.000123,-0.008782
43,0.001075,0,-0.000226,-0.009008
44,0.001064,0,-0.000237,-0.009245
45,0.001084,0,-0.000217,-0.009462
46,0.001069,0,-0.000232,-0.009693
47,0.001266,0,-0.000035,-0.009728
48,0.001121,0,-0.00018,-0.009908
49,0.00106,0,-0.000241,-0.010149
50,0.001124,0,-0.000177,-0.010326
51,0.00108,0,-0.000221,-0.010547
52,0.001102,0,-0.000199,-0.010746
53,0.000998,0,-0.000303,-0.011049
54,0.001087,0,-0.000214,-0.011263
55,0.001094,0,-0.000207,-0.01147
56,0.001059,0,-0.000242,-0.011712
57,0.001105,0,-0.000196,-0.011907
58,0.001074,0,-0.000227,-0.012134
59,0.00106,0,-0.000241,-0.012375
60,0.001076,0,-0.000225,-0.0126
61,0.001071,0,-0.00023,-0.01283
62,0.001066,0,-0.000235,-0.013065
63,0.001052,0,-0.000249,-0.013314
64,0.001073,0,-0.000228,-0.013542
65,0.001208,0,-0.000093,-0.013635
66,0.00108,0,-0.000221,-0.013856
67,0.00108,0,-0.000221,-0.014077
68,0.001042,0,-0.000259,-0.014337
69,0.000981,0,-0.00032,-0.014657
70,0.001064,0,-0.000237,-0.014894
71,0.001073,0,-0.000228,-0.015122
72,0.001095,0,-0.000206,-0.015328
73,0.001069,0,-0.000232,-0.01556
74,0.001051,0,-0.00025,-0.01581
75,0.001067,0,-0.000234,-0.016044
76,0.00109,0,-0.00021,-0.016254
77,0.001042,0,-0.000259,-0.016513
78,0.001053,0,-0.000248,-0.016761
79,0.001093,0,-0.000208,-0.016969
80,0.001107,0,-0.000194,-0.017163
81,0.024876,0.023575,0,0.006411
82,0.00106,0,-0.000241,0.006171
83,0.001087,0,-0.000214,0.005957
84,0.00108,0,-0.000221,0.005736
85,0.001069,0,-0.000232,0.005504
86,0.001082,0,-0.000219,0.005285
87,0.001075,0,-0.000226,0.005058
88,0.00108,0,-0.000221,0.004837
89,0.001068,0,-0.000233,0.004604
90,0.001086,0,-0.000215,0.004389
91,0.0011,0,-0.000201,0.004188
92,0.001074,0,-0.000227,0.00396
93,0.001265,0,-0.000036,0.003924
94,0.001079,0,-0.000222,0.003702
95,0.001098,0,-0.000203,0.0035
96,0.000984,0,-0.000317,0.003182
97,0.001043,0,-0.000258,0.002924
98,0.001061,0,-0.00024,0.002684
99,0.001102,0,-0.000199,0.002485
100,0.001077,0,-0.000224,0.002262
