S1 Count,Start_Time(in sec),End_Time(in sec),Image_Capture_Time(in msec),Jitter(in msec)
166,1566065005.702245,1566065005.717161,14.915705,-0.005007
167,1566065006.702244,1566065006.717037,14.792442,0.001192
168,1566065007.702272,1566065007.717378,15.106201,-0.027657
169,1566065008.702242,1566065008.717036,14.793634,0.030041
170,1566065009.702197,1566065009.717034,14.836550,0.044584
171,1566065010.702245,1566065010.717057,14.812231,-0.047684
172,1566065011.702194,1566065011.717089,14.894962,0.051260
173,1566065012.702241,1566065012.717060,14.819622,-0.046968
174,1566065013.702249,1566065013.717161,14.912128,-0.008583
175,1566065014.702250,1566065014.717087,14.836550,-0.000715
176,1566065015.702196,1566065015.717104,14.908075,0.054359
177,1566065016.702241,1566065016.717050,14.809132,-0.045061
178,1566065017.702244,1566065017.717183,14.938354,-0.003576
179,1566065018.702244,1566065018.717053,14.808655,0.000000
180,1566065019.702257,1566065019.717228,14.971495,-0.012398
181,1566065020.702195,1566065020.717021,14.826536,0.061989
182,1566065021.702195,1566065021.717161,14.965534,-0.000715
183,1566065022.702239,1566065022.717072,14.833212,-0.043154
184,1566065023.702195,1566065023.717246,15.050888,0.043392
185,1566065024.702238,1566065024.717058,14.820814,-0.042439
186,1566065025.702206,1566065025.717114,14.907837,0.031471
187,1566065026.702239,1566065026.717067,14.828205,-0.032425
188,1566065027.702245,1566065027.717150,14.904976,-0.006437
189,1566065028.702240,1566065028.717064,14.823914,0.005007
190,1566065029.702195,1566065029.717161,14.966249,0.045300
191,1566065030.702234,1566065030.717055,14.821053,-0.039339
192,1566065031.702208,1566065031.717258,15.050650,0.026226
193,1566065032.702237,1566065032.717055,14.817476,-0.029325
194,1566065033.702241,1566065033.717034,14.792442,-0.004053
195,1566065034.702241,1566065034.717062,14.820337,0.000000
196,1566065035.702206,1566065035.717103,14.896393,0.035048
197,1566065036.702238,1566065036.717056,14.818192,-0.031948
198,1566065037.702196,1566065037.717053,14.857769,0.042439
199,1566065038.702198,1566065038.717088,14.890432,-0.001907
200,1566065039.702249,1566065039.717178,14.929533,-0.051022
201,1566065040.702240,1566065040.717078,14.838219,0.008345
202,1566065041.702244,1566065041.717054,14.810085,-0.004053
203,1566065042.702240,1566065042.717074,14.833689,0.004053
204,1566065043.702247,1566065043.717142,14.894962,-0.007153
205,1566065044.702237,1566065044.717062,14.825344,0.010252
206,1566065045.702247,1566065045.717210,14.962912,-0.009537
207,1566065046.702236,1566065046.717050,14.813900,0.010967
208,1566065047.702244,1566065047.717137,14.893055,-0.008106
209,1566065048.702242,1566065048.717080,14.838219,0.001669
210,1566065049.702251,1566065049.717123,14.871359,-0.009060
211,1566065050.702241,1566065050.717058,14.817476,0.010252
212,1566065051.702245,1566065051.717249,15.004158,-0.003576
213,1566065052.702240,1566065052.717078,14.838219,0.004768
214,1566065053.702196,1566065053.717033,14.837265,0.043631
215,1566065054.702238,1566065054.717062,14.824390,-0.041723
216,1566065055.702201,1566065055.717062,14.861584,0.037193
217,1566065056.702242,1566065056.717083,14.841318,-0.041246
218,1566065057.702244,1566065057.717165,14.921665,-0.001669
219,1566065058.702238,1566065058.717058,14.819622,0.005484
220,1566065059.702245,1566065059.717223,14.978409,-0.006676
221,1566065060.702191,1566065060.717006,14.815331,0.053644
222,1566065061.702200,1566065061.717148,14.948130,-0.008583
223,1566065062.702242,1566065062.717057,14.814377,-0.042439
224,1566065063.702255,1566065063.717162,14.906883,-0.012636
225,1566065064.702241,1566065064.717089,14.848232,0.013828
226,1566065065.702246,1566065065.717175,14.929295,-0.005007
227,1566065066.702243,1566065066.717066,14.822483,0.002623
228,1566065067.702256,1566065067.717196,14.939547,-0.012875
229,1566065068.702242,1566065068.717062,14.820099,0.013828
230,1566065069.702247,1566065069.717152,14.904976,-0.005007
231,1566065070.702241,1566065070.717054,14.812946,0.005960
232,1566065071.702202,1566065071.717115,14.912844,0.039339
233,1566065072.702238,1566065072.717065,14.827490,-0.035524
234,1566065073.702244,1566065073.717149,14.904737,-0.006676
235,1566065074.702233,1566065074.717036,14.803886,0.011683
236,1566065075.702193,1566065075.717087,14.893770,0.039101
237,1566065076.702236,1566065076.717051,14.814377,-0.042915
238,1566065077.702237,1566065077.717050,14.812946,-0.000715
239,1566065078.702238,1566065078.717051,14.813185,-0.000954
240,1566065079.702194,1566065079.717053,14.858961,0.043869
241,1566065080.702239,1566065080.717046,14.806747,-0.045061
242,1566065081.702254,1566065081.717140,14.885902,-0.014544
243,1566065082.702235,1566065082.717036,14.801264,0.018597
244,1566065083.702241,1566065083.717275,15.033960,-0.005722
245,1566065084.702238,1566065084.717055,14.816761,0.002861
246,1566065085.702245,1566065085.717193,14.948368,-0.006437
247,1566065086.702193,1566065086.717027,14.833927,0.051737
248,1566065087.702247,1566065087.717142,14.894485,-0.054598
249,1566065088.702193,1566065088.717003,14.809608,0.054121
250,1566065089.702198,1566065089.717119,14.921427,-0.004292
251,1566065090.702193,1566065090.717026,14.832973,0.004530
252,1566065091.702246,1566065091.717160,14.913797,-0.052691
253,1566065092.702239,1566065092.717075,14.836550,0.007153
254,1566065093.702239,1566065093.717213,14.973640,-0.000477
255,1566065094.702189,1566065094.717040,14.850616,0.049591
256,1566065095.702196,1566065095.717134,14.937878,-0.006199
257,1566065096.702237,1566065096.717077,14.839888,-0.041485
258,1566065097.702249,1566065097.717200,14.951468,-0.011683
259,1566065098.702241,1566065098.717062,14.821291,0.007629
260,1566065099.702241,1566065099.717185,14.944077,0.000238
261,1566065100.702240,1566065100.717072,14.831781,0.000477
262,1566065101.702242,1566065101.717124,14.881849,-0.001192
263,1566065102.702243,1566065102.717075,14.832020,-0.000954
264,1566065103.702253,1566065103.717137,14.883757,-0.010490
265,1566065104.702240,1566065104.717082,14.841080,0.012636
266,1566065105.702198,1566065105.717050,14.852047,0.042439
267,1566065106.702241,1566065106.717082,14.840364,-0.043154
268,1566065107.702244,1566065107.717124,14.880180,-0.003099
269,1566065108.702258,1566065108.717149,14.891148,-0.013828
270,1566065109.702241,1566065109.717059,14.818192,0.016928
271,1566065110.702202,1566065110.717111,14.909029,0.039101
272,1566065111.702239,1566065111.717076,14.837027,-0.037193
273,1566065112.702245,1566065112.717134,14.889002,-0.005484
274,1566065113.702239,1566065113.717048,14.809132,0.005722
275,1566065114.702251,1566065114.717122,14.870882,-0.012159
276,1566065115.702236,1566065115.717055,14.818192,0.014782
277,1566065116.702246,1566065116.717149,14.902830,-0.009537
278,1566065117.702239,1566065117.717055,14.816523,0.007391
279,1566065118.702244,1566065118.717143,14.899254,-0.005007
280,1566065119.702237,1566065119.717052,14.815569,0.006676
281,1566065120.702199,1566065120.717092,14.893055,0.037909
282,1566065121.702193,1566065121.717005,14.811993,0.005722
283,1566065122.702196,1566065122.717097,14.900684,-0.003099
284,1566065123.702242,1566065123.717038,14.796019,-0.045300
285,1566065124.702196,1566065124.717044,14.848471,0.046015
286,1566065125.702238,1566065125.717049,14.811516,-0.042200
287,1566065126.702242,1566065126.717162,14.919996,-0.003815
288,1566065127.702235,1566065127.717044,14.809132,0.006437
289,1566065128.702248,1566065128.717114,14.866352,-0.012636
290,1566065129.702182,1566065129.716995,14.813662,0.066280
291,1566065130.702249,1566065130.717132,14.883280,-0.066996
292,1566065131.702236,1566065131.717065,14.828682,0.012398
293,1566065132.702193,1566065132.717110,14.917374,0.043631
294,1566065133.702236,1566065133.717049,14.812708,-0.043869
295,1566065134.702244,1566065134.717119,14.874220,-0.007868
296,1566065135.702235,1566065135.717033,14.797926,0.009298
297,1566065136.702242,1566065136.717124,14.882088,-0.007153
298,1566065137.702194,1566065137.716998,14.804125,0.048161
299,1566065138.702257,1566065138.717159,14.901400,-0.063419
300,1566065139.702241,1566065139.717051,14.810085,0.016212
301,1566065140.702250,1566065140.717119,14.869690,-0.008345
302,1566065141.702243,1566065141.717073,14.830112,0.006914
303,1566065142.702246,1566065142.717119,14.873028,-0.003576
304,1566065143.702237,1566065143.717068,14.831066,0.009298
305,1566065144.702241,1566065144.717129,14.887810,-0.004292
306,1566065145.702240,1566065145.717074,14.834404,0.001669
307,1566065146.702243,1566065146.717142,14.899731,-0.003099
308,1566065147.702192,1566065147.717018,14.825583,0.050545
309,1566065148.702204,1566065148.717022,14.817953,-0.011683
310,1566065149.702239,1566065149.717049,14.809608,-0.035286
311,1566065150.702256,1566065150.717149,14.893055,-0.016689
312,1566065151.702243,1566065151.717074,14.830351,0.012398
313,1566065152.702247,1566065152.717157,14.910221,-0.003338
314,1566065153.702241,1566065153.717075,14.833927,0.005245
315,1566065154.702243,1566065154.717163,14.920473,-0.001192
316,1566065155.702240,1566065155.717063,14.822960,0.002623
317,1566065156.702241,1566065156.717133,14.892101,-0.000954
318,1566065157.702192,1566065157.717012,14.819860,0.048637
319,1566065158.702195,1566065158.717172,14.976501,-0.002861
320,1566065159.702242,1566065159.717086,14.843941,-0.046492
321,1566065160.702246,1566065160.717121,14.874220,-0.004768
322,1566065161.702235,1566065161.717062,14.827013,0.011921
323,1566065162.702207,1566065162.717098,14.890432,0.027180
324,1566065163.702243,1566065163.717063,14.820099,-0.035286
325,1566065164.702244,1566065164.717196,14.951944,-0.000954
326,1566065165.702239,1566065165.717083,14.844418,0.004768
327,1566065166.702259,1566065166.717132,14.873505,-0.019789
328,1566065167.702239,1566065167.717091,14.852047,0.019312
329,1566065168.702200,1566065168.717089,14.889002,0.039339
330,1566065169.702236,1566065169.717071,14.834881,-0.036001
331,1566065170.702250,1566065170.717155,14.905691,-0.013828
332,1566065171.702242,1566065171.717095,14.853477,0.008106
333,1566065172.702249,1566065172.717176,14.926434,-0.007629
334,1566065173.702240,1566065173.717055,14.815331,0.009298
335,1566065174.702262,1566065174.717137,14.875174,-0.021696
336,1566065175.702238,1566065175.717048,14.810085,0.023603
337,1566065176.702247,1566065176.717181,14.934301,-0.008583
338,1566065177.702235,1566065177.717062,14.827967,0.012159
339,1566065178.702249,1566065178.717193,14.943838,-0.014782
340,1566065179.702233,1566065179.717064,14.831781,0.016689
341,1566065180.702202,1566065180.717095,14.893770,0.030994
342,1566065181.702191,1566065181.716986,14.795542,0.010967
343,1566065182.702245,1566065182.717105,14.860153,-0.054121
344,1566065183.702239,1566065183.717062,14.822245,0.005484
345,1566065184.702256,1566065184.717146,14.889240,-0.017166
346,1566065185.702238,1566065185.717068,14.830351,0.018835
347,1566065186.702201,1566065186.717049,14.847517,0.036240
348,1566065187.702238,1566065187.717084,14.845848,-0.036478
349,1566065188.702245,1566065188.717117,14.871120,-0.007629
350,1566065189.702238,1566065189.717057,14.819622,0.007629
351,1566065190.702244,1566065190.717183,14.938354,-0.006437
352,1566065191.702237,1566065191.717063,14.826059,0.006914
353,1566065192.702201,1566065192.717147,14.946461,0.036478
354,1566065193.702238,1566065193.717064,14.825344,-0.037432
355,1566065194.702195,1566065194.717073,14.878273,0.043154
356,1566065195.702238,1566065195.717057,14.819145,-0.043154
357,1566065196.702196,1566065196.717084,14.888287,0.042439
358,1566065197.702174,1566065197.717000,14.825344,0.021458
359,1566065198.702202,1566065198.717018,14.816284,-0.027180
360,1566065199.702238,1566065199.717059,14.820337,-0.036716
361,1566065200.702193,1566065200.717076,14.882565,0.045300
362,1566065201.702240,1566065201.717051,14.811277,-0.046968
363,1566065202.702199,1566065202.717042,14.842987,0.040770
364,1566065203.702239,1566065203.717064,14.825583,-0.039577
365,1566065204.702194,1566065204.717100,14.905930,0.044346
366,1566065205.702217,1566065205.717024,14.807224,-0.022650
367,1566065206.702247,1566065206.717157,14.909983,-0.030041
368,1566065207.702230,1566065207.717057,14.827251,0.017166
369,1566065208.702255,1566065208.717135,14.880180,-0.025034
370,1566065209.702246,1566065209.717075,14.828205,0.008583
371,1566065210.702241,1566065210.717218,14.976978,0.005484
372,1566065211.702240,1566065211.717085,14.844418,0.000715
373,1566065212.702199,1566065212.717077,14.878988,0.041723
374,1566065213.702232,1566065213.717053,14.821053,-0.033617
375,1566065214.702246,1566065214.717143,14.896631,-0.014067
376,1566065215.702236,1566065215.717087,14.850378,0.009775
377,1566065216.702248,1566065216.717109,14.861345,-0.011206
378,1566065217.702235,1566065217.717071,14.835835,0.012159
379,1566065218.702243,1566065218.717117,14.873743,-0.007868
380,1566065219.702226,1566065219.717077,14.850855,0.017405
381,1566065220.702245,1566065220.717143,14.897346,-0.019312
382,1566065221.702231,1566065221.717097,14.866114,0.014067
383,1566065222.702248,1566065222.717118,14.869452,-0.017166
384,1566065223.702229,1566065223.717048,14.819145,0.019073
385,1566065224.702253,1566065224.717159,14.905930,-0.023365
386,1566065225.702226,1566065225.717068,14.842033,0.026941
387,1566065226.702198,1566065226.717128,14.929771,0.027657
388,1566065227.702229,1566065227.717045,14.816523,-0.030518
389,1566065228.702196,1566065228.717155,14.958620,0.032425
390,1566065229.702240,1566065229.717069,14.829874,-0.043392
391,1566065230.702244,1566065230.717156,14.912128,-0.004768
392,1566065231.702224,1566065231.717059,14.835358,0.020742
393,1566065232.702245,1566065232.717154,14.909267,-0.021458
394,1566065233.702180,1566065233.717012,14.831305,0.064611
395,1566065234.702245,1566065234.717185,14.939785,-0.064373
396,1566065235.702239,1566065235.717050,14.811277,0.005722
397,1566065236.702202,1566065236.717092,14.889479,0.036716
398,1566065237.702239,1566065237.717070,14.831305,-0.036716
399,1566065238.702193,1566065238.717143,14.950037,0.046015
400,1566065239.702238,1566065239.717051,14.812946,-0.044584
401,1566065240.702243,1566065240.717151,14.907598,-0.005722
402,1566065241.702239,1566065241.717070,14.830589,0.004053
403,1566065242.702245,1566065242.717129,14.883518,-0.005722
404,1566065243.702237,1566065243.717073,14.836550,0.008345
405,1566065244.702255,1566065244.717179,14.924526,-0.018120
406,1566065245.702236,1566065245.717081,14.845133,0.018597
407,1566065246.702242,1566065246.717150,14.908314,-0.005484
408,1566065247.702193,1566065247.717031,14.838219,0.048876
409,1566065248.702255,1566065248.717185,14.929771,-0.061989
410,1566065249.702239,1566065249.717061,14.822006,0.015497
411,1566065250.702246,1566065250.717218,14.971972,-0.006676
412,1566065251.702242,1566065251.717062,14.820814,0.004292
413,1566065252.702203,1566065252.717077,14.874220,0.039101
414,1566065253.702189,1566065253.717014,14.824867,0.013590
415,1566065254.702256,1566065254.717133,14.876604,-0.067234
416,1566065255.702240,1566065255.717052,14.812469,0.016689
417,1566065256.702198,1566065256.717055,14.857292,0.041723
418,1566065257.702185,1566065257.717026,14.840841,0.013113
419,1566065258.702193,1566065258.717118,14.924288,-0.008583
420,1566065259.702238,1566065259.717063,14.824867,-0.045061
421,1566065260.702254,1566065260.717163,14.908791,-0.015736
422,1566065261.702240,1566065261.717062,14.822483,0.014544
423,1566065262.702251,1566065262.717197,14.945745,-0.011444
424,1566065263.702238,1566065263.717064,14.825821,0.012875
425,1566065264.702241,1566065264.717159,14.917612,-0.003099
426,1566065265.702242,1566065265.717069,14.827013,-0.000954
427,1566065266.702252,1566065266.717120,14.868736,-0.009537
428,1566065267.702241,1566065267.717072,14.831066,0.010252
429,1566065268.702196,1566065268.717125,14.929533,0.045776
430,1566065269.702240,1566065269.717065,14.825583,-0.043869
431,1566065270.702244,1566065270.717133,14.889479,-0.004292
432,1566065271.702243,1566065271.717059,14.816046,0.001192
433,1566065272.702194,1566065272.717094,14.899492,0.048161
434,1566065273.702246,1566065273.717053,14.806747,-0.051975
435,1566065274.702250,1566065274.717142,14.892578,-0.003338
436,1566065275.702235,1566065275.717061,14.825821,0.014305
437,1566065276.702196,1566065276.717138,14.941454,0.039339
438,1566065277.702239,1566065277.717051,14.811516,-0.043154
439,1566065278.702195,1566065278.717059,14.864445,0.044584
440,1566065279.702241,1566065279.717050,14.809132,-0.046253
441,1566065280.702249,1566065280.717136,14.887810,-0.007629
442,1566065281.702240,1566065281.717079,14.839172,0.009060
443,1566065282.702239,1566065282.717166,14.927864,0.000954
444,1566065283.702243,1566065283.717085,14.842033,-0.004530
445,1566065284.702193,1566065284.717059,14.865398,0.049829
446,1566065285.702188,1566065285.717002,14.814138,0.005245
447,1566065286.702194,1566065286.717087,14.893055,-0.005960
448,1566065287.702226,1566065287.717060,14.833689,-0.032425
449,1566065288.702246,1566065288.717134,14.887571,-0.019789
450,1566065289.702235,1566065289.717057,14.821529,0.011206
451,1566065290.702200,1566065290.717084,14.883757,0.035048
452,1566065291.702238,1566065291.717084,14.846802,-0.037670
453,1566065292.702197,1566065292.717084,14.887571,0.040770
454,1566065293.702236,1566065293.717056,14.819384,-0.039339
455,1566065294.702248,1566065294.717177,14.929056,-0.011444
456,1566065295.702229,1566065295.717054,14.825106,0.019073
457,1566065296.702197,1566065296.717075,14.878273,0.031948
458,1566065297.702237,1566065297.717065,14.827967,-0.040531
459,1566065298.702246,1566065298.717173,14.926434,-0.009298
460,1566065299.702239,1566065299.717061,14.822006,0.007153
461,1566065300.702252,1566065300.717210,14.958143,-0.012875
462,1566065301.702239,1566065301.717038,14.799595,0.013351
463,1566065302.702197,1566065302.717056,14.859200,0.041962
464,1566065303.702239,1566065303.717048,14.808893,-0.042200
465,1566065304.702199,1566065304.717055,14.856339,0.040531
466,1566065305.702240,1566065305.717044,14.803648,-0.041962
467,1566065306.702195,1566065306.717087,14.891148,0.045061
468,1566065307.702242,1566065307.717043,14.801264,-0.046730
469,1566065308.702245,1566065308.717166,14.921188,-0.002384
470,1566065309.702234,1566065309.717050,14.816046,0.010967
471,1566065310.702197,1566065310.717060,14.862776,0.036478
472,1566065311.702240,1566065311.717061,14.821529,-0.042439
473,1566065312.702244,1566065312.717122,14.878035,-0.004530
474,1566065313.702241,1566065313.717046,14.805079,0.002623
475,1566065314.702197,1566065314.717094,14.897108,0.044823
476,1566065315.702238,1566065315.717046,14.807224,-0.041723
477,1566065316.702252,1566065316.717178,14.925718,-0.014067
478,1566065317.702240,1566065317.717035,14.794111,0.011921
479,1566065318.702246,1566065318.717164,14.917374,-0.005960
480,1566065319.702193,1566065319.717007,14.814138,0.053167
481,1566065320.702243,1566065320.717136,14.892817,-0.050068
482,1566065321.702191,1566065321.716999,14.808655,0.052691
483,1566065322.702255,1566065322.717190,14.935017,-0.064373
484,1566065323.702239,1566065323.717059,14.820099,0.015974
485,1566065324.702200,1566065324.717083,14.883280,0.039339
486,1566065325.702240,1566065325.717057,14.817238,-0.040531
