S1 Count,Start_Time(in sec),End_Time(in sec),Image_Capture_Time(in msec),Jitter(in msec)
487,1566065326.702247,1566065326.717204,14.956951,-0.006676
488,1566065327.702242,1566065327.717047,14.805794,0.005245
489,1566065328.702244,1566065328.717122,14.877796,-0.002146
490,1566065329.702240,1566065329.717075,14.835835,0.004292
491,1566065330.702244,1566065330.717172,14.928579,-0.004053
492,1566065331.702242,1566065331.717039,14.797688,0.001907
493,1566065332.702245,1566065332.717146,14.900208,-0.003815
494,1566065333.702238,1566065333.717065,14.826775,0.007153
495,1566065334.702242,1566065334.717136,14.894009,-0.003338
496,1566065335.702227,1566065335.717048,14.820814,0.014782
497,1566065336.702244,1566065336.717148,14.903784,-0.017166
498,1566065337.702233,1566065337.717097,14.864445,0.011444
499,1566065338.702246,1566065338.717138,14.891386,-0.013828
500,1566065339.702189,1566065339.717005,14.816046,0.056982
501,1566065340.702194,1566065340.717050,14.856339,-0.004530
502,1566065341.702192,1566065341.717013,14.820814,0.001669
503,1566065342.702193,1566065342.717119,14.925957,-0.000954
504,1566065343.702241,1566065343.717062,14.821291,-0.047922
505,1566065344.702243,1566065344.717138,14.895439,-0.001431
506,1566065345.702241,1566065345.717061,14.819860,0.001907
507,1566065346.702240,1566065346.717150,14.909506,0.000238
508,1566065347.702244,1566065347.717058,14.814377,-0.003576
509,1566065348.702202,1566065348.717095,14.893293,0.042200
510,1566065349.702193,1566065349.717018,14.825106,0.009060
511,1566065350.702194,1566065350.717048,14.853477,-0.001669
512,1566065351.702241,1566065351.717036,14.795065,-0.046730
513,1566065352.702196,1566065352.717044,14.847517,0.044823
514,1566065353.702241,1566065353.717072,14.831066,-0.045061
515,1566065354.702257,1566065354.717167,14.909744,-0.015974
516,1566065355.702180,1566065355.716985,14.804840,0.077724
517,1566065356.702238,1566065356.717050,14.811277,-0.058651
518,1566065357.702239,1566065357.717067,14.827967,-0.000954
519,1566065358.702245,1566065358.717114,14.868736,-0.005960
520,1566065359.702193,1566065359.717037,14.843941,0.052452
521,1566065360.702246,1566065360.717197,14.950752,-0.053167
522,1566065361.702237,1566065361.717083,14.845610,0.009060
523,1566065362.702240,1566065362.717207,14.966726,-0.003338
524,1566065363.702240,1566065363.717056,14.816523,0.000477
525,1566065364.702247,1566065364.717121,14.873266,-0.007629
526,1566065365.702230,1566065365.717064,14.833689,0.016928
527,1566065366.702241,1566065366.717144,14.902592,-0.010729
528,1566065367.702241,1566065367.717064,14.822721,-0.000238
529,1566065368.702205,1566065368.717094,14.888763,0.036478
530,1566065369.702241,1566065369.717056,14.815569,-0.035763
531,1566065370.702242,1566065370.717117,14.874458,-0.001669
532,1566065371.702239,1566065371.717055,14.816046,0.003815
533,1566065372.702191,1566065372.717063,14.871597,0.047207
534,1566065373.702241,1566065373.717054,14.813423,-0.049591
535,1566065374.702204,1566065374.717094,14.890671,0.037432
536,1566065375.702242,1566065375.717042,14.800549,-0.038147
537,1566065376.702206,1566065376.717081,14.875412,0.035763
538,1566065377.702237,1566065377.717032,14.795542,-0.030756
539,1566065378.702212,1566065378.717089,14.877319,0.024557
540,1566065379.702239,1566065379.717065,14.825821,-0.026941
541,1566065380.702195,1566065380.717077,14.882565,0.044107
542,1566065381.702240,1566065381.717071,14.830351,-0.045300
543,1566065382.702197,1566065382.717102,14.905214,0.043631
544,1566065383.702193,1566065383.717004,14.811754,0.004053
545,1566065384.702244,1566065384.717160,14.915705,-0.051498
546,1566065385.702240,1566065385.717071,14.830589,0.003576
547,1566065386.702246,1566065386.717103,14.857292,-0.005484
548,1566065387.702241,1566065387.717048,14.806986,0.004530
549,1566065388.702250,1566065388.717127,14.876604,-0.009060
550,1566065389.702177,1566065389.717028,14.850855,0.073433
551,1566065390.702246,1566065390.717152,14.905930,-0.068665
552,1566065391.702236,1566065391.717058,14.822245,0.010014
553,1566065392.702186,1566065392.717017,14.830351,0.049353
554,1566065393.702237,1566065393.717079,14.841795,-0.050545
555,1566065394.702242,1566065394.717119,14.877558,-0.005007
556,1566065395.702240,1566065395.717048,14.808416,0.002384
557,1566065396.702198,1566065396.717120,14.922142,0.041246
558,1566065397.702235,1566065397.717054,14.819384,-0.036716
559,1566065398.702198,1566065398.717051,14.853001,0.037193
560,1566065399.702240,1566065399.717072,14.832258,-0.042439
561,1566065400.702196,1566065400.717074,14.878035,0.044107
562,1566065401.702191,1566065401.716997,14.806032,0.005007
563,1566065402.702201,1566065402.717139,14.937878,-0.010252
564,1566065403.702239,1566065403.717055,14.816284,-0.037670
565,1566065404.702245,1566065404.717144,14.899492,-0.005484
566,1566065405.702241,1566065405.717067,14.825821,0.003338
567,1566065406.702244,1566065406.717142,14.897585,-0.002861
568,1566065407.702241,1566065407.717038,14.797449,0.003099
569,1566065408.702196,1566065408.717152,14.955759,0.044584
570,1566065409.702240,1566065409.717043,14.803171,-0.043392
571,1566065410.702252,1566065410.717150,14.898539,-0.012159
572,1566065411.702240,1566065411.717072,14.832020,0.011444
573,1566065412.702197,1566065412.717068,14.871120,0.043154
574,1566065413.702193,1566065413.717012,14.818430,0.004053
575,1566065414.702195,1566065414.717119,14.923334,-0.002146
576,1566065415.702234,1566065415.717031,14.796972,-0.038385
577,1566065416.702271,1566065416.717230,14.958620,-0.037193
578,1566065417.702240,1566065417.717053,14.812708,0.030756
579,1566065418.702242,1566065418.717150,14.908075,-0.001907
580,1566065419.702239,1566065419.717061,14.821768,0.002861
581,1566065420.702257,1566065420.717137,14.879942,-0.017643
582,1566065421.702242,1566065421.717084,14.842272,0.015259
583,1566065422.702194,1566065422.717062,14.868259,0.047445
584,1566065423.702236,1566065423.717067,14.830351,-0.041962
585,1566065424.702245,1566065424.717123,14.878035,-0.008821
586,1566065425.702238,1566065425.717072,14.833927,0.006914
587,1566065426.702246,1566065426.717170,14.923334,-0.008345
588,1566065427.702241,1566065427.717059,14.818668,0.005722
589,1566065428.702247,1566065428.717129,14.881134,-0.006676
590,1566065429.702236,1566065429.717041,14.804602,0.011444
591,1566065430.702261,1566065430.717164,14.903069,-0.025034
592,1566065431.702238,1566065431.717049,14.810562,0.022888
593,1566065432.702245,1566065432.717158,14.913559,-0.006676
594,1566065433.702239,1566065433.717064,14.824629,0.005484
595,1566065434.702241,1566065434.717099,14.858484,-0.001431
596,1566065435.702237,1566065435.717070,14.833450,0.003815
597,1566065436.702198,1566065436.717081,14.883518,0.039339
598,1566065437.702193,1566065437.717015,14.822245,0.005007
599,1566065438.702267,1566065438.717135,14.867544,-0.074625
600,1566065439.702243,1566065439.717060,14.816999,0.024319
601,1566065440.702197,1566065440.717049,14.852047,0.046015
602,1566065441.702227,1566065441.717053,14.825821,-0.030041
603,1566065442.702249,1566065442.717147,14.897823,-0.021935
604,1566065443.702229,1566065443.717046,14.817476,0.020266
605,1566065444.702242,1566065444.717168,14.925957,-0.013113
606,1566065445.702240,1566065445.717046,14.806032,0.001192
607,1566065446.702257,1566065446.717171,14.914274,-0.016689
608,1566065447.702248,1566065447.717077,14.829159,0.009298
609,1566065448.702244,1566065448.717133,14.888763,0.003815
610,1566065449.702193,1566065449.717012,14.819622,0.051260
611,1566065450.702250,1566065450.717132,14.882088,-0.057459
612,1566065451.702239,1566065451.717069,14.830112,0.011206
613,1566065452.702191,1566065452.717080,14.889240,0.047922
614,1566065453.702238,1566065453.717057,14.819145,-0.046492
615,1566065454.702256,1566065454.717116,14.860392,-0.018358
616,1566065455.702235,1566065455.717048,14.812708,0.020742
617,1566065456.702249,1566065456.717138,14.889002,-0.013828
618,1566065457.702240,1566065457.717071,14.830112,0.008583
619,1566065458.702242,1566065458.717114,14.872074,-0.001669
620,1566065459.702196,1566065459.717043,14.847040,0.046015
621,1566065460.702195,1566065460.717043,14.848709,0.001431
622,1566065461.702245,1566065461.717068,14.823437,-0.050068
623,1566065462.702259,1566065462.717155,14.896631,-0.013828
624,1566065463.702237,1566065463.717047,14.809608,0.021219
625,1566065464.702246,1566065464.717134,14.887333,-0.009060
626,1566065465.702236,1566065465.717037,14.801025,0.010490
627,1566065466.702204,1566065466.717045,14.840841,0.031710
628,1566065467.702244,1566065467.717040,14.796019,-0.039577
629,1566065468.702197,1566065468.717074,14.877796,0.047207
630,1566065469.702238,1566065469.717056,14.817476,-0.041723
631,1566065470.702252,1566065470.717128,14.876604,-0.013351
632,1566065471.702231,1566065471.717108,14.876366,0.020266
633,1566065472.702243,1566065472.717126,14.883280,-0.011206
634,1566065473.702237,1566065473.717061,14.823914,0.005960
635,1566065474.702242,1566065474.717121,14.879227,-0.005007
636,1566065475.702239,1566065475.717047,14.807463,0.002384
637,1566065476.702244,1566065476.717122,14.878035,-0.004530
638,1566065477.702195,1566065477.716990,14.795303,0.048637
639,1566065478.702245,1566065478.717114,14.868975,-0.050068
640,1566065479.702236,1566065479.717064,14.827490,0.009060
641,1566065480.702197,1566065480.717038,14.840841,0.038862
642,1566065481.702237,1566065481.717060,14.823198,-0.039816
643,1566065482.702200,1566065482.717068,14.868259,0.036955
644,1566065483.702189,1566065483.717008,14.818668,0.011206
645,1566065484.702249,1566065484.717124,14.874697,-0.060081
646,1566065485.702240,1566065485.717076,14.836550,0.009298
647,1566065486.702254,1566065486.717124,14.870167,-0.013828
648,1566065487.702236,1566065487.717047,14.811516,0.017881
649,1566065488.702245,1566065488.717104,14.859200,-0.009060
650,1566065489.702233,1566065489.717039,14.806509,0.012159
651,1566065490.702206,1566065490.717052,14.846325,0.026464
652,1566065491.702238,1566065491.717063,14.824867,-0.031948
653,1566065492.702196,1566065492.717113,14.917612,0.042200
654,1566065493.702237,1566065493.717067,14.829159,-0.041485
655,1566065494.702197,1566065494.717039,14.842272,0.040531
656,1566065495.702226,1566065495.717087,14.861107,-0.028849
657,1566065496.702241,1566065496.717123,14.882326,-0.015020
658,1566065497.702221,1566065497.717069,14.848232,0.019550
659,1566065498.702197,1566065498.717100,14.902830,0.023842
660,1566065499.702224,1566065499.717052,14.827728,-0.026941
661,1566065500.702243,1566065500.717111,14.868498,-0.018597
662,1566065501.702223,1566065501.717056,14.832973,0.019789
663,1566065502.702263,1566065502.717151,14.888048,-0.039816
664,1566065503.702183,1566065503.717012,14.829159,0.080109
665,1566065504.702200,1566065504.717044,14.844179,-0.017166
666,1566065505.702188,1566065505.717011,14.822960,0.011444
667,1566065506.702245,1566065506.717112,14.867544,-0.056267
668,1566065507.702241,1566065507.717050,14.809370,0.003815
669,1566065508.702249,1566065508.717169,14.919996,-0.008345
670,1566065509.702191,1566065509.717003,14.811993,0.057936
671,1566065510.702194,1566065510.717030,14.835596,-0.003099
672,1566065511.702240,1566065511.717064,14.823914,-0.045776
673,1566065512.702194,1566065512.717037,14.842749,0.046015
674,1566065513.702239,1566065513.717067,14.828444,-0.044584
675,1566065514.702195,1566065514.717081,14.885902,0.043392
676,1566065515.702242,1566065515.717083,14.840841,-0.046253
677,1566065516.702199,1566065516.717041,14.841795,0.042915
678,1566065517.702239,1566065517.717053,14.814377,-0.040293
679,1566065518.702205,1566065518.717053,14.847994,0.034094
680,1566065519.702238,1566065519.717101,14.863014,-0.032663
681,1566065520.702189,1566065520.716996,14.806271,0.048161
682,1566065521.702242,1566065521.717067,14.825344,-0.052214
683,1566065522.702245,1566065522.717144,14.899015,-0.002861
684,1566065523.702255,1566065523.717083,14.827967,-0.010252
685,1566065524.702245,1566065524.717136,14.890432,0.009537
686,1566065525.702241,1566065525.717059,14.818430,0.004292
687,1566065526.702242,1566065526.717130,14.888763,-0.000715
688,1566065527.702240,1566065527.717071,14.830828,0.001669
689,1566065528.702266,1566065528.717176,14.910698,-0.025511
690,1566065529.702239,1566065529.717065,14.826059,0.026464
691,1566065530.702255,1566065530.717149,14.893293,-0.016451
692,1566065531.702238,1566065531.717057,14.818668,0.017643
693,1566065532.702241,1566065532.717165,14.924288,-0.003099
694,1566065533.702240,1566065533.717060,14.820099,0.000954
695,1566065534.702245,1566065534.717123,14.877558,-0.005484
696,1566065535.702238,1566065535.717040,14.801741,0.007391
697,1566065536.702243,1566065536.717108,14.864922,-0.004530
698,1566065537.702194,1566065537.717007,14.812231,0.048161
699,1566065538.702243,1566065538.717136,14.893532,-0.048161
700,1566065539.702243,1566065539.717065,14.822483,0.000000
701,1566065540.702244,1566065540.717131,14.886856,-0.001669
702,1566065541.702237,1566065541.717058,14.821291,0.007153
703,1566065542.702243,1566065542.717139,14.896631,-0.005484
704,1566065543.702244,1566065543.717073,14.828920,-0.001192
705,1566065544.702248,1566065544.717147,14.898300,-0.004530
706,1566065545.702237,1566065545.717062,14.825106,0.011206
707,1566065546.702196,1566065546.717079,14.882803,0.041008
708,1566065547.702231,1566065547.717046,14.815331,-0.034571
709,1566065548.702242,1566065548.717125,14.883518,-0.011206
710,1566065549.702237,1566065549.717066,14.829159,0.004768
711,1566065550.702243,1566065550.717114,14.870882,-0.005960
712,1566065551.702237,1566065551.717072,14.834404,0.005960
713,1566065552.702247,1566065552.717133,14.885426,-0.010014
714,1566065553.702245,1566065553.717053,14.807463,0.001907
715,1566065554.702196,1566065554.717090,14.893770,0.048876
716,1566065555.702195,1566065555.717012,14.817715,0.001669
717,1566065556.702242,1566065556.717104,14.862061,-0.046968
718,1566065557.702238,1566065557.717062,14.823675,0.003576
719,1566065558.702246,1566065558.717144,14.897585,-0.008106
720,1566065559.702237,1566065559.717043,14.806032,0.009537
721,1566065560.702260,1566065560.717129,14.869213,-0.023127
722,1566065561.702236,1566065561.717050,14.814138,0.023842
723,1566065562.702196,1566065562.717057,14.861345,0.039816
724,1566065563.702240,1566065563.717105,14.864922,-0.043869
725,1566065564.702244,1566065564.717138,14.894247,-0.003815
726,1566065565.702192,1566065565.717009,14.816761,0.051975
727,1566065566.702203,1566065566.717107,14.904022,-0.010967
728,1566065567.702243,1566065567.717070,14.827490,-0.040054
729,1566065568.702196,1566065568.717052,14.856339,0.047207
730,1566065569.702192,1566065569.717020,14.827490,0.003576
731,1566065570.702243,1566065570.717116,14.872789,-0.050783
732,1566065571.702227,1566065571.717065,14.838457,0.016212
733,1566065572.702248,1566065572.717129,14.880896,-0.021219
734,1566065573.702239,1566065573.717071,14.832258,0.008821
735,1566065574.702239,1566065574.717150,14.910698,-0.000238
736,1566065575.702238,1566065575.717057,14.818907,0.001431
737,1566065576.702202,1566065576.717063,14.860868,0.035524
738,1566065577.702240,1566065577.717052,14.811754,-0.037432
739,1566065578.702194,1566065578.717110,14.915705,0.045776
740,1566065579.702240,1566065579.717071,14.831305,-0.046015
741,1566065580.702244,1566065580.717140,14.896154,-0.003815
742,1566065581.702177,1566065581.717015,14.837980,0.066757
743,1566065582.702241,1566065582.717161,14.920712,-0.063658
744,1566065583.702243,1566065583.717065,14.822245,-0.001907
745,1566065584.702197,1566065584.717083,14.886379,0.045776
746,1566065585.702239,1566065585.717054,14.815331,-0.041962
747,1566065586.702264,1566065586.717157,14.893293,-0.025272
748,1566065587.702231,1566065587.717083,14.852285,0.032902
749,1566065588.702242,1566065588.717156,14.914036,-0.010729
750,1566065589.702241,1566065589.717063,14.822245,0.000715
751,1566065590.702199,1566065590.717042,14.842987,0.042439
752,1566065591.702236,1566065591.717054,14.818192,-0.037432
753,1566065592.702248,1566065592.717105,14.856339,-0.012159
754,1566065593.702242,1566065593.717063,14.820814,0.006437
755,1566065594.702243,1566065594.717133,14.889717,-0.001192
756,1566065595.702241,1566065595.717053,14.812231,0.002146
757,1566065596.702206,1566065596.717094,14.888287,0.034809
758,1566065597.702236,1566065597.717049,14.813423,-0.029802
759,1566065598.702244,1566065598.717185,14.941216,-0.007629
760,1566065599.702185,1566065599.717002,14.816523,0.058174
761,1566065600.702233,1566065600.717058,14.824390,-0.047922
762,1566065601.702224,1566065601.717067,14.843225,0.009537
763,1566065602.702242,1566065602.717147,14.905691,-0.017881
764,1566065603.702243,1566065603.717047,14.803886,-0.001431
765,1566065604.702246,1566065604.717106,14.860153,-0.002623
766,1566065605.702237,1566065605.717053,14.816761,0.009060
767,1566065606.702194,1566065606.717051,14.857054,0.042439
768,1566065607.702194,1566065607.717007,14.813662,0.000477
769,1566065608.702241,1566065608.717139,14.897823,-0.047445
770,1566065609.702241,1566065609.717074,14.832973,0.000000
771,1566065610.702201,1566065610.717054,14.853239,0.040531
772,1566065611.702193,1566065611.717001,14.808893,0.008106
773,1566065612.702203,1566065612.717068,14.864922,-0.010490
774,1566065613.702236,1566065613.717034,14.797688,-0.032902
775,1566065614.702250,1566065614.717133,14.882565,-0.014067
776,1566065615.702238,1566065615.717064,14.825344,0.011683
777,1566065616.702197,1566065616.717045,14.847994,0.041246
778,1566065617.702239,1566065617.717063,14.824867,-0.041485
779,1566065618.702192,1566065618.717042,14.850140,0.046730
780,1566065619.702237,1566065619.717045,14.807701,-0.045538
781,1566065620.702249,1566065620.717116,14.867067,-0.011921
782,1566065621.702241,1566065621.717051,14.810085,0.008583
783,1566065622.702246,1566065622.717105,14.859438,-0.005007
784,1566065623.702235,1566065623.717053,14.818192,0.011206
785,1566065624.702259,1566065624.717153,14.893293,-0.024796
786,1566065625.702192,1566065625.717014,14.822006,0.066996
787,1566065626.702242,1566065626.717133,14.891386,-0.049591
788,1566065627.702237,1566065627.717074,14.836788,0.005007
789,1566065628.702193,1566065628.717115,14.921427,0.043392
790,1566065629.702237,1566065629.717074,14.837265,-0.043392
791,1566065630.702244,1566065630.717158,14.913559,-0.007391
792,1566065631.702240,1566065631.717049,14.809608,0.004530
793,1566065632.702196,1566065632.717086,14.889956,0.044107
794,1566065633.702238,1566065633.717057,14.819145,-0.042439
795,1566065634.702244,1566065634.717118,14.874458,-0.005484
796,1566065635.702237,1566065635.717040,14.803410,0.006914
797,1566065636.702199,1566065636.717033,14.834404,0.037909
798,1566065637.702240,1566065637.717062,14.821291,-0.041723
799,1566065638.702259,1566065638.717188,14.929056,-0.018358
800,1566065639.702230,1566065639.717044,14.813185,0.028372
801,1566065640.702245,1566065640.717104,14.859438,-0.014067
802,1566065641.702240,1566065641.717093,14.852762,0.004053
803,1566065642.702230,1566065642.717298,15.067339,0.010014
804,1566065643.702242,1566065643.717100,14.857531,-0.011921
805,1566065644.702188,1566065644.717065,14.876604,0.054121
806,1566065645.702217,1566065645.717175,14.957666,-0.029087
807,1566065646.702196,1566065646.717125,14.929295,0.021696
808,1566065647.702196,1566065647.717098,14.902115,-0.000715
809,1566065648.702241,1566065648.717073,14.832020,-0.044823
810,1566065649.702210,1566065649.717135,14.925003,0.031471
811,1566065650.702240,1566065650.717078,14.838457,-0.030041
812,1566065651.702248,1566065651.717159,14.911413,-0.007868
813,1566065652.702238,1566065652.717185,14.946699,0.009775
814,1566065653.702203,1566065653.717140,14.937401,0.035048
815,1566065654.702217,1566065654.717190,14.972925,-0.014305
816,1566065655.702234,1566065655.717087,14.853239,-0.016689
817,1566065656.702201,1566065656.717111,14.910221,0.032663
818,1566065657.702197,1566065657.717113,14.916420,0.004292
819,1566065658.702197,1566065658.717166,14.969349,-0.000238
820,1566065659.702245,1566065659.717147,14.902592,-0.047684
821,1566065660.702247,1566065660.717176,14.928341,-0.002623
822,1566065661.702245,1566065661.717135,14.889956,0.001907
823,1566065662.702244,1566065662.717170,14.925957,0.001192
824,1566065663.702197,1566065663.717057,14.860153,0.047207
825,1566065664.702242,1566065664.717175,14.932871,-0.044584
826,1566065665.702197,1566065665.717124,14.926672,0.044584
827,1566065666.702188,1566065666.717142,14.954567,0.009537
828,1566065667.702199,1566065667.717110,14.911175,-0.011206
829,1566065668.702206,1566065668.717108,14.902115,-0.007391
830,1566065669.702209,1566065669.717138,14.929771,-0.002384
831,1566065670.702199,1566065670.717136,14.936209,0.009060
832,1566065671.702196,1566065671.717157,14.960289,0.003099
833,1566065672.702209,1566065672.717103,14.893770,-0.012875
834,1566065673.702201,1566065673.717090,14.889002,0.007868
835,1566065674.702203,1566065674.717143,14.940739,-0.001192
836,1566065675.702205,1566065675.717103,14.898777,-0.002146
837,1566065676.702195,1566065676.717163,14.968157,0.009537
838,1566065677.702248,1566065677.717241,14.992237,-0.053167
839,1566065678.702213,1566065678.717161,14.948845,0.035763
840,1566065679.702214,1566065679.717081,14.866114,-0.001907
841,1566065680.702206,1566065680.717113,14.907598,0.008821
842,1566065681.702199,1566065681.717182,14.982700,0.006437
843,1566065682.702202,1566065682.717171,14.969349,-0.002384
844,1566065683.702237,1566065683.717156,14.919043,-0.035763
845,1566065684.702242,1566065684.717145,14.902592,-0.005007
846,1566065685.702195,1566065685.717063,14.867783,0.046968
847,1566065686.702246,1566065686.717125,14.878750,-0.051022
848,1566065687.702273,1566065687.717222,14.949799,-0.026226
849,1566065688.702198,1566065688.717105,14.907360,0.075102
850,1566065689.702194,1566065689.717107,14.912844,0.003099
851,1566065690.702196,1566065690.717087,14.890909,-0.001907
852,1566065691.702247,1566065691.717145,14.897346,-0.051022
853,1566065692.702249,1566065692.717154,14.904737,-0.001669
854,1566065693.702252,1566065693.717160,14.908552,-0.002623
855,1566065694.702194,1566065694.717081,14.887094,0.057697
856,1566065695.702245,1566065695.717136,14.890671,-0.051022
857,1566065696.702198,1566065696.717065,14.867067,0.046968
858,1566065697.702193,1566065697.717088,14.894962,0.005245
859,1566065698.702198,1566065698.717060,14.862537,-0.005007
860,1566065699.702199,1566065699.717077,14.878035,-0.001431
861,1566065700.702196,1566065700.717082,14.885664,0.003338
862,1566065701.702188,1566065701.717005,14.816523,0.007629
863,1566065702.702242,1566065702.717121,14.879465,-0.053644
864,1566065703.702197,1566065703.717083,14.885902,0.044584
865,1566065704.702247,1566065704.717192,14.944792,-0.049591
866,1566065705.702244,1566065705.717129,14.884472,0.002861
867,1566065706.702245,1566065706.717155,14.909744,-0.000954
868,1566065707.702247,1566065707.717123,14.876366,-0.001669
869,1566065708.702238,1566065708.717078,14.839888,0.008821
870,1566065709.702240,1566065709.717140,14.900208,-0.001669
871,1566065710.702197,1566065710.717061,14.863253,0.042200
872,1566065711.702239,1566065711.717161,14.922857,-0.041246
873,1566065712.702246,1566065712.717112,14.865160,-0.007868
874,1566065713.702204,1566065713.717148,14.944077,0.042200
875,1566065714.702259,1566065714.717154,14.894962,-0.054598
876,1566065715.702244,1566065715.717139,14.894962,0.015020
877,1566065716.702245,1566065716.717173,14.928102,-0.001431
878,1566065717.702242,1566065717.717154,14.912367,0.003576
879,1566065718.702198,1566065718.717100,14.902353,0.043631
880,1566065719.702245,1566065719.717203,14.957905,-0.046730
881,1566065720.702195,1566065720.717069,14.874220,0.049591
882,1566065721.702194,1566065721.717113,14.918327,0.000954
883,1566065722.702244,1566065722.717125,14.881372,-0.049353
884,1566065723.702246,1566065723.717191,14.944315,-0.002623
885,1566065724.702196,1566065724.717118,14.922380,0.050545
886,1566065725.702194,1566065725.717111,14.917612,0.001907
887,1566065726.702199,1566065726.717109,14.909506,-0.005484
888,1566065727.702198,1566065727.717131,14.933825,0.001669
889,1566065728.702242,1566065728.717154,14.912128,-0.044107
890,1566065729.702256,1566065729.717171,14.915228,-0.014305
891,1566065730.702260,1566065730.717154,14.894247,-0.003576
892,1566065731.702197,1566065731.717050,14.852524,0.062466
893,1566065732.702195,1566065732.717091,14.895439,0.001907
894,1566065733.702216,1566065733.717178,14.961958,-0.020742
895,1566065734.702193,1566065734.717065,14.871359,0.022411
896,1566065735.702247,1566065735.717175,14.928579,-0.053167
897,1566065736.702245,1566065736.717137,14.891624,0.001431
898,1566065737.702246,1566065737.717134,14.887810,-0.000715
899,1566065738.702243,1566065738.717175,14.932871,0.003338
900,1566065739.702195,1566065739.717054,14.859200,0.047922
901,1566065740.702197,1566065740.717062,14.865637,-0.002146
902,1566065741.702248,1566065741.717164,14.916182,-0.051260
903,1566065742.702244,1566065742.717170,14.925241,0.003815
904,1566065743.702244,1566065743.717192,14.948368,0.000715
905,1566065744.702243,1566065744.717170,14.927149,0.000238
906,1566065745.702252,1566065745.717139,14.887094,-0.008345
907,1566065746.702247,1566065746.717186,14.938831,0.004768
908,1566065747.702245,1566065747.717190,14.945745,0.002384
909,1566065748.702246,1566065748.717179,14.932156,-0.001907
910,1566065749.702193,1566065749.717093,14.899969,0.052929
911,1566065750.702200,1566065750.717079,14.878273,-0.006914
912,1566065751.702243,1566065751.717134,14.890671,-0.042677
913,1566065752.702245,1566065752.717148,14.902353,-0.002146
914,1566065753.702207,1566065753.717071,14.863729,0.038147
915,1566065754.702243,1566065754.717157,14.914036,-0.036001
916,1566065755.702237,1566065755.717135,14.897585,0.005960
917,1566065756.702250,1566065756.717188,14.938116,-0.012636
918,1566065757.702234,1566065757.717149,14.914513,0.015736
919,1566065758.702199,1566065758.717071,14.871836,0.035286
920,1566065759.702229,1566065759.717067,14.838457,-0.029802
921,1566065760.702245,1566065760.717143,14.898062,-0.016212
922,1566065761.702197,1566065761.717065,14.867306,0.047445
923,1566065762.702196,1566065762.717055,14.859200,0.001431
924,1566065763.702201,1566065763.717087,14.885902,-0.005007
925,1566065764.702196,1566065764.717066,14.870644,0.005245
926,1566065765.702248,1566065765.717139,14.891148,-0.052452
927,1566065766.702245,1566065766.717169,14.924288,0.003338
928,1566065767.702258,1566065767.717160,14.902353,-0.013351
929,1566065768.702220,1566065768.717232,15.012503,0.038147
930,1566065769.702244,1566065769.717165,14.921188,-0.024319
931,1566065770.702255,1566065770.717144,14.889717,-0.010490
932,1566065771.702241,1566065771.717104,14.862537,0.013590
933,1566065772.702244,1566065772.717118,14.874458,-0.002384
934,1566065773.702195,1566065773.717108,14.912128,0.048161
935,1566065774.702202,1566065774.717079,14.877081,-0.006199
936,1566065775.702250,1566065775.717150,14.900446,-0.048399
937,1566065776.702244,1566065776.717162,14.918089,0.006437
938,1566065777.702252,1566065777.717150,14.898300,-0.008345
939,1566065778.702245,1566065778.717126,14.881134,0.007391
940,1566065779.702250,1566065779.717168,14.918566,-0.005245
941,1566065780.702261,1566065780.717139,14.877081,-0.011683
942,1566065781.702259,1566065781.717157,14.898777,0.002861
943,1566065782.702249,1566065782.717225,14.976740,0.010014
944,1566065783.702196,1566065783.717100,14.904022,0.052691
945,1566065784.702196,1566065784.717065,14.868498,-0.000238
946,1566065785.702197,1566065785.717061,14.863968,-0.000477
947,1566065786.702247,1566065786.717116,14.869213,-0.050068
948,1566065787.702195,1566065787.717108,14.913082,0.051975
949,1566065788.702192,1566065788.717112,14.920235,0.002861
950,1566065789.702240,1566065789.717157,14.917135,-0.048399
951,1566065790.702250,1566065790.717126,14.875174,-0.010252
952,1566065791.702251,1566065791.717210,14.958858,-0.000715
953,1566065792.702258,1566065792.717150,14.891863,-0.006676
954,1566065793.702195,1566065793.717040,14.844894,0.063181
955,1566065794.702199,1566065794.717122,14.923334,-0.004053
956,1566065795.702198,1566065795.717052,14.854193,0.001192
957,1566065796.702250,1566065796.717145,14.895201,-0.052691
958,1566065797.702196,1566065797.717085,14.889479,0.054359
959,1566065798.702198,1566065798.717098,14.900208,-0.002146
960,1566065799.702244,1566065799.717150,14.905691,-0.046015
961,1566065800.702242,1566065800.717119,14.877319,0.001907
962,1566065801.702199,1566065801.717073,14.874220,0.043392
963,1566065802.702197,1566065802.717090,14.892578,0.001669
964,1566065803.702241,1566065803.717148,14.907360,-0.043869
965,1566065804.702195,1566065804.717095,14.900208,0.045776
966,1566065805.702251,1566065805.717160,14.908314,-0.056028
967,1566065806.702198,1566065806.717072,14.873981,0.052929
968,1566065807.702244,1566065807.717138,14.894485,-0.045300
969,1566065808.702196,1566065808.717139,14.943361,0.047922
970,1566065809.702241,1566065809.717131,14.889956,-0.045538
971,1566065810.702241,1566065810.717185,14.943600,0.000238
972,1566065811.702243,1566065811.717144,14.900208,-0.002384
973,1566065812.702240,1566065812.717154,14.913559,0.002861
974,1566065813.702244,1566065813.717120,14.876127,-0.003099
975,1566065814.702240,1566065814.717174,14.934540,0.003815
