S2 Count,Start_Time(in sec),End_Time(in sec),Image_Dump_Time(in msec),Jitter(in sec)
487,1566065326.717170,1566065326.734802,17.631769,-0.146389
488,1566065327.717014,1566065327.734628,17.613888,0.156164
489,1566065328.717087,1566065328.734717,17.629862,-0.072956
490,1566065329.717040,1566065329.734649,17.609119,0.046968
491,1566065330.717138,1566065330.734749,17.610788,-0.098228
492,1566065331.717006,1566065331.734629,17.622709,0.132322
493,1566065332.717111,1566065332.734729,17.617464,-0.105143
494,1566065333.717030,1566065333.734648,17.617226,0.080824
495,1566065334.717098,1566065334.734738,17.639399,-0.068188
496,1566065335.717014,1566065335.734623,17.609596,0.084877
497,1566065336.717114,1566065336.734753,17.638683,-0.100851
498,1566065337.717063,1566065337.734671,17.607927,0.051022
499,1566065338.717092,1566065338.734784,17.692089,-0.028849
500,1566065339.716969,1566065339.734577,17.607927,0.123262
501,1566065340.717016,1566065340.734625,17.608643,-0.047445
502,1566065341.716979,1566065341.734580,17.601490,0.037909
503,1566065342.717085,1566065342.734735,17.649889,-0.106335
504,1566065343.717028,1566065343.734640,17.611742,0.056982
505,1566065344.717102,1566065344.734741,17.638922,-0.074387
506,1566065345.717025,1566065345.734634,17.608643,0.077009
507,1566065346.717114,1566065346.734769,17.654657,-0.089169
508,1566065347.717025,1566065347.734630,17.605543,0.089884
509,1566065348.717060,1566065348.734733,17.673254,-0.035524
510,1566065349.716984,1566065349.734591,17.606497,0.075817
511,1566065350.717014,1566065350.734679,17.665386,-0.029802
512,1566065351.717003,1566065351.734638,17.635822,0.011444
513,1566065352.717081,1566065352.734665,17.584085,-0.078678
514,1566065353.717037,1566065353.734648,17.610788,0.044584
515,1566065354.717132,1566065354.734738,17.606497,-0.095129
516,1566065355.716950,1566065355.734588,17.638445,0.181913
517,1566065356.717017,1566065356.734626,17.609596,-0.066757
518,1566065357.717033,1566065357.734651,17.618179,-0.015974
519,1566065358.717080,1566065358.734863,17.783165,-0.047207
520,1566065359.717005,1566065359.734629,17.624140,0.075102
521,1566065360.717232,1566065360.734786,17.553329,-0.227451
522,1566065361.717047,1566065361.734660,17.613173,0.185013
523,1566065362.717172,1566065362.734962,17.790318,-0.124931
524,1566065363.717023,1566065363.734641,17.617941,0.149250
525,1566065364.717086,1566065364.734746,17.659187,-0.063419
526,1566065365.717029,1566065365.734643,17.614603,0.057459
527,1566065366.717109,1566065366.734766,17.657280,-0.080109
528,1566065367.717031,1566065367.734640,17.609835,0.078440
529,1566065368.717059,1566065368.734698,17.639160,-0.028133
530,1566065369.717020,1566065369.734624,17.603874,0.038862
531,1566065370.717083,1566065370.734831,17.747164,-0.063658
532,1566065371.717022,1566065371.734631,17.608166,0.061035
533,1566065372.717029,1566065372.734680,17.650604,-0.006914
534,1566065373.717022,1566065373.734626,17.604351,0.007629
535,1566065374.717060,1566065374.734720,17.660379,-0.038147
536,1566065375.717007,1566065375.734644,17.637253,0.052691
537,1566065376.717036,1566065376.734745,17.708778,-0.028849
538,1566065377.716999,1566065377.734605,17.606497,0.037193
539,1566065378.717054,1566065378.734683,17.628908,-0.054836
540,1566065379.717032,1566065379.734670,17.638206,0.021458
541,1566065380.717045,1566065380.734695,17.650366,-0.012398
542,1566065381.717028,1566065381.734652,17.623901,0.016212
543,1566065382.717140,1566065382.734848,17.707825,-0.111580
544,1566065383.716971,1566065383.734576,17.604113,0.168562
545,1566065384.717125,1566065384.734792,17.666817,-0.153303
546,1566065385.717040,1566065385.734648,17.607689,0.084400
547,1566065386.717070,1566065386.734788,17.718077,-0.029564
548,1566065387.717016,1566065387.734623,17.607212,0.054359
549,1566065388.717094,1566065388.734747,17.653704,-0.078201
550,1566065389.716994,1566065389.734628,17.634392,0.100136
551,1566065390.717116,1566065390.734906,17.790318,-0.122309
552,1566065391.717024,1566065391.734641,17.616749,0.092030
553,1566065392.716985,1566065392.734590,17.605066,0.039101
554,1566065393.717044,1566065393.734656,17.611980,-0.059366
555,1566065394.717082,1566065394.734743,17.661095,-0.037432
556,1566065395.717015,1566065395.734616,17.601728,0.066996
557,1566065396.717086,1566065396.734734,17.647982,-0.071049
558,1566065397.717020,1566065397.734632,17.611742,0.065565
559,1566065398.717016,1566065398.734772,17.755747,0.003815
560,1566065399.717029,1566065399.734650,17.621040,-0.012398
561,1566065400.717027,1566065400.734691,17.663717,0.001192
562,1566065401.716965,1566065401.734598,17.633677,0.062704
563,1566065402.717104,1566065402.734747,17.643690,-0.138998
564,1566065403.717022,1566065403.734622,17.600060,0.082016
565,1566065404.717111,1566065404.734826,17.715454,-0.089169
566,1566065405.717033,1566065405.734652,17.618656,0.077963
567,1566065406.717107,1566065406.734778,17.671347,-0.073671
568,1566065407.717005,1566065407.734633,17.628431,0.102043
569,1566065408.717199,1566065408.734900,17.700911,-0.194311
570,1566065409.717010,1566065409.734634,17.623901,0.189066
571,1566065410.717116,1566065410.734761,17.645597,-0.106096
572,1566065411.717040,1566065411.734649,17.609358,0.076294
573,1566065412.717035,1566065412.734823,17.787933,0.004530
574,1566065413.716978,1566065413.734591,17.613411,0.057459
575,1566065414.717155,1566065414.734737,17.582178,-0.176907
576,1566065415.716996,1566065415.734620,17.624378,0.158787
577,1566065416.717196,1566065416.734822,17.626524,-0.199795
578,1566065417.717021,1566065417.734637,17.616749,0.174761
579,1566065418.717103,1566065418.734740,17.637253,-0.082254
580,1566065419.717028,1566065419.734668,17.640352,0.074863
581,1566065420.717101,1566065420.734745,17.643690,-0.073195
582,1566065421.717039,1566065421.734656,17.616987,0.061989
583,1566065422.717028,1566065422.734782,17.753601,0.010967
584,1566065423.717033,1566065423.734643,17.609835,-0.004530
585,1566065424.717090,1566065424.734724,17.634630,-0.056744
586,1566065425.717036,1566065425.734643,17.606258,0.053406
587,1566065426.717126,1566065426.734784,17.657995,-0.089407
588,1566065427.717027,1566065427.734632,17.604589,0.098228
589,1566065428.717094,1566065428.734731,17.637491,-0.066519
590,1566065429.717007,1566065429.734609,17.601967,0.086546
591,1566065430.717130,1566065430.734820,17.689943,-0.123024
592,1566065431.717014,1566065431.734646,17.632246,0.116825
593,1566065432.717126,1566065432.734761,17.635107,-0.112057
594,1566065433.717031,1566065433.734641,17.610073,0.094891
595,1566065434.717064,1566065434.734854,17.790318,-0.033379
596,1566065435.717035,1566065435.734648,17.613649,0.029564
597,1566065436.717048,1566065436.734662,17.614126,-0.013590
598,1566065437.716981,1566065437.734625,17.644405,0.067234
599,1566065438.717101,1566065438.734729,17.627716,-0.120163
600,1566065439.717026,1566065439.734638,17.612219,0.074863
601,1566065440.717015,1566065440.734660,17.644882,0.010967
602,1566065441.717018,1566065441.734632,17.613411,-0.003099
603,1566065442.717113,1566065442.734869,17.756224,-0.094175
604,1566065443.717013,1566065443.734612,17.598867,0.099421
605,1566065444.717134,1566065444.734756,17.621517,-0.120878
606,1566065445.717014,1566065445.734632,17.617702,0.119925
607,1566065446.717207,1566065446.734851,17.644644,-0.192642
608,1566065447.717042,1566065447.734660,17.617464,0.164270
609,1566065448.717098,1566065448.734702,17.604828,-0.055075
610,1566065449.716979,1566065449.734592,17.613173,0.118494
611,1566065450.717097,1566065450.734742,17.645121,-0.118017
612,1566065451.717035,1566065451.734647,17.611742,0.062227
613,1566065452.717045,1566065452.734684,17.639160,-0.010490
614,1566065453.717023,1566065453.734640,17.616749,0.022411
615,1566065454.717082,1566065454.734821,17.738581,-0.059366
616,1566065455.717011,1566065455.734622,17.611265,0.071049
617,1566065456.717104,1566065456.734713,17.608166,-0.093222
618,1566065457.717037,1566065457.734651,17.613411,0.066996
619,1566065458.717076,1566065458.734709,17.633200,-0.038147
620,1566065459.716998,1566065459.734623,17.625093,0.077724
621,1566065460.717010,1566065460.734655,17.645359,-0.011921
622,1566065461.717034,1566065461.734658,17.623901,-0.023842
623,1566065462.717108,1566065462.734757,17.649651,-0.073910
624,1566065463.717013,1566065463.734624,17.611027,0.094414
625,1566065464.717098,1566065464.734756,17.658234,-0.085115
626,1566065465.717005,1566065465.734626,17.621040,0.093460
627,1566065466.717012,1566065466.734777,17.764568,-0.007629
628,1566065467.717008,1566065467.734612,17.604113,0.004768
629,1566065468.717039,1566065468.734675,17.635822,-0.031233
630,1566065469.717021,1566065469.734636,17.615318,0.018120
631,1566065470.717095,1566065470.734734,17.638922,-0.074148
632,1566065471.717072,1566065471.734679,17.606974,0.022411
633,1566065472.717089,1566065472.734737,17.647266,-0.016928
634,1566065473.717026,1566065473.734652,17.625570,0.063181
635,1566065474.717087,1566065474.734726,17.639399,-0.060320
636,1566065475.717012,1566065475.734619,17.606735,0.074387
637,1566065476.717085,1566065476.734755,17.669439,-0.072956
638,1566065477.716957,1566065477.734571,17.614603,0.128269
639,1566065478.717082,1566065478.734789,17.707348,-0.124693
640,1566065479.717031,1566065479.734637,17.606020,0.051022
641,1566065480.717004,1566065480.734636,17.631292,0.026226
642,1566065481.717015,1566065481.734637,17.621756,-0.010967
643,1566065482.717034,1566065482.734643,17.609835,-0.018358
644,1566065483.716974,1566065483.734591,17.616987,0.059128
645,1566065484.717088,1566065484.734756,17.667770,-0.113726
646,1566065485.717043,1566065485.734650,17.606974,0.045538
647,1566065486.717090,1566065486.734732,17.641783,-0.047207
648,1566065487.717015,1566065487.734629,17.614365,0.075340
649,1566065488.717070,1566065488.734736,17.666101,-0.055075
650,1566065489.717005,1566065489.734619,17.613649,0.064135
651,1566065490.717018,1566065490.734663,17.645121,-0.012875
652,1566065491.717029,1566065491.734649,17.619848,-0.010490
653,1566065492.717082,1566065492.734712,17.630577,-0.052929
654,1566065493.717034,1566065493.734652,17.617941,0.047445
655,1566065494.717007,1566065494.734688,17.680645,0.027418
656,1566065495.717055,1566065495.734659,17.604113,-0.047684
657,1566065496.717091,1566065496.734718,17.627478,-0.036001
658,1566065497.717035,1566065497.734648,17.613173,0.055313
659,1566065498.717135,1566065498.734859,17.723560,-0.099897
660,1566065499.717018,1566065499.734626,17.607927,0.117540
661,1566065500.717076,1566065500.734756,17.679691,-0.058651
662,1566065501.717022,1566065501.734627,17.605543,0.054598
663,1566065502.717117,1566065502.734762,17.644882,-0.095367
664,1566065503.716976,1566065503.734588,17.611980,0.141144
665,1566065504.717077,1566065504.734650,17.573118,-0.101089
666,1566065505.716978,1566065505.734588,17.610550,0.099421
667,1566065506.717078,1566065506.734726,17.647982,-0.100374
668,1566065507.717016,1566065507.734622,17.606974,0.062466
669,1566065508.717135,1566065508.734765,17.630100,-0.119686
670,1566065509.716968,1566065509.734578,17.609835,0.167131
671,1566065510.716997,1566065510.734657,17.659426,-0.029087
672,1566065511.717030,1566065511.734670,17.640591,-0.032425
673,1566065512.717002,1566065512.734621,17.618418,0.027418
674,1566065513.717033,1566065513.734646,17.613173,-0.030518
675,1566065514.717031,1566065514.734695,17.663956,0.001431
676,1566065515.717038,1566065515.734657,17.619371,-0.006437
677,1566065516.717008,1566065516.734688,17.679453,0.029564
678,1566065517.717020,1566065517.734622,17.602682,-0.011683
679,1566065518.717019,1566065518.734632,17.613888,0.001192
680,1566065519.717065,1566065519.734669,17.603397,-0.046730
681,1566065520.716962,1566065520.734591,17.629385,0.103474
682,1566065521.717033,1566065521.734636,17.603397,-0.070810
683,1566065522.717109,1566065522.734747,17.637968,-0.076294
684,1566065523.717049,1566065523.734661,17.612219,0.059843
685,1566065524.717103,1566065524.734733,17.629862,-0.053644
686,1566065525.717028,1566065525.734632,17.603874,0.075102
687,1566065526.717097,1566065526.734738,17.641306,-0.069141
688,1566065527.717037,1566065527.734661,17.623425,0.059605
689,1566065528.717143,1566065528.734752,17.609358,-0.105381
690,1566065529.717031,1566065529.734653,17.621040,0.111103
691,1566065530.717116,1566065530.734771,17.655134,-0.084162
692,1566065531.717022,1566065531.734641,17.618179,0.093222
693,1566065532.717130,1566065532.734782,17.651796,-0.107765
694,1566065533.717025,1566065533.734637,17.612219,0.104904
695,1566065534.717087,1566065534.734816,17.728806,-0.061989
696,1566065535.717006,1566065535.734632,17.625809,0.080824
697,1566065536.717142,1566065536.734727,17.584801,-0.135660
698,1566065537.716972,1566065537.734585,17.612934,0.169754
699,1566065538.717100,1566065538.734802,17.702341,-0.127316
700,1566065539.717033,1566065539.734653,17.620325,0.066519
701,1566065540.717096,1566065540.734710,17.614365,-0.062943
702,1566065541.717026,1566065541.734626,17.600060,0.070572
703,1566065542.717106,1566065542.734735,17.628670,-0.080347
704,1566065543.717038,1566065543.734650,17.611742,0.067472
705,1566065544.717101,1566065544.734753,17.651320,-0.062943
706,1566065545.717027,1566065545.734638,17.611027,0.074148
707,1566065546.717044,1566065546.734661,17.616749,-0.016928
708,1566065547.717014,1566065547.734618,17.604351,0.030518
709,1566065548.717083,1566065548.734720,17.637491,-0.068903
710,1566065549.717033,1566065549.734635,17.601967,0.049591
711,1566065550.717081,1566065550.734778,17.697096,-0.048161
712,1566065551.717040,1566065551.734642,17.601728,0.041008
713,1566065552.717098,1566065552.734710,17.611980,-0.057936
714,1566065553.717018,1566065553.734621,17.602444,0.079632
715,1566065554.717055,1566065554.734668,17.612457,-0.036716
716,1566065555.716977,1566065555.734591,17.614126,0.077963
717,1566065556.717070,1566065556.734704,17.634153,-0.092506
718,1566065557.717029,1566065557.734641,17.612696,0.041008
719,1566065558.717110,1566065558.734732,17.622232,-0.081062
720,1566065559.717009,1566065559.734626,17.616749,0.100374
721,1566065560.717095,1566065560.734726,17.631292,-0.085831
722,1566065561.717014,1566065561.734636,17.621517,0.080824
723,1566065562.717021,1566065562.734820,17.798662,-0.007153
724,1566065563.717070,1566065563.734682,17.611742,-0.048876
725,1566065564.717103,1566065564.734732,17.629385,-0.032663
726,1566065565.716973,1566065565.734591,17.618656,0.130177
727,1566065566.717072,1566065566.734730,17.657757,-0.099182
728,1566065567.717035,1566065567.734642,17.606974,0.036716
729,1566065568.717017,1566065568.734644,17.627001,0.018120
730,1566065569.716985,1566065569.734590,17.605782,0.032663
731,1566065570.717082,1566065570.734722,17.640114,-0.097275
732,1566065571.717019,1566065571.734643,17.624378,0.062704
733,1566065572.717093,1566065572.734730,17.637253,-0.074148
734,1566065573.717037,1566065573.734644,17.606974,0.056505
735,1566065574.717116,1566065574.734808,17.692327,-0.079155
736,1566065575.717023,1566065575.734635,17.611980,0.092983
737,1566065576.717029,1566065576.734684,17.654896,-0.005722
738,1566065577.717018,1566065577.734625,17.606497,0.010252
739,1566065578.717074,1566065578.734722,17.647743,-0.056028
740,1566065579.717036,1566065579.734677,17.641068,0.038385
741,1566065580.717107,1566065580.734745,17.637491,-0.071049
742,1566065581.716980,1566065581.734600,17.620564,0.127316
743,1566065582.717126,1566065582.734820,17.694473,-0.145912
744,1566065583.717032,1566065583.734644,17.612457,0.093699
745,1566065584.717034,1566065584.734690,17.656088,-0.002384
746,1566065585.717020,1566065585.734628,17.608404,0.014305
747,1566065586.717122,1566065586.734762,17.639399,-0.102282
748,1566065587.717051,1566065587.734654,17.603636,0.071764
749,1566065588.717122,1566065588.734765,17.643452,-0.071287
750,1566065589.717032,1566065589.734655,17.622948,0.089884
751,1566065590.717009,1566065590.734725,17.716169,0.023365
752,1566065591.717020,1566065591.734630,17.610788,-0.010967
753,1566065592.717071,1566065592.734749,17.677546,-0.051737
754,1566065593.717030,1566065593.734638,17.608166,0.041723
755,1566065594.717098,1566065594.734735,17.637253,-0.068188
756,1566065595.717020,1566065595.734628,17.607689,0.077724
757,1566065596.717062,1566065596.734723,17.661333,-0.041962
758,1566065597.717017,1566065597.734628,17.611265,0.045061
759,1566065598.717138,1566065598.734791,17.652988,-0.121355
760,1566065599.716968,1566065599.734577,17.608404,0.169992
761,1566065600.717012,1566065600.734653,17.641306,-0.043631
762,1566065601.717033,1566065601.734641,17.608166,-0.020742
763,1566065602.717113,1566065602.734756,17.642498,-0.080347
764,1566065603.717015,1566065603.734628,17.612696,0.097752
765,1566065604.717072,1566065604.734726,17.653704,-0.057220
766,1566065605.717020,1566065605.734631,17.611027,0.052452
767,1566065606.717019,1566065606.734636,17.616749,0.000715
768,1566065607.716972,1566065607.734586,17.613888,0.047445
769,1566065608.717105,1566065608.734720,17.615080,-0.133514
770,1566065609.717039,1566065609.734656,17.616749,0.066042
771,1566065610.717021,1566065610.734665,17.644167,0.018597
772,1566065611.716969,1566065611.734573,17.604589,0.051975
773,1566065612.717024,1566065612.734702,17.678022,-0.054836
774,1566065613.717000,1566065613.734631,17.631769,0.024080
775,1566065614.717098,1566065614.734724,17.626047,-0.097990
776,1566065615.717029,1566065615.734640,17.610550,0.068188
777,1566065616.717012,1566065616.734633,17.621279,0.017643
778,1566065617.717029,1566065617.734642,17.612934,-0.016928
779,1566065618.717007,1566065618.734660,17.652988,0.021219
780,1566065619.717010,1566065619.734630,17.620802,-0.002146
781,1566065620.717081,1566065620.734713,17.632246,-0.071049
782,1566065621.717016,1566065621.734633,17.616749,0.064373
783,1566065622.717071,1566065622.734722,17.651796,-0.054359
784,1566065623.717019,1566065623.734632,17.613888,0.051975
785,1566065624.717117,1566065624.734752,17.635107,-0.098705
786,1566065625.716982,1566065625.734592,17.610073,0.135660
787,1566065626.717101,1566065626.734718,17.616987,-0.119686
788,1566065627.717039,1566065627.734652,17.612696,0.061989
789,1566065628.717071,1566065628.734702,17.631054,-0.031710
790,1566065629.717031,1566065629.734646,17.615318,0.040531
791,1566065630.717123,1566065630.734795,17.672062,-0.092745
792,1566065631.717016,1566065631.734629,17.612696,0.106812
793,1566065632.717052,1566065632.734735,17.683268,-0.035048
794,1566065633.717025,1566065633.734639,17.614126,0.026941
795,1566065634.717086,1566065634.734769,17.683268,-0.061274
796,1566065635.717009,1566065635.734615,17.605782,0.077009
797,1566065636.716998,1566065636.734622,17.623663,0.010967
798,1566065637.717029,1566065637.734639,17.610073,-0.031233
799,1566065638.717154,1566065638.734951,17.797470,-0.124454
800,1566065639.717010,1566065639.734651,17.640352,0.143290
801,1566065640.717070,1566065640.734706,17.636538,-0.059366
802,1566065641.717058,1566065641.734671,17.613173,0.011444
803,1566065642.717354,1566065642.735041,17.686367,-0.296116
804,1566065643.717067,1566065643.734721,17.653942,0.287533
805,1566065644.717033,1566065644.734685,17.651796,0.033617
806,1566065645.717126,1566065645.734759,17.632961,-0.093222
807,1566065646.717092,1566065646.734720,17.627716,0.034571
808,1566065647.717065,1566065647.734672,17.607450,0.027180
809,1566065648.717040,1566065648.734655,17.615557,0.025034
810,1566065649.717100,1566065649.734719,17.618895,-0.060081
811,1566065650.717045,1566065650.734668,17.623186,0.054836
812,1566065651.717122,1566065651.734739,17.617226,-0.077248
813,1566065652.717151,1566065652.734778,17.627478,-0.028610
814,1566065653.717176,1566065653.734784,17.607689,-0.025749
815,1566065654.717142,1566065654.734826,17.683744,0.034332
816,1566065655.717051,1566065655.734659,17.607927,0.091076
817,1566065656.717075,1566065656.734708,17.632961,-0.024080
818,1566065657.717078,1566065657.734714,17.635345,-0.003099
819,1566065658.717129,1566065658.734759,17.629862,-0.050783
820,1566065659.717114,1566065659.734763,17.648935,0.014782
821,1566065660.717140,1566065660.734755,17.614603,-0.026226
822,1566065661.717100,1566065661.734745,17.644644,0.040293
823,1566065662.717136,1566065662.734761,17.624378,-0.036240
824,1566065663.717022,1566065663.734678,17.655611,0.113964
825,1566065664.717143,1566065664.734802,17.659664,-0.120163
826,1566065665.717090,1566065665.734723,17.632723,0.052452
827,1566065666.717107,1566065666.734727,17.620087,-0.016928
828,1566065667.717075,1566065667.734806,17.730713,0.032187
829,1566065668.717074,1566065668.734760,17.685890,0.001192
830,1566065669.717103,1566065669.734744,17.640829,-0.029087
831,1566065670.717171,1566065670.734756,17.584801,-0.068665
832,1566065671.717190,1566065671.734801,17.610788,-0.018597
833,1566065672.717069,1566065672.734696,17.626524,0.120640
834,1566065673.717126,1566065673.734711,17.585039,-0.056744
835,1566065674.717178,1566065674.734788,17.609835,-0.052214
836,1566065675.717069,1566065675.734692,17.622948,0.109196
837,1566065676.717130,1566065676.734786,17.655849,-0.061274
838,1566065677.717274,1566065677.734879,17.605066,-0.144005
839,1566065678.717127,1566065678.734772,17.645121,0.147343
840,1566065679.717033,1566065679.734693,17.659426,0.093937
841,1566065680.717150,1566065680.734745,17.595291,-0.116825
842,1566065681.717216,1566065681.734825,17.608881,-0.066280
843,1566065682.717207,1566065682.734779,17.571926,0.009537
844,1566065683.717123,1566065683.734761,17.637968,0.083923
845,1566065684.717111,1566065684.734727,17.615318,0.011444
846,1566065685.717029,1566065685.734677,17.647505,0.082016
847,1566065686.717093,1566065686.734712,17.619133,-0.063419
848,1566065687.717258,1566065687.734834,17.575979,-0.165224
849,1566065688.717140,1566065688.734719,17.578840,0.118017
850,1566065689.717072,1566065689.734689,17.617941,0.068426
851,1566065690.717122,1566065690.734722,17.599821,-0.050545
852,1566065691.717099,1566065691.734752,17.652512,0.022650
853,1566065692.717107,1566065692.734757,17.649412,-0.007868
854,1566065693.717124,1566065693.734795,17.670393,-0.016928
855,1566065694.717047,1566065694.734689,17.642498,0.077248
856,1566065695.717102,1566065695.734756,17.654419,-0.054836
857,1566065696.717030,1566065696.734666,17.635822,0.071526
858,1566065697.717052,1566065697.734676,17.624140,-0.021458
859,1566065698.717013,1566065698.734663,17.650366,0.038862
860,1566065699.717044,1566065699.734689,17.645121,-0.031471
861,1566065700.717048,1566065700.734701,17.652988,-0.003576
862,1566065701.716973,1566065701.734580,17.607212,0.075102
863,1566065702.717088,1566065702.734734,17.645121,-0.115633
864,1566065703.717122,1566065703.734692,17.570257,-0.033140
865,1566065704.717157,1566065704.734801,17.643929,-0.035524
866,1566065705.717098,1566065705.734740,17.641068,0.058651
867,1566065706.717109,1566065706.734778,17.668962,-0.010729
868,1566065707.717157,1566065707.734739,17.582178,-0.047684
869,1566065708.717040,1566065708.734663,17.623186,0.117302
870,1566065709.717106,1566065709.734796,17.689943,-0.066042
871,1566065710.717027,1566065710.734699,17.671824,0.078678
872,1566065711.717116,1566065711.734772,17.655849,-0.089169
873,1566065712.717077,1566065712.734741,17.664433,0.039339
874,1566065713.717113,1566065713.734772,17.658234,-0.036716
875,1566065714.717117,1566065714.734767,17.650604,-0.003338
876,1566065715.717104,1566065715.734754,17.649412,0.012636
877,1566065716.717139,1566065716.734753,17.614365,-0.034809
878,1566065717.717117,1566065717.734755,17.637968,0.022173
879,1566065718.717064,1566065718.734704,17.639399,0.052691
880,1566065719.717154,1566065719.734785,17.631292,-0.089645
881,1566065720.717034,1566065720.734702,17.668724,0.120163
882,1566065721.717080,1566065721.734694,17.613888,-0.046730
883,1566065722.717079,1566065722.734778,17.699003,0.001669
884,1566065723.717151,1566065723.734793,17.642736,-0.072002
885,1566065724.717072,1566065724.734735,17.663479,0.079155
886,1566065725.717145,1566065725.734700,17.554998,-0.073195
887,1566065726.717076,1566065726.734692,17.615795,0.068426
888,1566065727.717095,1566065727.734759,17.664433,-0.018597
889,1566065728.717108,1566065728.734755,17.647505,-0.012875
890,1566065729.717135,1566065729.734783,17.647982,-0.027180
891,1566065730.717120,1566065730.734784,17.664194,0.014782
892,1566065731.717014,1566065731.734690,17.676592,0.106573
893,1566065732.717056,1566065732.734743,17.687082,-0.042439
894,1566065733.717143,1566065733.734791,17.647743,-0.087023
895,1566065734.717101,1566065734.734686,17.584801,0.041723
896,1566065735.717142,1566065735.734763,17.621517,-0.040531
897,1566065736.717103,1566065736.734706,17.602682,0.038862
898,1566065737.717099,1566065737.734792,17.692566,0.003815
899,1566065738.717142,1566065738.734775,17.632723,-0.042915
900,1566065739.717018,1566065739.734683,17.664194,0.123739
901,1566065740.717028,1566065740.734708,17.680407,-0.009537
902,1566065741.717118,1566065741.734795,17.676353,-0.090361
903,1566065742.717136,1566065742.734798,17.661810,-0.017643
904,1566065743.717226,1566065743.734826,17.600060,-0.089884
905,1566065744.717122,1566065744.734749,17.627001,0.103474
906,1566065745.717173,1566065745.734770,17.597198,-0.050783
907,1566065746.717221,1566065746.734859,17.637253,-0.048399
908,1566065747.717144,1566065747.734763,17.618895,0.077248
909,1566065748.717142,1566065748.734801,17.659187,0.002146
910,1566065749.717059,1566065749.734705,17.646551,0.083447
911,1566065750.717035,1566065750.734709,17.673731,0.023842
912,1566065751.717100,1566065751.734754,17.653465,-0.065327
913,1566065752.717113,1566065752.734786,17.672300,-0.013113
914,1566065753.717036,1566065753.734699,17.662287,0.077009
915,1566065754.717192,1566065754.734745,17.553329,-0.155449
916,1566065755.717103,1566065755.734709,17.606735,0.089169
917,1566065756.717223,1566065756.734818,17.594814,-0.120163
918,1566065757.717115,1566065757.734725,17.610312,0.107765
919,1566065758.717037,1566065758.734691,17.654419,0.077963
920,1566065759.717031,1566065759.734656,17.625093,0.006437
921,1566065760.717108,1566065760.734722,17.613888,-0.077724
922,1566065761.717028,1566065761.734704,17.676353,0.080347
923,1566065762.717019,1566065762.734659,17.640114,0.009298
924,1566065763.717052,1566065763.734714,17.662048,-0.033140
925,1566065764.717033,1566065764.734704,17.671824,0.019073
926,1566065765.717102,1566065765.734731,17.629147,-0.069618
927,1566065766.717131,1566065766.734743,17.611980,-0.029087
928,1566065767.717124,1566065767.734773,17.649412,0.007391
929,1566065768.717198,1566065768.734841,17.642498,-0.074148
930,1566065769.717130,1566065769.734777,17.647028,0.067711
931,1566065770.717109,1566065770.734759,17.649889,0.020981
932,1566065771.717059,1566065771.734678,17.619610,0.050783
933,1566065772.717085,1566065772.734751,17.666340,-0.026226
934,1566065773.717074,1566065773.734685,17.611504,0.010967
935,1566065774.717117,1566065774.734683,17.565727,-0.042915
936,1566065775.717117,1566065775.734733,17.616034,0.000000
937,1566065776.717127,1566065776.734762,17.634630,-0.010490
938,1566065777.717106,1566065777.734763,17.656803,0.021219
939,1566065778.717091,1566065778.734771,17.680407,0.015259
940,1566065779.717136,1566065779.734767,17.631769,-0.044823
941,1566065780.717092,1566065780.734751,17.658472,0.043631
942,1566065781.717123,1566065781.734757,17.633915,-0.030994
943,1566065782.717263,1566065782.734863,17.600536,-0.139475
944,1566065783.717063,1566065783.734703,17.639875,0.199318
945,1566065784.717030,1566065784.734688,17.658710,0.033617
946,1566065785.717024,1566065785.734682,17.657280,0.005245
947,1566065786.717081,1566065786.734687,17.606258,-0.056267
948,1566065787.717074,1566065787.734699,17.624617,0.006199
949,1566065788.717078,1566065788.734692,17.613649,-0.003576
950,1566065789.717121,1566065789.734776,17.655373,-0.042915
951,1566065790.717092,1566065790.734730,17.638445,0.029087
952,1566065791.717178,1566065791.734796,17.618418,-0.085831
953,1566065792.717114,1566065792.734764,17.650127,0.063658
954,1566065793.717004,1566065793.734682,17.678499,0.110149
955,1566065794.717075,1566065794.734733,17.657995,-0.071287
956,1566065795.717015,1566065795.734664,17.648935,0.060320
957,1566065796.717112,1566065796.734734,17.622709,-0.096798
958,1566065797.717025,1566065797.734710,17.685652,0.087023
959,1566065798.717053,1566065798.734736,17.683029,-0.028610
960,1566065799.717104,1566065799.734780,17.675400,-0.051022
961,1566065800.717086,1566065800.734752,17.666340,0.018597
962,1566065801.717038,1566065801.734667,17.629147,0.047922
963,1566065802.717049,1566065802.734690,17.641068,-0.011683
964,1566065803.717114,1566065803.734767,17.652273,-0.065088
965,1566065804.717061,1566065804.734710,17.649412,0.053644
966,1566065805.717122,1566065805.734743,17.621279,-0.061274
967,1566065806.717039,1566065806.734687,17.647982,0.083447
968,1566065807.717104,1566065807.734715,17.611027,-0.065565
969,1566065808.717103,1566065808.734720,17.617226,0.000954
970,1566065809.717098,1566065809.734741,17.642736,0.005007
971,1566065810.717137,1566065810.734763,17.625809,-0.039101
972,1566065811.717107,1566065811.734742,17.634630,0.030041
973,1566065812.717119,1566065812.734764,17.644405,-0.011921
974,1566065813.717087,1566065813.734712,17.624855,0.031948
975,1566065814.717129,1566065814.734773,17.644405,-0.041723
