S2 Count,Start_Time(in sec),End_Time(in sec),Image_Dump_Time(in msec),Jitter(in sec)
109,1566064948.717041,1566064948.734650,17.609119,0.067234
110,1566064949.717073,1566064949.734734,17.661095,-0.032187
111,1566064950.717005,1566064950.734617,17.612696,0.067949
112,1566064951.717088,1566064951.734759,17.670870,-0.083685
113,1566064952.717015,1566064952.734622,17.607212,0.073433
114,1566064953.716996,1566064953.734656,17.659903,0.018835
115,1566064954.717026,1566064954.734639,17.613173,-0.029325
116,1566064955.716998,1566064955.734693,17.695665,0.027895
117,1566064956.717035,1566064956.734680,17.645121,-0.037193
118,1566064957.717136,1566064957.734806,17.670155,-0.100851
119,1566064958.716974,1566064958.734591,17.616749,0.161648
120,1566064959.717045,1566064959.734757,17.711878,-0.071049
121,1566064960.716962,1566064960.734580,17.617941,0.083447
122,1566064961.717121,1566064961.734685,17.564058,-0.159025
123,1566064962.717007,1566064962.734610,17.603397,0.113726
124,1566064963.717116,1566064963.734804,17.688036,-0.109434
125,1566064964.716951,1566064964.734586,17.634392,0.165224
126,1566064965.717079,1566064965.734710,17.631292,-0.127554
127,1566064966.717169,1566064966.734835,17.665863,-0.090122
128,1566064967.717069,1566064967.734701,17.632723,0.100136
129,1566064968.717021,1566064968.734635,17.613173,0.047207
130,1566064969.717097,1566064969.734753,17.655373,-0.075817
131,1566064970.717094,1566064970.734765,17.670393,0.003099
132,1566064971.716969,1566064971.734634,17.664909,0.124693
133,1566064972.717092,1566064972.734705,17.613411,-0.122309
134,1566064973.717083,1566064973.734715,17.632484,0.008821
135,1566064974.717024,1566064974.734636,17.612219,0.059128
136,1566064975.717040,1566064975.734666,17.626762,-0.015736
137,1566064976.717060,1566064976.734681,17.621040,-0.020027
138,1566064977.717049,1566064977.734701,17.652035,0.010252
139,1566064978.717005,1566064978.734621,17.615795,0.044346
140,1566064979.717134,1566064979.734703,17.568827,-0.129461
141,1566064980.717010,1566064980.734644,17.634153,0.124931
142,1566064981.717057,1566064981.734675,17.618656,-0.047207
143,1566064982.717034,1566064982.734644,17.610073,0.022888
144,1566064983.717081,1566064983.734726,17.645836,-0.046730
145,1566064984.717009,1566064984.734627,17.618179,0.071764
146,1566064985.717060,1566064985.734773,17.713070,-0.051260
147,1566064986.717012,1566064986.734622,17.609596,0.047684
148,1566064987.717205,1566064987.734840,17.635107,-0.192404
149,1566064988.717061,1566064988.734668,17.607450,0.144005
150,1566064989.717214,1566064989.734780,17.565966,-0.153542
151,1566064990.717072,1566064990.734696,17.623425,0.141859
152,1566064991.717114,1566064991.734762,17.647743,-0.041485
153,1566064992.717084,1566064992.734708,17.624617,0.030279
154,1566064993.717122,1566064993.734877,17.755270,-0.038385
155,1566064994.717072,1566064994.734697,17.625093,0.050306
156,1566064995.717090,1566064995.734714,17.624140,-0.018120
157,1566064996.717023,1566064996.734630,17.607212,0.066757
158,1566064997.717318,1566064997.734929,17.611027,-0.294685
159,1566064998.717061,1566064998.734705,17.644167,0.256538
160,1566064999.717272,1566064999.734854,17.582178,-0.210524
161,1566065000.717024,1566065000.734631,17.606735,0.247717
162,1566065001.717077,1566065001.734701,17.623663,-0.053406
163,1566065002.717038,1566065002.734648,17.610073,0.039101
164,1566065003.717175,1566065003.735083,17.908335,-0.136375
165,1566065004.717037,1566065004.734641,17.603397,0.137568
166,1566065005.717115,1566065005.734778,17.663240,-0.077963
167,1566065006.717003,1566065006.734614,17.610788,0.111818
168,1566065007.717413,1566065007.735013,17.600298,-0.409365
169,1566065008.717001,1566065008.734634,17.632723,0.411749
170,1566065009.717000,1566065009.734645,17.645121,0.000954
171,1566065010.717023,1566065010.734630,17.606974,-0.023365
172,1566065011.717055,1566065011.734696,17.640829,-0.031471
173,1566065012.717026,1566065012.734632,17.606258,0.028849
174,1566065013.717194,1566065013.734773,17.579556,-0.167847
175,1566065014.717053,1566065014.734666,17.612934,0.141144
176,1566065015.717070,1566065015.734678,17.607927,-0.017166
177,1566065016.717016,1566065016.734623,17.606974,0.053406
178,1566065017.717137,1566065017.734793,17.655373,-0.120878
179,1566065018.717021,1566065018.734624,17.602921,0.115871
180,1566065019.717266,1566065019.734935,17.668724,-0.244617
181,1566065020.716987,1566065020.734599,17.612219,0.278950
182,1566065021.717127,1566065021.734752,17.624855,-0.140190
183,1566065022.717040,1566065022.734663,17.622471,0.087261
184,1566065023.717289,1566065023.735041,17.752171,-0.248671
185,1566065024.717024,1566065024.734633,17.609119,0.264883
186,1566065025.717068,1566065025.734709,17.640352,-0.044346
187,1566065026.717033,1566065026.734637,17.604589,0.035286
188,1566065027.717118,1566065027.734912,17.794609,-0.084639
189,1566065028.717029,1566065028.734637,17.607689,0.088453
190,1566065029.717116,1566065029.734738,17.622709,-0.086546
191,1566065030.717021,1566065030.734629,17.608404,0.094652
192,1566065031.717307,1566065031.734968,17.660618,-0.286341
193,1566065032.717021,1566065032.734644,17.622948,0.286579
194,1566065033.716999,1566065033.734604,17.605305,0.021935
195,1566065034.717026,1566065034.734659,17.632961,-0.027180
196,1566065035.717139,1566065035.734870,17.730713,-0.113487
197,1566065036.717024,1566065036.734644,17.619848,0.115633
198,1566065037.717019,1566065037.734638,17.618418,0.004530
199,1566065038.717055,1566065038.734674,17.618418,-0.036001
200,1566065039.717131,1566065039.734819,17.688036,-0.076056
201,1566065040.717043,1566065040.734646,17.602682,0.087976
202,1566065041.717020,1566065041.734643,17.622471,0.023127
203,1566065042.717030,1566065042.734646,17.615795,-0.010014
204,1566065043.717098,1566065043.734760,17.661810,-0.067472
205,1566065044.717029,1566065044.734650,17.621517,0.069141
206,1566065045.717177,1566065045.734787,17.610073,-0.148058
207,1566065046.717016,1566065046.734644,17.627954,0.160456
208,1566065047.717102,1566065047.734813,17.711163,-0.086069
209,1566065048.717047,1566065048.734676,17.628908,0.054836
210,1566065049.717089,1566065049.734758,17.668724,-0.041485
211,1566065050.717025,1566065050.734654,17.628670,0.063896
212,1566065051.717302,1566065051.734993,17.690182,-0.277281
213,1566065052.717043,1566065052.734654,17.611265,0.259161
214,1566065053.717000,1566065053.734642,17.641544,0.043154
215,1566065054.717017,1566065054.734645,17.628193,-0.016928
216,1566065055.717016,1566065055.734788,17.772198,0.001192
217,1566065056.717036,1566065056.734659,17.622471,-0.020504
218,1566065057.717119,1566065057.734754,17.635584,-0.082493
219,1566065058.717024,1566065058.734673,17.648458,0.094652
220,1566065059.717260,1566065059.734944,17.683983,-0.235796
221,1566065060.716972,1566065060.734585,17.612696,0.287533
222,1566065061.717114,1566065061.734722,17.608166,-0.141621
223,1566065062.717023,1566065062.734634,17.611027,0.090837
224,1566065063.717197,1566065063.734934,17.737150,-0.173569
225,1566065064.717057,1566065064.734669,17.611980,0.139236
226,1566065065.717211,1566065065.734933,17.721415,-0.154018
227,1566065066.717034,1566065066.734660,17.626047,0.177860
228,1566065067.717150,1566065067.734765,17.615557,-0.116110
229,1566065068.717030,1566065068.734632,17.601967,0.120163
230,1566065069.717119,1566065069.734886,17.767191,-0.089407
231,1566065070.717022,1566065070.734637,17.615795,0.097275
232,1566065071.717080,1566065071.734889,17.809153,-0.058174
233,1566065072.717023,1566065072.734645,17.621994,0.057220
234,1566065073.717116,1566065073.734791,17.675161,-0.093460
235,1566065074.717005,1566065074.734647,17.642260,0.111341
236,1566065075.717053,1566065075.734682,17.629147,-0.047922
237,1566065076.717018,1566065076.734630,17.611504,0.034332
238,1566065077.717018,1566065077.734622,17.604351,0.000238
239,1566065078.717018,1566065078.734629,17.611027,0.000000
240,1566065079.717018,1566065079.734770,17.751455,0.000000
241,1566065080.717011,1566065080.734612,17.600536,0.007153
242,1566065081.717105,1566065081.734785,17.680168,-0.094175
243,1566065082.717002,1566065082.734609,17.607212,0.103235
244,1566065083.717325,1566065083.735102,17.776966,-0.323057
245,1566065084.717021,1566065084.734628,17.606974,0.303984
246,1566065085.717158,1566065085.734808,17.649889,-0.137329
247,1566065086.716992,1566065086.734633,17.640591,0.165939
248,1566065087.717106,1566065087.734756,17.650366,-0.113726
249,1566065088.716970,1566065088.734572,17.601728,0.136137
250,1566065089.717086,1566065089.734710,17.624378,-0.115871
251,1566065090.716993,1566065090.734612,17.619133,0.093222
252,1566065091.717124,1566065091.734773,17.648458,-0.131607
253,1566065092.717042,1566065092.734652,17.610073,0.082016
254,1566065093.717246,1566065093.734808,17.562389,-0.203371
255,1566065094.717007,1566065094.734631,17.623663,0.238180
256,1566065095.717174,1566065095.734987,17.813683,-0.166416
257,1566065096.717043,1566065096.734662,17.619371,0.130892
258,1566065097.717167,1566065097.734797,17.630577,-0.123739
259,1566065098.717028,1566065098.734663,17.634630,0.138760
260,1566065099.717142,1566065099.734838,17.695665,-0.113964
261,1566065100.717038,1566065100.734645,17.606974,0.103951
262,1566065101.717092,1566065101.734729,17.636776,-0.054121
263,1566065102.717040,1566065102.734649,17.609358,0.051975
264,1566065103.717103,1566065103.734756,17.652988,-0.063181
265,1566065104.717050,1566065104.734659,17.608643,0.053167
266,1566065105.717016,1566065105.734670,17.653704,0.033617
267,1566065106.717036,1566065106.734668,17.631769,-0.019312
268,1566065107.717094,1566065107.734715,17.621279,-0.057936
269,1566065108.717104,1566065108.734801,17.697096,-0.010014
270,1566065109.717027,1566065109.734634,17.607212,0.076771
271,1566065110.717066,1566065110.734771,17.704725,-0.039339
272,1566065111.717035,1566065111.734653,17.617464,0.030994
273,1566065112.717101,1566065112.734748,17.646790,-0.065565
274,1566065113.717016,1566065113.734632,17.616272,0.085115
275,1566065114.717088,1566065114.734866,17.778397,-0.072002
276,1566065115.717024,1566065115.734647,17.622471,0.063658
277,1566065116.717102,1566065116.734764,17.662048,-0.078201
278,1566065117.717021,1566065117.734636,17.615080,0.081062
279,1566065118.717175,1566065118.734860,17.684698,-0.153780
280,1566065119.717021,1566065119.734621,17.600060,0.154018
281,1566065120.717127,1566065120.734678,17.550945,-0.105858
282,1566065121.716972,1566065121.734587,17.614365,0.154495
283,1566065122.717133,1566065122.734957,17.824411,-0.160217
284,1566065123.717007,1566065123.734618,17.611742,0.125885
285,1566065124.716998,1566065124.734659,17.661810,0.009060
286,1566065125.717017,1566065125.734622,17.604351,-0.019789
287,1566065126.717129,1566065126.734729,17.600060,-0.111580
288,1566065127.717000,1566065127.734622,17.621756,0.128508
289,1566065128.717081,1566065128.734777,17.696857,-0.080109
290,1566065129.716964,1566065129.734571,17.607450,0.116825
291,1566065130.717098,1566065130.734813,17.715454,-0.134230
292,1566065131.717031,1566065131.734643,17.611980,0.067472
293,1566065132.717077,1566065132.734720,17.642975,-0.046015
294,1566065133.717016,1566065133.734636,17.619848,0.060320
295,1566065134.717083,1566065134.734729,17.646313,-0.066519
296,1566065135.717001,1566065135.734605,17.603874,0.081539
297,1566065136.717090,1566065136.734698,17.607450,-0.088930
298,1566065137.716966,1566065137.734571,17.604828,0.124216
299,1566065138.717125,1566065138.734842,17.716646,-0.159025
300,1566065139.717018,1566065139.734640,17.621994,0.107050
301,1566065140.717086,1566065140.734695,17.609358,-0.067949
302,1566065141.717041,1566065141.734650,17.609596,0.045061
303,1566065142.717086,1566065142.734720,17.634630,-0.044823
304,1566065143.717034,1566065143.734637,17.603636,0.051975
305,1566065144.717094,1566065144.734768,17.673969,-0.060558
306,1566065145.717040,1566065145.734654,17.614126,0.054121
307,1566065146.717110,1566065146.734981,17.871380,-0.069618
308,1566065147.716973,1566065147.734634,17.661095,0.136614
309,1566065148.716987,1566065148.734638,17.650843,-0.013828
310,1566065149.717015,1566065149.734636,17.620564,-0.028133
311,1566065150.717116,1566065150.734748,17.632484,-0.100851
312,1566065151.717040,1566065151.734672,17.631769,0.075817
313,1566065152.717192,1566065152.734763,17.571211,-0.151873
314,1566065153.717032,1566065153.734655,17.623186,0.159979
315,1566065154.717198,1566065154.734981,17.782211,-0.166416
316,1566065155.717030,1566065155.734644,17.613888,0.168324
317,1566065156.717101,1566065156.734769,17.668009,-0.071049
318,1566065157.716966,1566065157.734610,17.644167,0.135422
319,1566065158.717206,1566065158.734903,17.697096,-0.239849
320,1566065159.717049,1566065159.734660,17.610550,0.156164
321,1566065160.717087,1566065160.734758,17.670870,-0.037909
322,1566065161.717026,1566065161.734639,17.612457,0.060797
323,1566065162.717065,1566065162.734884,17.818928,-0.038862
324,1566065163.717010,1566065163.734641,17.631531,0.055552
325,1566065164.717150,1566065164.734781,17.631292,-0.140190
326,1566065165.717047,1566065165.734664,17.617226,0.102997
327,1566065166.717099,1566065166.734869,17.769575,-0.051975
328,1566065167.717046,1566065167.734668,17.621994,0.052452
329,1566065168.717054,1566065168.734680,17.626047,-0.007391
330,1566065169.717037,1566065169.734648,17.611265,0.016689
331,1566065170.717108,1566065170.734767,17.658472,-0.071049
332,1566065171.717063,1566065171.734674,17.611027,0.045538
333,1566065172.717131,1566065172.734760,17.628670,-0.068426
334,1566065173.717024,1566065173.734635,17.611265,0.107527
335,1566065174.717102,1566065174.734797,17.694712,-0.078440
336,1566065175.717013,1566065175.734632,17.618895,0.088930
337,1566065176.717146,1566065176.734758,17.611742,-0.132799
338,1566065177.717027,1566065177.734640,17.613411,0.119209
339,1566065178.717232,1566065178.734998,17.765760,-0.205040
340,1566065179.717034,1566065179.734643,17.608643,0.197887
341,1566065180.717050,1566065180.734849,17.799616,-0.015974
342,1566065181.716955,1566065181.734581,17.626524,0.095129
343,1566065182.717072,1566065182.734704,17.632008,-0.117779
344,1566065183.717027,1566065183.734658,17.631292,0.045776
345,1566065184.717111,1566065184.734856,17.745018,-0.083923
346,1566065185.717032,1566065185.734647,17.614365,0.078201
347,1566065186.717018,1566065186.734679,17.661333,0.014544
348,1566065187.717040,1566065187.734664,17.623901,-0.021935
349,1566065188.717083,1566065188.734746,17.663002,-0.042677
350,1566065189.717022,1566065189.734622,17.599821,0.060081
351,1566065190.717149,1566065190.734765,17.615318,-0.127077
352,1566065191.717030,1566065191.734636,17.606258,0.119686
353,1566065192.717184,1566065192.734915,17.731667,-0.154018
354,1566065193.717028,1566065193.734638,17.610550,0.155926
355,1566065194.717030,1566065194.734689,17.659187,-0.001907
356,1566065195.717024,1566065195.734637,17.613173,0.005960
357,1566065196.717122,1566065196.734838,17.715216,-0.098467
358,1566065197.716965,1566065197.734578,17.612696,0.157118
359,1566065198.716981,1566065198.734657,17.675400,-0.016212
360,1566065199.717024,1566065199.734654,17.630339,-0.042677
361,1566065200.717041,1566065200.734660,17.618656,-0.016928
362,1566065201.717018,1566065201.734647,17.629147,0.023365
363,1566065202.717009,1566065202.734656,17.646790,0.008821
364,1566065203.717030,1566065203.734642,17.612219,-0.020742
365,1566065204.717136,1566065204.734928,17.791510,-0.106812
366,1566065205.716991,1566065205.734605,17.614365,0.145435
367,1566065206.717110,1566065206.734791,17.681122,-0.118971
368,1566065207.717023,1566065207.734632,17.609119,0.086546
369,1566065208.717088,1566065208.734821,17.732859,-0.065088
370,1566065209.717040,1566065209.734655,17.615318,0.048399
371,1566065210.717183,1566065210.734810,17.627239,-0.142813
372,1566065211.717052,1566065211.734662,17.610788,0.131369
373,1566065212.717045,1566065212.734921,17.876387,0.006914
374,1566065213.717019,1566065213.734628,17.609119,0.025749
375,1566065214.717097,1566065214.734754,17.657042,-0.078440
376,1566065215.717052,1566065215.734663,17.611265,0.045538
377,1566065216.717076,1566065216.734823,17.746925,-0.024557
378,1566065217.717024,1566065217.734651,17.626524,0.052214
379,1566065218.717083,1566065218.734756,17.673492,-0.058889
380,1566065219.717043,1566065219.734685,17.642260,0.040293
381,1566065220.717107,1566065220.734824,17.717123,-0.064373
382,1566065221.717066,1566065221.734692,17.626524,0.041246
383,1566065222.717083,1566065222.734707,17.624140,-0.017166
384,1566065223.717018,1566065223.734628,17.610312,0.065327
385,1566065224.717113,1566065224.734832,17.718792,-0.095606
386,1566065225.717032,1566065225.734678,17.645597,0.081301
387,1566065226.717092,1566065226.734721,17.629862,-0.059605
388,1566065227.717012,1566065227.734645,17.632961,0.079393
389,1566065228.717119,1566065228.734913,17.794609,-0.106335
390,1566065229.717034,1566065229.734648,17.613888,0.084400
391,1566065230.717123,1566065230.734785,17.662287,-0.088692
392,1566065231.717025,1566065231.734632,17.606974,0.097752
393,1566065232.717120,1566065232.734735,17.615080,-0.095367
394,1566065233.716979,1566065233.734614,17.635345,0.141621
395,1566065234.717141,1566065234.734760,17.619371,-0.162125
396,1566065235.717020,1566065235.734630,17.610550,0.121117
397,1566065236.717126,1566065236.734849,17.723322,-0.105858
398,1566065237.717036,1566065237.734644,17.607450,0.089407
399,1566065238.717179,1566065238.734765,17.585993,-0.142813
400,1566065239.717016,1566065239.734631,17.614603,0.162840
401,1566065240.717116,1566065240.734939,17.822742,-0.099659
402,1566065241.717035,1566065241.734647,17.611265,0.080585
403,1566065242.717094,1566065242.734704,17.610312,-0.058651
404,1566065243.717039,1566065243.734655,17.616510,0.055075
405,1566065244.717145,1566065244.734759,17.613411,-0.106573
406,1566065245.717048,1566065245.734654,17.606020,0.097036
407,1566065246.717114,1566065246.734749,17.635107,-0.065327
408,1566065247.716995,1566065247.734611,17.616034,0.118732
409,1566065248.717152,1566065248.734759,17.607689,-0.156641
410,1566065249.717026,1566065249.734658,17.631531,0.125647
411,1566065250.717255,1566065250.734968,17.712593,-0.229359
412,1566065251.717027,1566065251.734636,17.609119,0.228643
413,1566065252.717042,1566065252.734745,17.703295,-0.015020
414,1566065253.716981,1566065253.734594,17.613411,0.060797
415,1566065254.717101,1566065254.734737,17.636061,-0.119686
416,1566065255.717020,1566065255.734633,17.613411,0.081062
417,1566065256.717022,1566065256.734674,17.652750,-0.002146
418,1566065257.716990,1566065257.734599,17.608404,0.031233
419,1566065258.717157,1566065258.734825,17.668009,-0.166655
420,1566065259.717029,1566065259.734649,17.619371,0.127792
421,1566065260.717197,1566065260.734900,17.702579,-0.168085
422,1566065261.717029,1566065261.734639,17.610312,0.168324
423,1566065262.717161,1566065262.734792,17.631292,-0.132084
424,1566065263.717029,1566065263.734636,17.606735,0.131845
425,1566065264.717123,1566065264.734766,17.642975,-0.093937
426,1566065265.717036,1566065265.734661,17.624855,0.086784
427,1566065266.717088,1566065266.734725,17.637730,-0.051260
428,1566065267.717039,1566065267.734659,17.619610,0.048399
429,1566065268.717090,1566065268.734721,17.631531,-0.050545
430,1566065269.717029,1566065269.734644,17.614841,0.060558
431,1566065270.717098,1566065270.734753,17.654896,-0.069141
432,1566065271.717024,1566065271.734639,17.615080,0.074625
433,1566065272.717058,1566065272.734688,17.629862,-0.034571
434,1566065273.717020,1566065273.734627,17.606974,0.038147
435,1566065274.717108,1566065274.734756,17.648458,-0.087500
436,1566065275.717027,1566065275.734636,17.609119,0.080585
437,1566065276.717189,1566065276.734931,17.741919,-0.161409
438,1566065277.717019,1566065277.734622,17.603636,0.169992
439,1566065278.717022,1566065278.734668,17.646790,-0.003099
440,1566065279.717016,1566065279.734619,17.602921,0.005960
441,1566065280.717103,1566065280.734816,17.712831,-0.087500
442,1566065281.717045,1566065281.734650,17.604589,0.058174
443,1566065282.717134,1566065282.734735,17.601013,-0.088453
444,1566065283.717051,1566065283.734660,17.609119,0.082493
445,1566065284.717026,1566065284.734696,17.670393,0.025034
446,1566065285.716969,1566065285.734573,17.603636,0.056505
447,1566065286.717042,1566065286.734703,17.661333,-0.072241
448,1566065287.717017,1566065287.734627,17.610788,0.025034
449,1566065288.717099,1566065288.734809,17.710209,-0.082493
450,1566065289.717021,1566065289.734648,17.627478,0.078201
451,1566065290.717050,1566065290.734724,17.674685,-0.028610
452,1566065291.717051,1566065291.734661,17.610312,-0.000954
453,1566065292.717050,1566065292.734849,17.799377,0.000715
454,1566065293.717022,1566065293.734632,17.609835,0.027895
455,1566065294.717142,1566065294.734776,17.634630,-0.119686
456,1566065295.717019,1566065295.734627,17.608881,0.123024
457,1566065296.717041,1566065296.735040,17.998934,-0.022650
458,1566065297.717032,1566065297.734643,17.611504,0.009298
459,1566065298.717140,1566065298.734765,17.625093,-0.107765
460,1566065299.717029,1566065299.734634,17.605543,0.111103
461,1566065300.717244,1566065300.734944,17.700195,-0.215530
462,1566065301.716996,1566065301.734628,17.631769,0.247955
463,1566065302.717093,1566065302.734769,17.675638,-0.097036
464,1566065303.717014,1566065303.734628,17.613888,0.079393
465,1566065304.717009,1566065304.734635,17.625809,0.005007
466,1566065305.717007,1566065305.734643,17.636299,0.001669
467,1566065306.717050,1566065306.734735,17.684937,-0.043154
468,1566065307.717010,1566065307.734616,17.605782,0.040531
469,1566065308.717131,1566065308.734738,17.607450,-0.120878
470,1566065309.717016,1566065309.734630,17.613173,0.114202
471,1566065310.717024,1566065310.734779,17.755747,-0.007153
472,1566065311.717026,1566065311.734640,17.613888,-0.002146
473,1566065312.717088,1566065312.734707,17.618656,-0.062466
474,1566065313.717010,1566065313.734625,17.615318,0.078201
475,1566065314.717133,1566065314.734847,17.714024,-0.122547
476,1566065315.717010,1566065315.734626,17.615557,0.122309
477,1566065316.717213,1566065316.734762,17.549276,-0.202894
478,1566065317.717004,1566065317.734601,17.597437,0.209093
479,1566065318.717127,1566065318.734762,17.634869,-0.123024
480,1566065319.716975,1566065319.734588,17.612219,0.151634
481,1566065320.717091,1566065320.734738,17.647266,-0.115156
482,1566065321.716965,1566065321.734571,17.605782,0.125170
483,1566065322.717226,1566065322.734797,17.570496,-0.260592
484,1566065323.717027,1566065323.734659,17.632484,0.199318
485,1566065324.717048,1566065324.734710,17.661572,-0.021458
486,1566065325.717024,1566065325.734633,17.609358,0.024319
