Sequencer Count,Start_Time(in sec),End_Time(in sec),Execution Time(in msec),Jitter(in msec)
51,1566064890.702137,1566064890.702203,0.065804,-0.007153
52,1566064891.702139,1566064891.702212,0.072956,-0.002384
53,1566064892.702083,1566064892.702156,0.072718,0.055790
54,1566064893.702130,1566064893.702203,0.072479,-0.046730
55,1566064894.702134,1566064894.702199,0.065327,-0.003815
56,1566064895.702084,1566064895.702153,0.068903,0.049829
57,1566064896.702135,1566064896.702202,0.066996,-0.050783
58,1566064897.702134,1566064897.702205,0.070810,0.000715
59,1566064898.702142,1566064898.702208,0.066519,-0.007629
60,1566064899.702085,1566064899.702154,0.069141,0.056505
61,1566064900.702140,1566064900.702204,0.064611,-0.054598
62,1566064901.702081,1566064901.702153,0.071526,0.058413
63,1566064902.702140,1566064902.702205,0.065088,-0.058651
64,1566064903.702086,1566064903.702156,0.070333,0.054359
65,1566064904.702084,1566064904.702154,0.069380,0.001431
66,1566064905.702133,1566064905.702205,0.072241,-0.048876
67,1566064906.702134,1566064906.702200,0.066280,-0.000715
68,1566064907.702129,1566064907.702203,0.074148,0.004768
69,1566064908.702138,1566064908.702203,0.065327,-0.008821
70,1566064909.702134,1566064909.702206,0.072241,0.003815
71,1566064910.702084,1566064910.702154,0.070333,0.050068
72,1566064911.702135,1566064911.702207,0.072718,-0.050545
73,1566064912.702085,1566064912.702157,0.072479,0.050068
74,1566064913.702131,1566064913.702202,0.071287,-0.046253
75,1566064914.702135,1566064914.702199,0.063419,-0.004530
76,1566064915.702131,1566064915.702202,0.071526,0.004530
77,1566064916.702124,1566064916.702184,0.060081,0.006437
78,1566064917.702091,1566064917.702158,0.066280,0.032902
79,1566064918.702135,1566064918.702196,0.061035,-0.043631
80,1566064919.702082,1566064919.702155,0.072718,0.052929
81,1566064920.702136,1566064920.702201,0.064850,-0.053883
82,1566064921.702128,1566064921.702198,0.069141,0.007629
83,1566064922.702136,1566064922.702202,0.065565,-0.007629
84,1566064923.702132,1566064923.702206,0.074863,0.004530
85,1566064924.702138,1566064924.702204,0.065327,-0.006914
86,1566064925.702083,1566064925.702153,0.070810,0.055790
87,1566064926.702137,1566064926.702202,0.064611,-0.054598
88,1566064927.702130,1566064927.702205,0.075102,0.007391
89,1566064928.702139,1566064928.702205,0.066280,-0.008821
90,1566064929.702138,1566064929.702209,0.071049,0.000715
91,1566064930.702139,1566064930.702204,0.065565,-0.000715
92,1566064931.702132,1566064931.702206,0.074148,0.006676
93,1566064932.702136,1566064932.702202,0.065804,-0.004053
94,1566064933.702131,1566064933.702202,0.071287,0.005245
95,1566064934.702140,1566064934.702204,0.063658,-0.009060
96,1566064935.702084,1566064935.702153,0.069380,0.056028
97,1566064936.702085,1566064936.702157,0.072479,-0.001192
98,1566064937.702083,1566064937.702155,0.072479,0.002384
99,1566064938.702141,1566064938.702204,0.063181,-0.058174
100,1566064939.702132,1566064939.702203,0.071049,0.008821
101,1566064940.702140,1566064940.702204,0.064373,-0.008106
102,1566064941.702082,1566064941.702153,0.071049,0.058413
103,1566064942.702135,1566064942.702199,0.063896,-0.053406
104,1566064943.702138,1566064943.702211,0.073671,-0.002623
105,1566064944.702135,1566064944.702201,0.066042,0.003099
106,1566064945.702132,1566064945.702202,0.070333,0.002623
107,1566064946.702127,1566064946.702191,0.064373,0.005245
108,1566064947.702131,1566064947.702200,0.069618,-0.003815
109,1566064948.702127,1566064948.702191,0.063896,0.003815
110,1566064949.702137,1566064949.702211,0.073433,-0.010729
111,1566064950.702127,1566064950.702191,0.064135,0.010729
112,1566064951.702132,1566064951.702204,0.071764,-0.005484
113,1566064952.702127,1566064952.702190,0.063181,0.005245
114,1566064953.702083,1566064953.702152,0.069141,0.044107
115,1566064954.702137,1566064954.702201,0.063181,-0.054598
116,1566064955.702083,1566064955.702151,0.067949,0.054598
117,1566064956.702139,1566064956.702206,0.066280,-0.056505
118,1566064957.702133,1566064957.702206,0.072956,0.005960
119,1566064958.702085,1566064958.702157,0.072241,0.048876
120,1566064959.702082,1566064959.702155,0.072718,0.002623
121,1566064960.702079,1566064960.702142,0.062943,0.003099
122,1566064961.702081,1566064961.702154,0.072479,-0.002623
123,1566064962.702140,1566064962.702204,0.063896,-0.058651
124,1566064963.702134,1566064963.702206,0.072002,0.006199
125,1566064964.702088,1566064964.702157,0.068903,0.046015
126,1566064965.702133,1566064965.702205,0.072241,-0.045300
127,1566064966.702086,1566064966.702161,0.074863,0.047445
128,1566064967.702090,1566064967.702163,0.073195,-0.004530
129,1566064968.702147,1566064968.702209,0.061750,-0.056982
130,1566064969.702130,1566064969.702202,0.072241,0.017166
131,1566064970.702132,1566064970.702205,0.073671,-0.001431
132,1566064971.702084,1566064971.702156,0.071287,0.047207
133,1566064972.702086,1566064972.702155,0.068903,-0.001907
134,1566064973.702128,1566064973.702201,0.072956,-0.041723
135,1566064974.702136,1566064974.702202,0.066757,-0.007629
136,1566064975.702084,1566064975.702152,0.068188,0.051975
137,1566064976.702096,1566064976.702164,0.067949,-0.012398
138,1566064977.702133,1566064977.702202,0.068665,-0.037193
139,1566064978.702143,1566064978.702209,0.065804,-0.009775
140,1566064979.702083,1566064979.702155,0.072241,0.059843
141,1566064980.702139,1566064980.702204,0.064135,-0.056267
142,1566064981.702081,1566064981.702153,0.071526,0.057936
143,1566064982.702138,1566064982.702204,0.065565,-0.056505
144,1566064983.702135,1566064983.702208,0.072956,0.002623
145,1566064984.702141,1566064984.702208,0.066519,-0.005960
146,1566064985.702089,1566064985.702159,0.070333,0.052452
147,1566064986.702087,1566064986.702154,0.067234,0.002146
148,1566064987.702084,1566064987.702154,0.069618,0.002623
149,1566064988.702084,1566064988.702157,0.072718,-0.000238
150,1566064989.702137,1566064989.702214,0.077248,-0.052929
151,1566064990.702089,1566064990.702161,0.072002,0.048637
152,1566064991.702135,1566064991.702207,0.071526,-0.046730
153,1566064992.702136,1566064992.702205,0.069857,-0.000238
154,1566064993.702093,1566064993.702161,0.067711,0.042677
155,1566064994.702084,1566064994.702150,0.066042,0.009298
156,1566064995.702087,1566064995.702157,0.069380,-0.003576
157,1566064996.702137,1566064996.702203,0.065804,-0.050068
158,1566064997.702086,1566064997.702158,0.071764,0.050783
159,1566064998.702083,1566064998.702149,0.065804,0.003576
160,1566064999.702098,1566064999.702170,0.072241,-0.015259
161,1566065000.702139,1566065000.702206,0.067234,-0.040770
162,1566065001.702081,1566065001.702154,0.072956,0.057697
163,1566065002.702144,1566065002.702213,0.068665,-0.062704
164,1566065003.702084,1566065003.702157,0.073910,0.060320
165,1566065004.702140,1566065004.702205,0.065327,-0.056505
166,1566065005.702130,1566065005.702203,0.072241,0.009775
167,1566065006.702142,1566065006.702208,0.065565,-0.011683
168,1566065007.702142,1566065007.702224,0.081778,0.000238
169,1566065008.702139,1566065008.702205,0.065804,0.002384
170,1566065009.702085,1566065009.702155,0.070095,0.054359
171,1566065010.702143,1566065010.702208,0.065327,-0.057936
172,1566065011.702081,1566065011.702152,0.070572,0.061750
173,1566065012.702141,1566065012.702205,0.064135,-0.059605
174,1566065013.702134,1566065013.702205,0.071287,0.007153
175,1566065014.702148,1566065014.702214,0.065804,-0.014305
176,1566065015.702083,1566065015.702156,0.072956,0.065327
177,1566065016.702140,1566065016.702205,0.064850,-0.057459
178,1566065017.702129,1566065017.702201,0.072002,0.010967
179,1566065018.702140,1566065018.702207,0.066996,-0.011206
180,1566065019.702135,1566065019.702213,0.078678,0.005722
181,1566065020.702084,1566065020.702157,0.073671,0.050783
182,1566065021.702081,1566065021.702152,0.071287,0.002861
183,1566065022.702138,1566065022.702202,0.064373,-0.056744
184,1566065023.702082,1566065023.702153,0.070810,0.055790
185,1566065024.702136,1566065024.702201,0.064850,-0.053883
186,1566065025.702093,1566065025.702163,0.069618,0.042439
187,1566065026.702136,1566065026.702202,0.066280,-0.042439
188,1566065027.702135,1566065027.702203,0.068426,0.001192
189,1566065028.702139,1566065028.702204,0.065565,-0.004292
190,1566065029.702080,1566065029.702152,0.072718,0.059128
191,1566065030.702133,1566065030.702198,0.064373,-0.053644
192,1566065031.702085,1566065031.702155,0.069857,0.048399
193,1566065032.702139,1566065032.702202,0.063181,-0.053883
194,1566065033.702138,1566065033.702206,0.067949,0.001192
195,1566065034.702138,1566065034.702205,0.066757,-0.000238
196,1566065035.702091,1566065035.702162,0.070810,0.046492
197,1566065036.702135,1566065036.702200,0.064611,-0.043631
198,1566065037.702084,1566065037.702154,0.070095,0.050783
199,1566065038.702085,1566065038.702153,0.068665,-0.000238
200,1566065039.702133,1566065039.702207,0.073671,-0.048876
201,1566065040.702140,1566065040.702205,0.064611,-0.006676
202,1566065041.702142,1566065041.702209,0.066042,-0.002384
203,1566065042.702138,1566065042.702203,0.064850,0.004292
204,1566065043.702134,1566065043.702205,0.070333,0.003815
205,1566065044.702135,1566065044.702200,0.065804,-0.000238
206,1566065045.702134,1566065045.702205,0.070810,0.000715
207,1566065046.702138,1566065046.702201,0.062943,-0.003815
208,1566065047.702131,1566065047.702202,0.070810,0.006676
209,1566065048.702142,1566065048.702207,0.065088,-0.011206
210,1566065049.702132,1566065049.702209,0.077486,0.010490
211,1566065050.702139,1566065050.702206,0.066280,-0.007629
212,1566065051.702133,1566065051.702203,0.070095,0.006676
213,1566065052.702139,1566065052.702205,0.066280,-0.005960
214,1566065053.702083,1566065053.702153,0.069618,0.055313
215,1566065054.702139,1566065054.702204,0.064135,-0.056028
216,1566065055.702086,1566065055.702159,0.073195,0.053644
217,1566065056.702138,1566065056.702205,0.066757,-0.052691
218,1566065057.702129,1566065057.702200,0.071049,0.009537
219,1566065058.702137,1566065058.702202,0.064611,-0.008583
220,1566065059.702128,1566065059.702200,0.072002,0.009537
221,1566065060.702083,1566065060.702155,0.071287,0.044584
222,1566065061.702087,1566065061.702155,0.068426,-0.003576
223,1566065062.702140,1566065062.702207,0.066996,-0.052929
224,1566065063.702137,1566065063.702213,0.076532,0.003099
225,1566065064.702140,1566065064.702205,0.064611,-0.003338
226,1566065065.702130,1566065065.702204,0.074148,0.010014
227,1566065066.702139,1566065066.702206,0.066757,-0.009060
228,1566065067.702139,1566065067.702213,0.074148,0.000000
229,1566065068.702140,1566065068.702208,0.067711,-0.000715
230,1566065069.702131,1566065069.702204,0.072718,0.009060
231,1566065070.702140,1566065070.702205,0.064611,-0.009298
232,1566065071.702086,1566065071.702157,0.070333,0.053644
233,1566065072.702138,1566065072.702201,0.062704,-0.051737
234,1566065073.702132,1566065073.702203,0.071764,0.006676
235,1566065074.702134,1566065074.702197,0.062227,-0.002861
236,1566065075.702081,1566065075.702152,0.071287,0.053406
237,1566065076.702135,1566065076.702200,0.065804,-0.053644
238,1566065077.702135,1566065077.702201,0.065327,-0.000715
239,1566065078.702136,1566065078.702201,0.064850,-0.000477
240,1566065079.702081,1566065079.702151,0.069618,0.054836
241,1566065080.702138,1566065080.702203,0.065327,-0.056982
242,1566065081.702139,1566065081.702212,0.073195,-0.001192
243,1566065082.702136,1566065082.702199,0.063419,0.003099
244,1566065083.702128,1566065083.702200,0.071764,0.008106
245,1566065084.702136,1566065084.702202,0.066042,-0.008106
246,1566065085.702133,1566065085.702203,0.070333,0.003338
247,1566065086.702084,1566065086.702156,0.072002,0.048399
248,1566065087.702136,1566065087.702206,0.070572,-0.051260
249,1566065088.702083,1566065088.702156,0.073195,0.052452
250,1566065089.702083,1566065089.702155,0.072002,0.000477
251,1566065090.702085,1566065090.702155,0.070333,-0.002384
252,1566065091.702132,1566065091.702203,0.071049,-0.047207
253,1566065092.702136,1566065092.702203,0.066996,-0.004053
254,1566065093.702128,1566065093.702198,0.069857,0.008583
255,1566065094.702084,1566065094.702152,0.067711,0.043392
256,1566065095.702082,1566065095.702152,0.070333,0.002384
257,1566065096.702135,1566065096.702202,0.067472,-0.052691
258,1566065097.702136,1566065097.702208,0.071764,-0.001192
259,1566065098.702139,1566065098.702205,0.066042,-0.002861
260,1566065099.702127,1566065099.702199,0.071764,0.011444
261,1566065100.702137,1566065100.702204,0.066757,-0.009537
262,1566065101.702129,1566065101.702199,0.070572,0.007868
263,1566065102.702139,1566065102.702206,0.066996,-0.010490
264,1566065103.702139,1566065103.702210,0.071287,0.000238
265,1566065104.702139,1566065104.702205,0.066280,0.000000
266,1566065105.702085,1566065105.702155,0.070810,0.054598
267,1566065106.702139,1566065106.702206,0.066996,-0.054598
268,1566065107.702129,1566065107.702201,0.072241,0.010252
269,1566065108.702139,1566065108.702215,0.076056,-0.009775
270,1566065109.702139,1566065109.702204,0.064850,-0.000477
271,1566065110.702083,1566065110.702158,0.074625,0.055790
272,1566065111.702139,1566065111.702203,0.063896,-0.055313
273,1566065112.702136,1566065112.702204,0.068665,0.003099
274,1566065113.702139,1566065113.702204,0.065088,-0.003815
275,1566065114.702135,1566065114.702207,0.072002,0.004292
276,1566065115.702135,1566065115.702200,0.064850,-0.000238
277,1566065116.702133,1566065116.702204,0.070810,0.001907
278,1566065117.702140,1566065117.702204,0.064135,-0.006199
279,1566065118.702130,1566065118.702201,0.071287,0.009775
280,1566065119.702138,1566065119.702201,0.062466,-0.008583
281,1566065120.702084,1566065120.702156,0.071764,0.054598
282,1566065121.702085,1566065121.702157,0.072241,-0.000715
283,1566065122.702084,1566065122.702152,0.068426,0.000477
284,1566065123.702142,1566065123.702207,0.064611,-0.058413
285,1566065124.702083,1566065124.702153,0.069380,0.059128
286,1566065125.702138,1566065125.702202,0.063419,-0.054836
287,1566065126.702128,1566065126.702201,0.072956,0.010014
288,1566065127.702140,1566065127.702201,0.061274,-0.011683
289,1566065128.702132,1566065128.702205,0.073671,0.008106
290,1566065129.702083,1566065129.702147,0.063658,0.048876
291,1566065130.702137,1566065130.702207,0.070572,-0.053644
292,1566065131.702136,1566065131.702201,0.064373,0.000238
293,1566065132.702081,1566065132.702150,0.069618,0.055552
294,1566065133.702137,1566065133.702201,0.063896,-0.056267
295,1566065134.702128,1566065134.702200,0.072479,0.009298
296,1566065135.702134,1566065135.702199,0.065565,-0.005960
297,1566065136.702129,1566065136.702200,0.071526,0.004768
298,1566065137.702084,1566065137.702157,0.073671,0.045300
299,1566065138.702139,1566065138.702214,0.074625,-0.055790
300,1566065139.702138,1566065139.702206,0.067711,0.000954
301,1566065140.702133,1566065140.702206,0.072479,0.005007
302,1566065141.702139,1566065141.702206,0.066996,-0.005484
303,1566065142.702131,1566065142.702205,0.073671,0.007868
304,1566065143.702139,1566065143.702202,0.062943,-0.008106
305,1566065144.702128,1566065144.702199,0.071287,0.011444
306,1566065145.702137,1566065145.702202,0.064373,-0.009537
307,1566065146.702132,1566065146.702201,0.068903,0.004768
308,1566065147.702084,1566065147.702156,0.072241,0.048876
309,1566065148.702087,1566065148.702165,0.077486,-0.003815
310,1566065149.702140,1566065149.702204,0.064135,-0.052691
311,1566065150.702141,1566065150.702214,0.073433,-0.000954
312,1566065151.702141,1566065151.702207,0.066042,-0.000238
313,1566065152.702131,1566065152.702204,0.072241,0.010014
314,1566065153.702138,1566065153.702204,0.066042,-0.006676
315,1566065154.702129,1566065154.702201,0.071526,0.008821
316,1566065155.702138,1566065155.702204,0.066042,-0.009298
317,1566065156.702128,1566065156.702199,0.070333,0.010014
318,1566065157.702084,1566065157.702155,0.071526,0.044584
319,1566065158.702083,1566065158.702154,0.071526,0.001192
320,1566065159.702139,1566065159.702207,0.067949,-0.056744
321,1566065160.702133,1566065160.702204,0.071526,0.006437
322,1566065161.702134,1566065161.702199,0.064850,-0.001431
323,1566065162.702086,1566065162.702162,0.075817,0.048161
324,1566065163.702142,1566065163.702207,0.065327,-0.055790
325,1566065164.702131,1566065164.702202,0.071049,0.011206
326,1566065165.702140,1566065165.702204,0.064611,-0.009060
327,1566065166.702142,1566065166.702215,0.073433,-0.001669
328,1566065167.702140,1566065167.702204,0.063896,0.001907
329,1566065168.702084,1566065168.702155,0.070572,0.055552
330,1566065169.702135,1566065169.702201,0.065565,-0.051022
331,1566065170.702135,1566065170.702207,0.072002,0.000238
332,1566065171.702138,1566065171.702205,0.066519,-0.003338
333,1566065172.702132,1566065172.702206,0.073671,0.006199
334,1566065173.702139,1566065173.702205,0.065327,-0.007391
335,1566065174.702141,1566065174.702217,0.075817,-0.001907
336,1566065175.702136,1566065175.702202,0.065804,0.005484
337,1566065176.702133,1566065176.702203,0.070572,0.003099
338,1566065177.702138,1566065177.702200,0.061750,-0.005245
339,1566065178.702132,1566065178.702205,0.072718,0.005722
340,1566065179.702137,1566065179.702199,0.062227,-0.004292
341,1566065180.702084,1566065180.702158,0.073910,0.052452
342,1566065181.702085,1566065181.702155,0.070572,-0.000715
343,1566065182.702131,1566065182.702204,0.072479,-0.046492
344,1566065183.702136,1566065183.702202,0.066280,-0.004768
345,1566065184.702146,1566065184.702215,0.069141,-0.010014
346,1566065185.702137,1566065185.702202,0.064611,0.008583
347,1566065186.702086,1566065186.702158,0.071764,0.051260
348,1566065187.702139,1566065187.702202,0.062943,-0.053167
349,1566065188.702130,1566065188.702204,0.073671,0.009298
350,1566065189.702135,1566065189.702201,0.065565,-0.005245
351,1566065190.702130,1566065190.702202,0.072718,0.005722
352,1566065191.702138,1566065191.702202,0.064135,-0.008583
353,1566065192.702084,1566065192.702158,0.073910,0.053883
354,1566065193.702138,1566065193.702202,0.063658,-0.053644
355,1566065194.702083,1566065194.702154,0.071526,0.055313
356,1566065195.702136,1566065195.702202,0.066519,-0.053167
357,1566065196.702083,1566065196.702152,0.069618,0.053167
358,1566065197.702079,1566065197.702139,0.059605,0.003576
359,1566065198.702086,1566065198.702163,0.076532,-0.007153
360,1566065199.702138,1566065199.702203,0.065327,-0.051737
361,1566065200.702080,1566065200.702152,0.071287,0.057459
362,1566065201.702141,1566065201.702206,0.065327,-0.060320
363,1566065202.702083,1566065202.702156,0.072479,0.057459
364,1566065203.702137,1566065203.702203,0.065327,-0.054121
365,1566065204.702084,1566065204.702153,0.068903,0.053644
366,1566065205.702117,1566065205.702182,0.064850,-0.033617
367,1566065206.702135,1566065206.702205,0.070095,-0.017881
368,1566065207.702132,1566065207.702196,0.063896,0.003338
369,1566065208.702135,1566065208.702212,0.077486,-0.002623
370,1566065209.702145,1566065209.702211,0.066042,-0.010729
371,1566065210.702127,1566065210.702197,0.070095,0.018120
372,1566065211.702139,1566065211.702204,0.065327,-0.011444
373,1566065212.702083,1566065212.702157,0.073671,0.055552
374,1566065213.702136,1566065213.702198,0.062704,-0.052452
375,1566065214.702130,1566065214.702203,0.072956,0.005722
376,1566065215.702135,1566065215.702200,0.065565,-0.005007
377,1566065216.702134,1566065216.702206,0.071526,0.000477
378,1566065217.702137,1566065217.702200,0.062943,-0.002861
379,1566065218.702127,1566065218.702199,0.072002,0.009775
380,1566065219.702128,1566065219.702191,0.062704,-0.000715
381,1566065220.702132,1566065220.702204,0.071764,-0.003576
382,1566065221.702124,1566065221.702196,0.071764,0.007868
383,1566065222.702133,1566065222.702206,0.073433,-0.009060
384,1566065223.702129,1566065223.702192,0.063181,0.003815
385,1566065224.702135,1566065224.702210,0.074863,-0.006199
386,1566065225.702128,1566065225.702193,0.064850,0.007629
387,1566065226.702084,1566065226.702155,0.070810,0.043631
388,1566065227.702131,1566065227.702194,0.063419,-0.046968
389,1566065228.702082,1566065228.702153,0.070810,0.048876
390,1566065229.702132,1566065229.702195,0.063658,-0.049591
391,1566065230.702134,1566065230.702204,0.069857,-0.002146
392,1566065231.702126,1566065231.702188,0.062704,0.008106
393,1566065232.702131,1566065232.702204,0.072956,-0.005007
394,1566065233.702081,1566065233.702146,0.065088,0.049829
395,1566065234.702132,1566065234.702203,0.071526,-0.050783
396,1566065235.702139,1566065235.702204,0.065088,-0.006914
397,1566065236.702086,1566065236.702158,0.071764,0.052452
398,1566065237.702138,1566065237.702204,0.066757,-0.051498
399,1566065238.702080,1566065238.702151,0.071049,0.058174
400,1566065239.702138,1566065239.702202,0.063658,-0.058651
401,1566065240.702132,1566065240.702202,0.069380,0.005960
402,1566065241.702139,1566065241.702204,0.064850,-0.007153
403,1566065242.702131,1566065242.702203,0.072002,0.008345
404,1566065243.702135,1566065243.702201,0.066280,-0.003576
405,1566065244.702141,1566065244.702213,0.072002,-0.006199
406,1566065245.702136,1566065245.702200,0.064135,0.004530
407,1566065246.702128,1566065246.702200,0.072479,0.008345
408,1566065247.702091,1566065247.702157,0.066042,0.036478
409,1566065248.702140,1566065248.702212,0.072002,-0.048161
410,1566065249.702139,1566065249.702204,0.064850,0.000238
411,1566065250.702134,1566065250.702205,0.071287,0.005484
412,1566065251.702140,1566065251.702204,0.064611,-0.005722
413,1566065252.702084,1566065252.702159,0.075340,0.056028
414,1566065253.702088,1566065253.702153,0.065327,-0.004053
415,1566065254.702140,1566065254.702215,0.075102,-0.052452
416,1566065255.702139,1566065255.702204,0.065327,0.001431
417,1566065256.702084,1566065256.702154,0.069618,0.054359
418,1566065257.702083,1566065257.702149,0.066042,0.001192
419,1566065258.702081,1566065258.702151,0.069618,0.001907
420,1566065259.702138,1566065259.702202,0.063896,-0.056982
421,1566065260.702143,1566065260.702214,0.070572,-0.004768
422,1566065261.702140,1566065261.702204,0.064373,0.002861
423,1566065262.702137,1566065262.702210,0.073433,0.003576
424,1566065263.702138,1566065263.702203,0.064135,-0.001907
425,1566065264.702127,1566065264.702199,0.072002,0.011444
426,1566065265.702141,1566065265.702207,0.066042,-0.013828
427,1566065266.702137,1566065266.702209,0.072956,0.004292
428,1566065267.702141,1566065267.702206,0.065088,-0.004053
429,1566065268.702082,1566065268.702153,0.071526,0.058889
430,1566065269.702140,1566065269.702204,0.063896,-0.058413
431,1566065270.702128,1566065270.702203,0.074387,0.011921
432,1566065271.702140,1566065271.702206,0.065804,-0.011683
433,1566065272.702082,1566065272.702152,0.069618,0.057697
434,1566065273.702143,1566065273.702210,0.066757,-0.061274
435,1566065274.702138,1566065274.702209,0.071287,0.005484
436,1566065275.702133,1566065275.702199,0.066280,0.004768
437,1566065276.702084,1566065276.702154,0.070333,0.049591
438,1566065277.702139,1566065277.702204,0.064373,-0.055552
439,1566065278.702083,1566065278.702152,0.069618,0.056267
440,1566065279.702140,1566065279.702205,0.065088,-0.057220
441,1566065280.702132,1566065280.702206,0.073195,0.007629
442,1566065281.702138,1566065281.702204,0.065804,-0.005245
443,1566065282.702126,1566065282.702197,0.071287,0.011683
444,1566065283.702141,1566065283.702207,0.066519,-0.014544
445,1566065284.702083,1566065284.702151,0.067949,0.057936
446,1566065285.702083,1566065285.702152,0.068903,-0.000238
447,1566065286.702081,1566065286.702152,0.070572,0.001431
448,1566065287.702128,1566065287.702192,0.063181,-0.046968
449,1566065288.702130,1566065288.702204,0.073910,-0.001431
450,1566065289.702135,1566065289.702199,0.063896,-0.005007
451,1566065290.702082,1566065290.702157,0.074625,0.052691
452,1566065291.702138,1566065291.702201,0.063181,-0.056028
453,1566065292.702084,1566065292.702153,0.069857,0.054598
454,1566065293.702136,1566065293.702200,0.063896,-0.052691
455,1566065294.702134,1566065294.702206,0.071764,0.002146
456,1566065295.702128,1566065295.702192,0.063896,0.006199
457,1566065296.702083,1566065296.702153,0.069857,0.044823
458,1566065297.702135,1566065297.702201,0.065565,-0.051975
459,1566065298.702134,1566065298.702204,0.069618,0.000715
460,1566065299.702139,1566065299.702204,0.065088,-0.004768
461,1566065300.702137,1566065300.702211,0.073910,0.001669
462,1566065301.702138,1566065301.702203,0.064611,-0.000715
463,1566065302.702083,1566065302.702153,0.070810,0.055552
464,1566065303.702139,1566065303.702203,0.064373,-0.056028
465,1566065304.702084,1566065304.702156,0.071764,0.054359
466,1566065305.702142,1566065305.702206,0.064135,-0.057459
467,1566065306.702081,1566065306.702154,0.072718,0.060320
468,1566065307.702143,1566065307.702207,0.064373,-0.061274
469,1566065308.702133,1566065308.702204,0.071049,0.010014
470,1566065309.702134,1566065309.702197,0.063658,-0.000954
471,1566065310.702083,1566065310.702154,0.070333,0.050306
472,1566065311.702140,1566065311.702204,0.064135,-0.056982
473,1566065312.702130,1566065312.702202,0.071287,0.010014
474,1566065313.702140,1566065313.702206,0.065327,-0.010014
475,1566065314.702083,1566065314.702153,0.069618,0.056982
476,1566065315.702137,1566065315.702202,0.064611,-0.054121
477,1566065316.702132,1566065316.702207,0.074148,0.005007
478,1566065317.702136,1566065317.702203,0.067472,-0.003338
479,1566065318.702132,1566065318.702204,0.072241,0.003576
480,1566065319.702084,1566065319.702157,0.072718,0.048161
481,1566065320.702130,1566065320.702201,0.070572,-0.046253
482,1566065321.702084,1566065321.702154,0.070333,0.046253
483,1566065322.702136,1566065322.702212,0.075579,-0.052214
484,1566065323.702136,1566065323.702203,0.066996,0.000715
485,1566065324.702084,1566065324.702157,0.072479,0.051260
486,1566065325.702137,1566065325.702202,0.065804,-0.052214
487,1566065326.702131,1566065326.702204,0.073433,0.005960
