Sequencer Count,Start_Time(in sec),End_Time(in sec),Execution Time(in msec),Jitter(in msec)
488,1566065327.702141,1566065327.702207,0.066042,-0.010252
489,1566065328.702129,1566065328.702202,0.072718,0.011921
490,1566065329.702139,1566065329.702203,0.064135,-0.010252
491,1566065330.702130,1566065330.702203,0.072718,0.009298
492,1566065331.702136,1566065331.702203,0.066519,-0.006199
493,1566065332.702134,1566065332.702204,0.069857,0.001907
494,1566065333.702136,1566065333.702201,0.064850,-0.001907
495,1566065334.702129,1566065334.702199,0.070572,0.007153
496,1566065335.702128,1566065335.702193,0.065088,0.000715
497,1566065336.702132,1566065336.702202,0.069857,-0.003815
498,1566065337.702135,1566065337.702197,0.062704,-0.002623
499,1566065338.702132,1566065338.702203,0.070333,0.002384
500,1566065339.702082,1566065339.702153,0.070810,0.050068
501,1566065340.702082,1566065340.702151,0.068903,-0.000238
502,1566065341.702085,1566065341.702156,0.071526,-0.002146
503,1566065342.702081,1566065342.702152,0.071764,0.003815
504,1566065343.702138,1566065343.702205,0.066757,-0.057697
505,1566065344.702131,1566065344.702202,0.071049,0.007868
506,1566065345.702140,1566065345.702205,0.065565,-0.009298
507,1566065346.702127,1566065346.702199,0.072002,0.012398
508,1566065347.702141,1566065347.702207,0.066757,-0.013113
509,1566065348.702084,1566065348.702157,0.073910,0.056982
510,1566065349.702085,1566065349.702156,0.070810,-0.001669
511,1566065350.702082,1566065350.702152,0.070333,0.003338
512,1566065351.702141,1566065351.702206,0.065088,-0.058651
513,1566065352.702084,1566065352.702154,0.070095,0.056744
514,1566065353.702139,1566065353.702205,0.066757,-0.054836
515,1566065354.702142,1566065354.702215,0.072956,-0.003099
516,1566065355.702080,1566065355.702144,0.064135,0.061989
517,1566065356.702138,1566065356.702203,0.064373,-0.058413
518,1566065357.702139,1566065357.702204,0.065565,-0.000715
519,1566065358.702133,1566065358.702202,0.069141,0.006199
520,1566065359.702082,1566065359.702156,0.073433,0.050545
521,1566065360.702133,1566065360.702204,0.071049,-0.050783
522,1566065361.702139,1566065361.702202,0.063419,-0.005722
523,1566065362.702128,1566065362.702197,0.068426,0.010252
524,1566065363.702138,1566065363.702205,0.066280,-0.010014
525,1566065364.702131,1566065364.702203,0.071764,0.007153
526,1566065365.702132,1566065365.702196,0.063658,-0.000954
527,1566065366.702128,1566065366.702199,0.071764,0.004530
528,1566065367.702139,1566065367.702205,0.066042,-0.011206
529,1566065368.702084,1566065368.702159,0.075340,0.055075
530,1566065369.702139,1566065369.702206,0.066280,-0.055552
531,1566065370.702130,1566065370.702201,0.071287,0.009298
532,1566065371.702138,1566065371.702203,0.064850,-0.008106
533,1566065372.702081,1566065372.702151,0.069857,0.057220
534,1566065373.702140,1566065373.702204,0.064611,-0.058889
535,1566065374.702086,1566065374.702162,0.076056,0.053644
536,1566065375.702141,1566065375.702206,0.065088,-0.054598
537,1566065376.702095,1566065376.702164,0.069141,0.046253
538,1566065377.702135,1566065377.702200,0.065088,-0.040054
539,1566065378.702090,1566065378.702166,0.076056,0.044346
540,1566065379.702137,1566065379.702204,0.066042,-0.047207
541,1566065380.702082,1566065380.702154,0.072479,0.055790
542,1566065381.702139,1566065381.702204,0.065804,-0.056982
543,1566065382.702084,1566065382.702154,0.070095,0.054359
544,1566065383.702084,1566065383.702156,0.071526,0.000238
545,1566065384.702130,1566065384.702202,0.072241,-0.045538
546,1566065385.702139,1566065385.702204,0.065804,-0.009060
547,1566065386.702129,1566065386.702203,0.073671,0.009298
548,1566065387.702141,1566065387.702206,0.065565,-0.011444
549,1566065388.702130,1566065388.702205,0.075340,0.010729
550,1566065389.702078,1566065389.702141,0.062704,0.051737
551,1566065390.702130,1566065390.702203,0.073433,-0.051260
552,1566065391.702137,1566065391.702201,0.064373,-0.006914
553,1566065392.702082,1566065392.702150,0.068188,0.054836
554,1566065393.702134,1566065393.702201,0.066519,-0.052452
555,1566065394.702130,1566065394.702202,0.071287,0.003815
556,1566065395.702136,1566065395.702203,0.067234,-0.005484
557,1566065396.702081,1566065396.702154,0.072956,0.054359
558,1566065397.702135,1566065397.702199,0.063896,-0.053644
559,1566065398.702085,1566065398.702155,0.070810,0.050545
560,1566065399.702137,1566065399.702202,0.065804,-0.051975
561,1566065400.702084,1566065400.702154,0.070333,0.052452
562,1566065401.702085,1566065401.702155,0.070095,-0.000477
563,1566065402.702083,1566065402.702157,0.074387,0.001669
564,1566065403.702139,1566065403.702204,0.065804,-0.055790
565,1566065404.702132,1566065404.702204,0.072241,0.007153
566,1566065405.702137,1566065405.702204,0.066996,-0.005484
567,1566065406.702129,1566065406.702200,0.070572,0.007868
568,1566065407.702141,1566065407.702205,0.064373,-0.011683
569,1566065408.702083,1566065408.702154,0.071049,0.057697
570,1566065409.702139,1566065409.702204,0.065804,-0.055552
571,1566065410.702134,1566065410.702210,0.075817,0.004530
572,1566065411.702138,1566065411.702205,0.067234,-0.003815
573,1566065412.702083,1566065412.702154,0.071049,0.054598
574,1566065413.702085,1566065413.702156,0.071764,-0.001192
575,1566065414.702081,1566065414.702153,0.072002,0.003576
576,1566065415.702138,1566065415.702200,0.062704,-0.056744
577,1566065416.702149,1566065416.702225,0.076056,-0.011206
578,1566065417.702140,1566065417.702205,0.065088,0.009060
579,1566065418.702130,1566065418.702202,0.072479,0.010252
580,1566065419.702139,1566065419.702204,0.065088,-0.009775
581,1566065420.702139,1566065420.702214,0.075102,0.000238
582,1566065421.702137,1566065421.702204,0.066757,0.002384
583,1566065422.702083,1566065422.702151,0.068188,0.053883
584,1566065423.702139,1566065423.702201,0.061989,-0.056028
585,1566065424.702130,1566065424.702203,0.073433,0.009298
586,1566065425.702135,1566065425.702201,0.066519,-0.005245
587,1566065426.702137,1566065426.702205,0.068426,-0.002146
588,1566065427.702141,1566065427.702206,0.065088,-0.003576
589,1566065428.702134,1566065428.702205,0.070810,0.006437
590,1566065429.702136,1566065429.702201,0.064850,-0.001907
591,1566065430.702143,1566065430.702218,0.075579,-0.006676
592,1566065431.702135,1566065431.702202,0.066996,0.007391
593,1566065432.702131,1566065432.702202,0.071287,0.004768
594,1566065433.702138,1566065433.702204,0.066280,-0.007391
595,1566065434.702129,1566065434.702200,0.070810,0.008583
596,1566065435.702134,1566065435.702201,0.066757,-0.004530
597,1566065436.702082,1566065436.702154,0.072241,0.051975
598,1566065437.702086,1566065437.702157,0.071526,-0.004053
599,1566065438.702149,1566065438.702224,0.075102,-0.063419
600,1566065439.702142,1566065439.702208,0.065565,0.007153
601,1566065440.702084,1566065440.702155,0.070810,0.057936
602,1566065441.702128,1566065441.702190,0.061989,-0.043631
603,1566065442.702132,1566065442.702206,0.074148,-0.004292
604,1566065443.702127,1566065443.702193,0.065565,0.004768
605,1566065444.702127,1566065444.702200,0.072718,0.000000
606,1566065445.702139,1566065445.702205,0.066280,-0.011444
607,1566065446.702139,1566065446.702213,0.074148,-0.000238
608,1566065447.702135,1566065447.702203,0.067472,0.004053
609,1566065448.702132,1566065448.702202,0.070333,0.003099
610,1566065449.702084,1566065449.702156,0.071526,0.047684
611,1566065450.702132,1566065450.702204,0.071526,-0.047922
612,1566065451.702138,1566065451.702204,0.066042,-0.005722
613,1566065452.702080,1566065452.702149,0.069380,0.058174
614,1566065453.702135,1566065453.702201,0.066042,-0.055552
615,1566065454.702137,1566065454.702212,0.075102,-0.001192
616,1566065455.702137,1566065455.702200,0.063181,-0.000477
617,1566065456.702133,1566065456.702207,0.073671,0.003815
618,1566065457.702140,1566065457.702205,0.064850,-0.006914
619,1566065458.702129,1566065458.702201,0.072002,0.011444
620,1566065459.702085,1566065459.702160,0.075102,0.043869
621,1566065460.702083,1566065460.702152,0.068903,0.001669
622,1566065461.702139,1566065461.702207,0.068665,-0.055552
623,1566065462.702140,1566065462.702216,0.075817,-0.001192
624,1566065463.702136,1566065463.702201,0.065327,0.003815
625,1566065464.702133,1566065464.702205,0.072002,0.003338
626,1566065465.702136,1566065465.702200,0.064135,-0.003576
627,1566065466.702087,1566065466.702161,0.074148,0.049353
628,1566065467.702143,1566065467.702209,0.065327,-0.056267
629,1566065468.702083,1566065468.702152,0.069380,0.060081
630,1566065469.702139,1566065469.702204,0.064373,-0.056028
631,1566065470.702137,1566065470.702210,0.073910,0.002623
632,1566065471.702127,1566065471.702194,0.067949,0.010014
633,1566065472.702131,1566065472.702202,0.070572,-0.004768
634,1566065473.702136,1566065473.702200,0.063658,-0.005007
635,1566065474.702129,1566065474.702199,0.070095,0.007153
636,1566065475.702138,1566065475.702204,0.065804,-0.008821
637,1566065476.702131,1566065476.702202,0.071287,0.007391
638,1566065477.702088,1566065477.702157,0.068426,0.042439
639,1566065478.702132,1566065478.702204,0.071526,-0.044107
640,1566065479.702136,1566065479.702201,0.064611,-0.003815
641,1566065480.702083,1566065480.702153,0.069380,0.052691
642,1566065481.702137,1566065481.702202,0.064373,-0.054121
643,1566065482.702086,1566065482.702157,0.071526,0.051737
644,1566065483.702083,1566065483.702153,0.070095,0.002861
645,1566065484.702136,1566065484.702208,0.072718,-0.052691
646,1566065485.702139,1566065485.702203,0.064611,-0.003099
647,1566065486.702138,1566065486.702211,0.073195,0.000477
648,1566065487.702140,1566065487.702202,0.061750,-0.001907
649,1566065488.702129,1566065488.702201,0.072241,0.011206
650,1566065489.702138,1566065489.702200,0.061989,-0.009298
651,1566065490.702089,1566065490.702162,0.073433,0.049591
652,1566065491.702139,1566065491.702204,0.065327,-0.050545
653,1566065492.702082,1566065492.702153,0.071764,0.057459
654,1566065493.702134,1566065493.702201,0.067472,-0.052214
655,1566065494.702083,1566065494.702151,0.067711,0.050783
656,1566065495.702130,1566065495.702191,0.061512,-0.046492
657,1566065496.702128,1566065496.702199,0.070810,0.001192
658,1566065497.702125,1566065497.702187,0.062466,0.003815
659,1566065498.702083,1566065498.702154,0.071287,0.041962
660,1566065499.702127,1566065499.702191,0.063896,-0.044107
661,1566065500.702127,1566065500.702200,0.073433,-0.000238
662,1566065501.702124,1566065501.702189,0.064373,0.002623
663,1566065502.702142,1566065502.702218,0.076056,-0.017881
664,1566065503.702081,1566065503.702147,0.065565,0.061035
665,1566065504.702086,1566065504.702156,0.070572,-0.004530
666,1566065505.702084,1566065505.702152,0.067711,0.001907
667,1566065506.702130,1566065506.702202,0.072479,-0.045776
668,1566065507.702141,1566065507.702205,0.063896,-0.011444
669,1566065508.702135,1566065508.702207,0.072002,0.005722
670,1566065509.702084,1566065509.702156,0.072241,0.051498
671,1566065510.702083,1566065510.702153,0.070333,0.000954
672,1566065511.702138,1566065511.702203,0.065088,-0.055075
673,1566065512.702083,1566065512.702153,0.070095,0.055313
674,1566065513.702139,1566065513.702204,0.065088,-0.056267
675,1566065514.702083,1566065514.702154,0.071049,0.056028
676,1566065515.702138,1566065515.702205,0.066519,-0.055313
677,1566065516.702084,1566065516.702157,0.073195,0.054121
678,1566065517.702139,1566065517.702204,0.064611,-0.054836
679,1566065518.702088,1566065518.702162,0.073195,0.050545
680,1566065519.702134,1566065519.702202,0.067472,-0.046015
681,1566065520.702081,1566065520.702152,0.071287,0.053167
682,1566065521.702141,1566065521.702207,0.066042,-0.059605
683,1566065522.702130,1566065522.702203,0.072956,0.010729
684,1566065523.702153,1566065523.702219,0.065565,-0.023127
685,1566065524.702134,1566065524.702204,0.070333,0.019550
686,1566065525.702141,1566065525.702205,0.064850,-0.006914
687,1566065526.702129,1566065526.702200,0.071526,0.011683
688,1566065527.702138,1566065527.702204,0.065804,-0.009537
689,1566065528.702146,1566065528.702221,0.074863,-0.007391
690,1566065529.702139,1566065529.702204,0.065088,0.006676
691,1566065530.702140,1566065530.702214,0.074625,-0.000477
692,1566065531.702137,1566065531.702202,0.065088,0.002384
693,1566065532.702129,1566065532.702201,0.071526,0.007868
694,1566065533.702140,1566065533.702205,0.065327,-0.010252
695,1566065534.702132,1566065534.702204,0.071287,0.007391
696,1566065535.702139,1566065535.702204,0.064850,-0.006437
697,1566065536.702133,1566065536.702201,0.068665,0.005960
698,1566065537.702086,1566065537.702157,0.071526,0.046968
699,1566065538.702129,1566065538.702200,0.071764,-0.042915
700,1566065539.702140,1566065539.702206,0.066519,-0.010967
701,1566065540.702129,1566065540.702201,0.072241,0.010490
702,1566065541.702136,1566065541.702201,0.065565,-0.006437
703,1566065542.702132,1566065542.702202,0.069618,0.003576
704,1566065543.702142,1566065543.702207,0.064850,-0.010490
705,1566065544.702132,1566065544.702204,0.072241,0.010729
706,1566065545.702139,1566065545.702202,0.062943,-0.007153
707,1566065546.702083,1566065546.702154,0.070333,0.055552
708,1566065547.702131,1566065547.702196,0.064611,-0.047684
709,1566065548.702132,1566065548.702203,0.070810,-0.000715
710,1566065549.702134,1566065549.702201,0.066280,-0.002623
711,1566065550.702131,1566065550.702201,0.069857,0.003338
712,1566065551.702138,1566065551.702202,0.063419,-0.007391
713,1566065552.702136,1566065552.702206,0.070095,0.002623
714,1566065553.702145,1566065553.702210,0.065327,-0.008821
715,1566065554.702086,1566065554.702155,0.069618,0.058889
716,1566065555.702085,1566065555.702158,0.073671,0.000954
717,1566065556.702132,1566065556.702201,0.069380,-0.046968
718,1566065557.702140,1566065557.702203,0.062466,-0.008583
719,1566065558.702132,1566065558.702203,0.071049,0.008345
720,1566065559.702134,1566065559.702200,0.065565,-0.002146
721,1566065560.702139,1566065560.702218,0.079155,-0.005007
722,1566065561.702135,1566065561.702200,0.064611,0.003815
723,1566065562.702084,1566065562.702154,0.070095,0.051022
724,1566065563.702137,1566065563.702202,0.065804,-0.052214
725,1566065564.702132,1566065564.702203,0.071526,0.005007
726,1566065565.702084,1566065565.702155,0.071287,0.047445
727,1566065566.702085,1566065566.702161,0.075340,-0.001431
728,1566065567.702144,1566065567.702208,0.063658,-0.058651
729,1566065568.702083,1566065568.702153,0.069857,0.060797
730,1566065569.702085,1566065569.702157,0.071764,-0.001431
731,1566065570.702130,1566065570.702201,0.071287,-0.044823
732,1566065571.702130,1566065571.702193,0.063896,0.000000
733,1566065572.702136,1566065572.702206,0.069857,-0.006437
734,1566065573.702139,1566065573.702204,0.064373,-0.003099
735,1566065574.702128,1566065574.702199,0.070095,0.010729
736,1566065575.702138,1566065575.702202,0.064135,-0.009537
737,1566065576.702086,1566065576.702158,0.071764,0.051498
738,1566065577.702142,1566065577.702205,0.063181,-0.055313
739,1566065578.702080,1566065578.702152,0.071287,0.061512
740,1566065579.702138,1566065579.702204,0.066042,-0.058174
741,1566065580.702134,1566065580.702203,0.069380,0.004768
742,1566065581.702079,1566065581.702143,0.063896,0.054598
743,1566065582.702133,1566065582.702201,0.067949,-0.053883
744,1566065583.702141,1566065583.702207,0.066280,-0.007868
745,1566065584.702083,1566065584.702153,0.069857,0.057936
746,1566065585.702138,1566065585.702203,0.065565,-0.054836
747,1566065586.702143,1566065586.702220,0.076771,-0.005484
748,1566065587.702130,1566065587.702196,0.066042,0.013113
749,1566065588.702127,1566065588.702200,0.072718,0.002623
750,1566065589.702139,1566065589.702205,0.065565,-0.011921
751,1566065590.702085,1566065590.702154,0.068665,0.053883
752,1566065591.702137,1566065591.702202,0.065327,-0.051022
753,1566065592.702135,1566065592.702205,0.070333,0.001669
754,1566065593.702141,1566065593.702207,0.065565,-0.006199
755,1566065594.702133,1566065594.702202,0.068665,0.008106
756,1566065595.702142,1566065595.702205,0.063419,-0.008821
757,1566065596.702085,1566065596.702163,0.078678,0.056982
758,1566065597.702138,1566065597.702200,0.062466,-0.052929
759,1566065598.702132,1566065598.702201,0.069141,0.005960
760,1566065599.702081,1566065599.702151,0.069618,0.050783
761,1566065600.702131,1566065600.702197,0.065565,-0.050068
762,1566065601.702126,1566065601.702189,0.063419,0.005484
763,1566065602.702127,1566065602.702199,0.072002,-0.001431
764,1566065603.702140,1566065603.702205,0.065088,-0.013351
765,1566065604.702133,1566065604.702204,0.070810,0.007153
766,1566065605.702134,1566065605.702200,0.065565,-0.001192
767,1566065606.702082,1566065606.702152,0.069857,0.051975
768,1566065607.702084,1566065607.702156,0.072479,-0.001431
769,1566065608.702129,1566065608.702201,0.072002,-0.045538
770,1566065609.702139,1566065609.702205,0.065804,-0.009537
771,1566065610.702085,1566065610.702157,0.071526,0.053644
772,1566065611.702084,1566065611.702155,0.071526,0.001431
773,1566065612.702084,1566065612.702159,0.075102,0.000000
774,1566065613.702135,1566065613.702199,0.064611,-0.050783
775,1566065614.702138,1566065614.702208,0.069618,-0.003338
776,1566065615.702138,1566065615.702203,0.065088,0.000238
777,1566065616.702084,1566065616.702155,0.071287,0.054121
778,1566065617.702142,1566065617.702204,0.061750,-0.058413
779,1566065618.702083,1566065618.702151,0.068188,0.059128
780,1566065619.702136,1566065619.702203,0.066996,-0.052691
781,1566065620.702137,1566065620.702208,0.070810,-0.001431
782,1566065621.702140,1566065621.702206,0.066280,-0.002861
783,1566065622.702131,1566065622.702204,0.072479,0.008583
784,1566065623.702134,1566065623.702199,0.064611,-0.003099
785,1566065624.702140,1566065624.702215,0.074863,-0.005960
786,1566065625.702084,1566065625.702154,0.069380,0.056028
787,1566065626.702128,1566065626.702200,0.072002,-0.043392
788,1566065627.702137,1566065627.702202,0.064611,-0.009775
789,1566065628.702081,1566065628.702152,0.070572,0.056267
790,1566065629.702139,1566065629.702203,0.064373,-0.057459
791,1566065630.702133,1566065630.702203,0.069141,0.005245
792,1566065631.702135,1566065631.702203,0.067949,-0.001431
793,1566065632.702082,1566065632.702153,0.071764,0.053167
794,1566065633.702139,1566065633.702203,0.063658,-0.057697
795,1566065634.702130,1566065634.702202,0.071764,0.009060
796,1566065635.702137,1566065635.702200,0.063658,-0.006437
797,1566065636.702085,1566065636.702155,0.069857,0.051260
798,1566065637.702139,1566065637.702204,0.064850,-0.053883
799,1566065638.702140,1566065638.702216,0.076532,-0.000238
800,1566065639.702130,1566065639.702195,0.065088,0.009775
801,1566065640.702129,1566065640.702201,0.071764,0.000954
802,1566065641.702137,1566065641.702204,0.066042,-0.008583
803,1566065642.702092,1566065642.702181,0.088453,0.045300
804,1566065643.702130,1566065643.702201,0.070810,-0.037909
805,1566065644.702085,1566065644.702147,0.061274,0.044823
806,1566065645.702093,1566065645.702168,0.075340,-0.007391
807,1566065646.702085,1566065646.702152,0.066519,0.007153
808,1566065647.702084,1566065647.702155,0.071049,0.001431
809,1566065648.702138,1566065648.702205,0.066996,-0.054359
810,1566065649.702090,1566065649.702165,0.075102,0.048637
811,1566065650.702140,1566065650.702205,0.065565,-0.049829
812,1566065651.702137,1566065651.702207,0.069857,0.002384
813,1566065652.702128,1566065652.702197,0.068665,0.008821
814,1566065653.702086,1566065653.702157,0.071526,0.042677
815,1566065654.702086,1566065654.702170,0.084639,0.000000
816,1566065655.702134,1566065655.702197,0.062704,-0.048637
817,1566065656.702083,1566065656.702155,0.072718,0.051737
818,1566065657.702085,1566065657.702155,0.069857,-0.002146
819,1566065658.702086,1566065658.702152,0.066280,-0.001192
820,1566065659.702131,1566065659.702204,0.073671,-0.044823
821,1566065660.702131,1566065660.702205,0.073433,-0.000477
822,1566065661.702131,1566065661.702203,0.072241,0.000238
823,1566065662.702130,1566065662.702202,0.072002,0.000954
824,1566065663.702084,1566065663.702155,0.071526,0.046253
825,1566065664.702129,1566065664.702200,0.070810,-0.045061
826,1566065665.702082,1566065665.702153,0.071049,0.046968
827,1566065666.702084,1566065666.702146,0.061274,-0.002384
828,1566065667.702089,1566065667.702155,0.066519,-0.004292
829,1566065668.702088,1566065668.702160,0.072479,0.000715
830,1566065669.702095,1566065669.702165,0.069857,-0.006914
831,1566065670.702084,1566065670.702154,0.070095,0.010490
832,1566065671.702084,1566065671.702153,0.069380,0.000477
833,1566065672.702090,1566065672.702163,0.073433,-0.005722
834,1566065673.702087,1566065673.702158,0.071049,0.002146
835,1566065674.702087,1566065674.702157,0.070333,0.000715
836,1566065675.702085,1566065675.702159,0.074387,0.001669
837,1566065676.702088,1566065676.702152,0.063658,-0.003099
838,1566065677.702135,1566065677.702206,0.071049,-0.046968
839,1566065678.702096,1566065678.702165,0.068903,0.039101
840,1566065679.702094,1566065679.702169,0.075579,0.002384
841,1566065680.702086,1566065680.702158,0.072002,0.007153
842,1566065681.702084,1566065681.702154,0.070572,0.002623
843,1566065682.702086,1566065682.702159,0.073195,-0.001907
844,1566065683.702130,1566065683.702196,0.066519,-0.043869
845,1566065684.702129,1566065684.702201,0.071764,0.000238
846,1566065685.702082,1566065685.702153,0.071049,0.047207
847,1566065686.702132,1566065686.702205,0.072479,-0.050306
848,1566065687.702157,1566065687.702227,0.070333,-0.024319
849,1566065688.702082,1566065688.702155,0.073195,0.075102
850,1566065689.702081,1566065689.702152,0.071526,0.000715
851,1566065690.702084,1566065690.702153,0.069141,-0.002623
852,1566065691.702132,1566065691.702205,0.072718,-0.048637
853,1566065692.702137,1566065692.702208,0.070333,-0.005245
854,1566065693.702136,1566065693.702210,0.073671,0.001192
855,1566065694.702081,1566065694.702152,0.071287,0.055075
856,1566065695.702130,1566065695.702202,0.071764,-0.049114
857,1566065696.702083,1566065696.702154,0.070333,0.046968
858,1566065697.702081,1566065697.702151,0.069857,0.002146
859,1566065698.702085,1566065698.702154,0.068903,-0.004292
860,1566065699.702086,1566065699.702158,0.071764,-0.000477
861,1566065700.702082,1566065700.702154,0.071287,0.003576
862,1566065701.702085,1566065701.702152,0.066757,-0.002384
863,1566065702.702130,1566065702.702199,0.068903,-0.045538
864,1566065703.702086,1566065703.702155,0.069380,0.044346
865,1566065704.702135,1566065704.702205,0.070572,-0.048637
866,1566065705.702132,1566065705.702203,0.071287,0.003099
867,1566065706.702131,1566065706.702203,0.072479,0.000715
868,1566065707.702132,1566065707.702205,0.073671,-0.000954
869,1566065708.702137,1566065708.702201,0.064611,-0.005007
870,1566065709.702128,1566065709.702199,0.070810,0.009060
871,1566065710.702083,1566065710.702154,0.071287,0.044823
872,1566065711.702128,1566065711.702198,0.069618,-0.045300
873,1566065712.702133,1566065712.702204,0.071764,-0.004530
874,1566065713.702084,1566065713.702161,0.077009,0.048399
875,1566065714.702140,1566065714.702217,0.076294,-0.056028
876,1566065715.702131,1566065715.702203,0.071287,0.009060
877,1566065716.702131,1566065716.702204,0.073195,0.000477
878,1566065717.702129,1566065717.702201,0.071287,0.001431
879,1566065718.702082,1566065718.702154,0.072479,0.047445
880,1566065719.702133,1566065719.702204,0.070810,-0.051260
881,1566065720.702083,1566065720.702153,0.069857,0.050306
882,1566065721.702081,1566065721.702151,0.070572,0.002146
883,1566065722.702128,1566065722.702201,0.072956,-0.047445
884,1566065723.702131,1566065723.702204,0.072956,-0.003099
885,1566065724.702083,1566065724.702153,0.070095,0.048637
886,1566065725.702083,1566065725.702152,0.068188,-0.000715
887,1566065726.702084,1566065726.702157,0.073195,-0.000954
888,1566065727.702081,1566065727.702155,0.073910,0.003576
889,1566065728.702127,1566065728.702200,0.072956,-0.046253
890,1566065729.702136,1566065729.702213,0.077009,-0.008583
891,1566065730.702139,1566065730.702216,0.077248,-0.003576
892,1566065731.702084,1566065731.702154,0.070572,0.055552
893,1566065732.702080,1566065732.702153,0.072479,0.003099
894,1566065733.702086,1566065733.702172,0.085831,-0.005484
895,1566065734.702083,1566065734.702152,0.068903,0.002861
896,1566065735.702134,1566065735.702204,0.070095,-0.051022
897,1566065736.702132,1566065736.702204,0.072002,0.002384
898,1566065737.702129,1566065737.702203,0.074148,0.002623
899,1566065738.702128,1566065738.702201,0.073433,0.001192
900,1566065739.702083,1566065739.702152,0.068665,0.044584
901,1566065740.702083,1566065740.702154,0.070572,0.000000
902,1566065741.702133,1566065741.702206,0.072956,-0.049353
903,1566065742.702129,1566065742.702202,0.072956,0.003338
904,1566065743.702132,1566065743.702202,0.069857,-0.002861
905,1566065744.702131,1566065744.702202,0.071049,0.001669
906,1566065745.702136,1566065745.702209,0.073195,-0.005484
907,1566065746.702133,1566065746.702205,0.071764,0.002861
908,1566065747.702133,1566065747.702203,0.070572,0.000477
909,1566065748.702132,1566065748.702205,0.072718,0.000477
910,1566065749.702081,1566065749.702152,0.070810,0.050783
911,1566065750.702085,1566065750.702157,0.071764,-0.003576
912,1566065751.702131,1566065751.702201,0.070095,-0.046015
913,1566065752.702133,1566065752.702203,0.070095,-0.001907
914,1566065753.702091,1566065753.702162,0.070333,0.041723
915,1566065754.702130,1566065754.702201,0.070810,-0.038624
916,1566065755.702127,1566065755.702195,0.067472,0.002623
917,1566065756.702132,1566065756.702207,0.074148,-0.005245
918,1566065757.702127,1566065757.702193,0.066042,0.005484
919,1566065758.702082,1566065758.702153,0.071287,0.044823
920,1566065759.702137,1566065759.702194,0.056982,-0.055075
921,1566065760.702132,1566065760.702203,0.070810,0.005484
922,1566065761.702083,1566065761.702153,0.070333,0.049114
923,1566065762.702085,1566065762.702154,0.069141,-0.001907
924,1566065763.702085,1566065763.702157,0.072956,0.000000
925,1566065764.702084,1566065764.702153,0.069380,0.000954
926,1566065765.702134,1566065765.702207,0.072479,-0.050545
927,1566065766.702131,1566065766.702203,0.072241,0.003338
928,1566065767.702140,1566065767.702214,0.074387,-0.009298
929,1566065768.702086,1566065768.702172,0.086546,0.054359
930,1566065769.702129,1566065769.702202,0.072956,-0.043392
931,1566065770.702129,1566065770.702200,0.071287,0.000477
932,1566065771.702130,1566065771.702201,0.071287,-0.001192
933,1566065772.702128,1566065772.702201,0.073195,0.001669
934,1566065773.702080,1566065773.702152,0.072002,0.047684
935,1566065774.702090,1566065774.702158,0.068426,-0.009298
936,1566065775.702134,1566065775.702208,0.073671,-0.044107
937,1566065776.702129,1566065776.702201,0.072002,0.004768
938,1566065777.702135,1566065777.702208,0.073195,-0.005960
939,1566065778.702132,1566065778.702203,0.070810,0.003099
940,1566065779.702135,1566065779.702208,0.072718,-0.002861
941,1566065780.702144,1566065780.702219,0.075102,-0.008821
942,1566065781.702141,1566065781.702215,0.074387,0.002861
943,1566065782.702132,1566065782.702206,0.074625,0.009060
944,1566065783.702083,1566065783.702153,0.069857,0.048637
945,1566065784.702083,1566065784.702154,0.070333,-0.000238
946,1566065785.702083,1566065785.702155,0.071764,0.000477
947,1566065786.702133,1566065786.702206,0.072718,-0.050545
948,1566065787.702082,1566065787.702154,0.072241,0.051737
949,1566065788.702082,1566065788.702151,0.069141,-0.000238
950,1566065789.702128,1566065789.702199,0.070572,-0.046253
951,1566065790.702136,1566065790.702208,0.072479,-0.007391
952,1566065791.702137,1566065791.702209,0.072718,-0.001192
953,1566065792.702130,1566065792.702204,0.073433,0.006437
954,1566065793.702083,1566065793.702152,0.068665,0.046968
955,1566065794.702081,1566065794.702156,0.074387,0.002146
956,1566065795.702085,1566065795.702155,0.070810,-0.003338
957,1566065796.702139,1566065796.702210,0.071287,-0.054121
958,1566065797.702083,1566065797.702153,0.069857,0.055313
959,1566065798.702083,1566065798.702156,0.072956,0.000715
960,1566065799.702129,1566065799.702201,0.072002,-0.046015
961,1566065800.702129,1566065800.702200,0.071049,-0.000238
962,1566065801.702082,1566065801.702157,0.074863,0.046968
963,1566065802.702085,1566065802.702155,0.070095,-0.003338
964,1566065803.702128,1566065803.702199,0.071287,-0.042677
965,1566065804.702082,1566065804.702153,0.070810,0.046015
966,1566065805.702135,1566065805.702206,0.071526,-0.052929
967,1566065806.702084,1566065806.702154,0.070810,0.051260
968,1566065807.702133,1566065807.702202,0.069141,-0.049353
969,1566065808.702083,1566065808.702153,0.070572,0.050068
970,1566065809.702132,1566065809.702202,0.069618,-0.049353
971,1566065810.702127,1566065810.702199,0.071764,0.004768
972,1566065811.702129,1566065811.702202,0.072956,-0.001192
973,1566065812.702129,1566065812.702199,0.070572,-0.000238
974,1566065813.702131,1566065813.702202,0.070810,-0.002384
975,1566065814.702131,1566065814.702198,0.067711,0.000715
976,1566065815.702129,1566065815.702199,0.070333,0.001431
