Sequencer Count,Start_Time(in sec),End_Time(in sec),Execution Time(in msec),Jitter(in msec)
3243,1566078598.607717,1566078598.607789,0.071764,-0.100006
3244,1566078598.707776,1566078598.707848,0.071764,-0.100059
3245,1566078598.807717,1566078598.807784,0.066996,-0.099941
3246,1566078598.907717,1566078598.907790,0.072241,-0.100000
3247,1566078599.007714,1566078599.007788,0.073910,-0.099996
3248,1566078599.107714,1566078599.107780,0.065804,-0.100000
3249,1566078599.207712,1566078599.207783,0.070333,-0.099999
3250,1566078599.307712,1566078599.307779,0.066519,-0.100000
3251,1566078599.407726,1566078599.407797,0.070333,-0.100014
3252,1566078599.507714,1566078599.507789,0.074863,-0.099988
3253,1566078599.607718,1566078599.607783,0.065804,-0.100003
3254,1566078599.707713,1566078599.707787,0.074387,-0.099995
3255,1566078599.807714,1566078599.807789,0.074625,-0.100001
3256,1566078599.907720,1566078599.907799,0.078440,-0.100006
3257,1566078600.007714,1566078600.007787,0.073433,-0.099993
3258,1566078600.107713,1566078600.107781,0.068426,-0.099999
3259,1566078600.207717,1566078600.207785,0.067711,-0.100005
3260,1566078600.307719,1566078600.307793,0.074387,-0.100002
3261,1566078600.407714,1566078600.407789,0.075817,-0.099995
3262,1566078600.507718,1566078600.507785,0.067234,-0.100004
3263,1566078600.607715,1566078600.607787,0.072241,-0.099998
3264,1566078600.707712,1566078600.707781,0.069141,-0.099997
3265,1566078600.807718,1566078600.807795,0.076532,-0.100006
3266,1566078600.907713,1566078600.907787,0.073433,-0.099995
3267,1566078601.007713,1566078601.007779,0.066280,-0.099999
3268,1566078601.107714,1566078601.107792,0.077724,-0.100002
3269,1566078601.207713,1566078601.207783,0.070333,-0.099999
3270,1566078601.307715,1566078601.307784,0.068903,-0.100002
3271,1566078601.407717,1566078601.407785,0.068188,-0.100002
3272,1566078601.507712,1566078601.507783,0.071764,-0.099995
3273,1566078601.607716,1566078601.607787,0.071287,-0.100004
3274,1566078601.707721,1566078601.707793,0.072479,-0.100005
3275,1566078601.807726,1566078601.807781,0.055075,-0.100005
3276,1566078601.907714,1566078601.907786,0.072002,-0.099988
3277,1566078602.007721,1566078602.007796,0.075102,-0.100007
3278,1566078602.107715,1566078602.107794,0.078440,-0.099994
3279,1566078602.207719,1566078602.207796,0.076294,-0.100004
3280,1566078602.307714,1566078602.307788,0.073910,-0.099995
3281,1566078602.407720,1566078602.407796,0.076771,-0.100005
3282,1566078602.507713,1566078602.507783,0.069618,-0.099993
3283,1566078602.607712,1566078602.607782,0.069857,-0.099999
3284,1566078602.707721,1566078602.707796,0.075102,-0.100008
3285,1566078602.807714,1566078602.807788,0.074148,-0.099993
3286,1566078602.907712,1566078602.907783,0.071526,-0.099998
3287,1566078603.007713,1566078603.007786,0.072956,-0.100001
3288,1566078603.107714,1566078603.107784,0.070333,-0.100001
3289,1566078603.207713,1566078603.207785,0.072002,-0.099999
3290,1566078603.307715,1566078603.307803,0.088215,-0.100002
3291,1566078603.407713,1566078603.407783,0.069141,-0.099998
3292,1566078603.507713,1566078603.507781,0.067711,-0.100000
3293,1566078603.607721,1566078603.607792,0.070572,-0.100008
3294,1566078603.707711,1566078603.707779,0.068426,-0.099990
3295,1566078603.807710,1566078603.807777,0.067234,-0.099999
3296,1566078603.907714,1566078603.907787,0.072718,-0.100004
3297,1566078604.007715,1566078604.007797,0.082254,-0.100000
3298,1566078604.107719,1566078604.107804,0.084162,-0.100005
3299,1566078604.207712,1566078604.207777,0.064611,-0.099993
3300,1566078604.307986,1566078604.308058,0.071764,-0.100274
3301,1566078604.407717,1566078604.407791,0.074625,-0.099730
3302,1566078604.507711,1566078604.507781,0.070095,-0.099995
3303,1566078604.607716,1566078604.607791,0.075340,-0.100005
3304,1566078604.707711,1566078604.707784,0.072956,-0.099995
3305,1566078604.807716,1566078604.807786,0.070095,-0.100004
3306,1566078604.907719,1566078604.907791,0.072241,-0.100003
3307,1566078605.007714,1566078605.007791,0.076294,-0.099995
3308,1566078605.107712,1566078605.107784,0.072479,-0.099998
3309,1566078605.207717,1566078605.207798,0.081778,-0.100005
3310,1566078605.307716,1566078605.307785,0.068903,-0.099999
3311,1566078605.407712,1566078605.407782,0.070095,-0.099996
3312,1566078605.507718,1566078605.507784,0.066519,-0.100006
3313,1566078605.607719,1566078605.607797,0.077486,-0.100001
3314,1566078605.707714,1566078605.707776,0.061750,-0.099995
3315,1566078605.807713,1566078605.807780,0.066757,-0.099999
3316,1566078605.907714,1566078605.907782,0.067472,-0.100001
3317,1566078606.007717,1566078606.007797,0.080109,-0.100003
3318,1566078606.107721,1566078606.107797,0.076294,-0.100003
3319,1566078606.207715,1566078606.207789,0.073671,-0.099994
3320,1566078606.307716,1566078606.307785,0.069141,-0.100001
3321,1566078606.407712,1566078606.407778,0.066042,-0.099996
3322,1566078606.507715,1566078606.507789,0.073671,-0.100003
3323,1566078606.607711,1566078606.607780,0.069380,-0.099996
3324,1566078606.707741,1566078606.707810,0.069618,-0.100029
3325,1566078606.807715,1566078606.807786,0.070810,-0.099975
3326,1566078606.907717,1566078606.907788,0.071287,-0.100002
3327,1566078607.007728,1566078607.007797,0.068903,-0.100011
3328,1566078607.107714,1566078607.107788,0.074387,-0.099986
3329,1566078607.207725,1566078607.207795,0.069857,-0.100011
3330,1566078607.307721,1566078607.307798,0.077009,-0.099996
3331,1566078607.407715,1566078607.407782,0.067234,-0.099993
3332,1566078607.507713,1566078607.507789,0.075340,-0.099999
3333,1566078607.607714,1566078607.607782,0.067711,-0.100001
3334,1566078607.707718,1566078607.707796,0.077963,-0.100003
3335,1566078607.807713,1566078607.807787,0.073910,-0.099995
3336,1566078607.907713,1566078607.907787,0.074625,-0.100000
3337,1566078608.007711,1566078608.007781,0.069141,-0.099999
3338,1566078608.107712,1566078608.107780,0.068903,-0.100000
3339,1566078608.207711,1566078608.207782,0.070810,-0.100000
3340,1566078608.307713,1566078608.307786,0.073195,-0.100002
3341,1566078608.407716,1566078608.407792,0.076056,-0.100003
3342,1566078608.507713,1566078608.507783,0.069618,-0.099998
3343,1566078608.607711,1566078608.607783,0.072479,-0.099998
3344,1566078608.707712,1566078608.707783,0.070572,-0.100001
3345,1566078608.807712,1566078608.807779,0.067234,-0.100000
3346,1566078608.907714,1566078608.907797,0.083447,-0.100002
3347,1566078609.007714,1566078609.007792,0.077486,-0.100000
3348,1566078609.107717,1566078609.107786,0.068903,-0.100003
3349,1566078609.207715,1566078609.207779,0.064850,-0.099997
3350,1566078609.307715,1566078609.307793,0.078678,-0.100000
3351,1566078609.407724,1566078609.407802,0.078201,-0.100009
3352,1566078609.507715,1566078609.507785,0.070333,-0.099991
3353,1566078609.607720,1566078609.607793,0.072479,-0.100005
3354,1566078609.707769,1566078609.707839,0.070333,-0.100048
3355,1566078609.807717,1566078609.807791,0.073910,-0.099948
3356,1566078609.907716,1566078609.907803,0.086546,-0.099999
3357,1566078610.007716,1566078610.007785,0.068903,-0.100000
3358,1566078610.107715,1566078610.107780,0.065088,-0.099998
3359,1566078610.207713,1566078610.207785,0.071526,-0.099998
3360,1566078610.307723,1566078610.307816,0.092983,-0.100010
3361,1566078610.407713,1566078610.407783,0.069857,-0.099989
3362,1566078610.507716,1566078610.507794,0.077486,-0.100003
3363,1566078610.607715,1566078610.607783,0.068426,-0.099998
3364,1566078610.707717,1566078610.707785,0.067711,-0.100003
3365,1566078610.807711,1566078610.807781,0.069857,-0.099994
3366,1566078610.907715,1566078610.907792,0.076771,-0.100004
3367,1566078611.007716,1566078611.007797,0.081301,-0.100001
3368,1566078611.107717,1566078611.107794,0.077009,-0.100001
3369,1566078611.207715,1566078611.207783,0.067711,-0.099999
3370,1566078611.307724,1566078611.307796,0.072241,-0.100008
3371,1566078611.407716,1566078611.407787,0.070810,-0.099993
3372,1566078611.507726,1566078611.507805,0.079155,-0.100009
3373,1566078611.607716,1566078611.607785,0.069141,-0.099990
3374,1566078611.707714,1566078611.707781,0.066757,-0.099998
3375,1566078611.807715,1566078611.807789,0.073433,-0.100002
3376,1566078611.907719,1566078611.907799,0.080109,-0.100003
3377,1566078612.007713,1566078612.007774,0.060558,-0.099995
3378,1566078612.107717,1566078612.107793,0.075817,-0.100004
3379,1566078612.207711,1566078612.207781,0.070333,-0.099994
3380,1566078612.307713,1566078612.307785,0.072241,-0.100002
3381,1566078612.407714,1566078612.407785,0.070572,-0.100001
3382,1566078612.507716,1566078612.507789,0.073433,-0.100002
3383,1566078612.607720,1566078612.607795,0.075579,-0.100004
3384,1566078612.707711,1566078612.707777,0.066042,-0.099991
3385,1566078612.807714,1566078612.807788,0.074148,-0.100003
3386,1566078612.907711,1566078612.907778,0.066996,-0.099997
3387,1566078613.007716,1566078613.007791,0.075579,-0.100005
3388,1566078613.107718,1566078613.107791,0.073910,-0.100002
3389,1566078613.207712,1566078613.207784,0.071764,-0.099994
3390,1566078613.307715,1566078613.307792,0.077009,-0.100003
3391,1566078613.407712,1566078613.407784,0.072718,-0.099997
3392,1566078613.507715,1566078613.507782,0.066519,-0.100003
3393,1566078613.607710,1566078613.607777,0.066996,-0.099995
3394,1566078613.707716,1566078613.707791,0.074625,-0.100006
3395,1566078613.807716,1566078613.807788,0.072479,-0.100000
3396,1566078613.907714,1566078613.907783,0.068903,-0.099998
3397,1566078614.007716,1566078614.007794,0.077963,-0.100002
3398,1566078614.107714,1566078614.107787,0.072479,-0.099999
3399,1566078614.207714,1566078614.207791,0.077009,-0.100000
3400,1566078614.307715,1566078614.307783,0.068188,-0.100001
3401,1566078614.407713,1566078614.407786,0.072479,-0.099998
3402,1566078614.507721,1566078614.507801,0.079632,-0.100008
3403,1566078614.607715,1566078614.607787,0.072002,-0.099994
3404,1566078614.707716,1566078614.707782,0.066280,-0.100000
3405,1566078614.807714,1566078614.807793,0.079393,-0.099998
3406,1566078614.907713,1566078614.907787,0.073433,-0.100000
3407,1566078615.007715,1566078615.007792,0.077009,-0.100002
3408,1566078615.107715,1566078615.107793,0.077724,-0.100000
3409,1566078615.207718,1566078615.207790,0.072002,-0.100003
3410,1566078615.307732,1566078615.307857,0.125170,-0.100014
3411,1566078615.407711,1566078615.407783,0.071764,-0.099979
3412,1566078615.507717,1566078615.507792,0.074148,-0.100006
3413,1566078615.607714,1566078615.607790,0.076532,-0.099997
3414,1566078615.707716,1566078615.707788,0.072241,-0.100002
3415,1566078615.807714,1566078615.807787,0.073195,-0.099998
3416,1566078615.907717,1566078615.907790,0.073433,-0.100003
3417,1566078616.007714,1566078616.007785,0.071526,-0.099997
3418,1566078616.107714,1566078616.107787,0.073433,-0.100000
3419,1566078616.207717,1566078616.207790,0.073195,-0.100003
3420,1566078616.307713,1566078616.307784,0.070572,-0.099996
3421,1566078616.407724,1566078616.407799,0.074387,-0.100011
3422,1566078616.507719,1566078616.507788,0.069141,-0.099994
3423,1566078616.607712,1566078616.607785,0.072718,-0.099993
3424,1566078616.707716,1566078616.707793,0.077009,-0.100003
3425,1566078616.807711,1566078616.807775,0.063896,-0.099996
3426,1566078616.907715,1566078616.907806,0.090837,-0.100004
3427,1566078617.007714,1566078617.007781,0.067472,-0.099999
3428,1566078617.107713,1566078617.107782,0.068665,-0.099999
3429,1566078617.207718,1566078617.207785,0.066996,-0.100005
3430,1566078617.307720,1566078617.307800,0.079870,-0.100002
3431,1566078617.407718,1566078617.407804,0.085831,-0.099998
3432,1566078617.507721,1566078617.507797,0.076294,-0.100003
3433,1566078617.607717,1566078617.607790,0.073671,-0.099996
3434,1566078617.707714,1566078617.707781,0.067234,-0.099997
3435,1566078617.807717,1566078617.807808,0.091076,-0.100003
3436,1566078617.907714,1566078617.907788,0.073433,-0.099998
3437,1566078618.007714,1566078618.007787,0.072718,-0.100000
3438,1566078618.107715,1566078618.107788,0.072718,-0.100001
3439,1566078618.207756,1566078618.207831,0.074387,-0.100041
3440,1566078618.307712,1566078618.307784,0.071764,-0.099956
3441,1566078618.407713,1566078618.407783,0.069380,-0.100001
3442,1566078618.507713,1566078618.507786,0.072956,-0.100000
3443,1566078618.607716,1566078618.607787,0.070572,-0.100003
3444,1566078618.707726,1566078618.707820,0.094175,-0.100009
3445,1566078618.807712,1566078618.807780,0.067949,-0.099986
3446,1566078618.907717,1566078618.907793,0.076294,-0.100005
3447,1566078619.007714,1566078619.007787,0.072718,-0.099998
3448,1566078619.107712,1566078619.107782,0.069618,-0.099998
3449,1566078619.207714,1566078619.207783,0.068665,-0.100002
3450,1566078619.307714,1566078619.307788,0.074863,-0.099999
3451,1566078619.407715,1566078619.407784,0.068903,-0.100002
3452,1566078619.507717,1566078619.507786,0.069380,-0.100001
3453,1566078619.607716,1566078619.607785,0.069618,-0.099999
3454,1566078619.707713,1566078619.707784,0.071764,-0.099997
3455,1566078619.807712,1566078619.807778,0.065804,-0.100000
3456,1566078619.907715,1566078619.907786,0.070572,-0.100003
3457,1566078620.007712,1566078620.007782,0.069857,-0.099997
3458,1566078620.107715,1566078620.107780,0.065088,-0.100003
3459,1566078620.207711,1566078620.207780,0.069380,-0.099996
3460,1566078620.307713,1566078620.307787,0.073671,-0.100002
3461,1566078620.407720,1566078620.407786,0.065565,-0.100007
3462,1566078620.507715,1566078620.507788,0.073195,-0.099994
3463,1566078620.607713,1566078620.607786,0.073671,-0.099998
3464,1566078620.707719,1566078620.707795,0.076771,-0.100006
3465,1566078620.807717,1566078620.807788,0.070810,-0.099999
3466,1566078620.907719,1566078620.907785,0.065565,-0.100002
3467,1566078621.007719,1566078621.007792,0.073433,-0.100000
3468,1566078621.107713,1566078621.107788,0.074625,-0.099994
3469,1566078621.207713,1566078621.207777,0.063181,-0.100000
3470,1566078621.307721,1566078621.307806,0.085354,-0.100008
3471,1566078621.407711,1566078621.407782,0.070572,-0.099990
3472,1566078621.507718,1566078621.507793,0.075340,-0.100007
3473,1566078621.607712,1566078621.607773,0.061512,-0.099994
3474,1566078621.707716,1566078621.707780,0.063181,-0.100005
3475,1566078621.807721,1566078621.807801,0.079632,-0.100004
3476,1566078621.907714,1566078621.907791,0.077248,-0.099993
3477,1566078622.007719,1566078622.007795,0.076532,-0.100004
3478,1566078622.107714,1566078622.107792,0.078440,-0.099995
3479,1566078622.207716,1566078622.207796,0.080109,-0.100002
3480,1566078622.307715,1566078622.307792,0.077248,-0.099999
3481,1566078622.407713,1566078622.407782,0.068665,-0.099998
3482,1566078622.507713,1566078622.507783,0.069618,-0.100000
3483,1566078622.607713,1566078622.607781,0.068188,-0.099999
3484,1566078622.707717,1566078622.707787,0.069857,-0.100005
3485,1566078622.807711,1566078622.807786,0.074625,-0.099993
3486,1566078622.907714,1566078622.907778,0.064135,-0.100003
3487,1566078623.007711,1566078623.007774,0.063181,-0.099997
3488,1566078623.107714,1566078623.107785,0.071287,-0.100003
3489,1566078623.207714,1566078623.207784,0.070333,-0.100000
3490,1566078623.307718,1566078623.307796,0.077486,-0.100004
3491,1566078623.407711,1566078623.407778,0.067472,-0.099992
3492,1566078623.507720,1566078623.507798,0.077963,-0.100010
3493,1566078623.607716,1566078623.607790,0.073195,-0.099996
3494,1566078623.707715,1566078623.707788,0.072241,-0.099999
3495,1566078623.807712,1566078623.807778,0.066280,-0.099997
3496,1566078623.907715,1566078623.907785,0.069857,-0.100003
3497,1566078624.007715,1566078624.007799,0.084162,-0.100000
3498,1566078624.107709,1566078624.107773,0.063658,-0.099994
3499,1566078624.207712,1566078624.207781,0.068903,-0.100003
3500,1566078624.307719,1566078624.307791,0.072002,-0.100007
3501,1566078624.407716,1566078624.407785,0.069857,-0.099997
3502,1566078624.507714,1566078624.507781,0.067234,-0.099998
3503,1566078624.607712,1566078624.607780,0.067472,-0.099998
3504,1566078624.707714,1566078624.707783,0.069141,-0.100002
3505,1566078624.807713,1566078624.807783,0.070333,-0.099999
3506,1566078624.907713,1566078624.907785,0.071526,-0.100001
3507,1566078625.007712,1566078625.007781,0.068903,-0.099999
3508,1566078625.107714,1566078625.107792,0.078201,-0.100002
3509,1566078625.207722,1566078625.207797,0.075340,-0.100008
3510,1566078625.307717,1566078625.307786,0.068665,-0.099995
3511,1566078625.407720,1566078625.407801,0.081062,-0.100003
3512,1566078625.507711,1566078625.507776,0.065327,-0.099991
3513,1566078625.607711,1566078625.607779,0.068188,-0.100000
3514,1566078625.707730,1566078625.707803,0.072718,-0.100019
3515,1566078625.807714,1566078625.807791,0.077486,-0.099984
3516,1566078625.907715,1566078625.907784,0.068903,-0.100001
3517,1566078626.007712,1566078626.007781,0.068903,-0.099997
3518,1566078626.107716,1566078626.107787,0.071049,-0.100005
3519,1566078626.207717,1566078626.207789,0.072479,-0.100001
3520,1566078626.307719,1566078626.307796,0.077486,-0.100002
3521,1566078626.407719,1566078626.407791,0.072002,-0.100001
3522,1566078626.507715,1566078626.507785,0.070333,-0.099995
3523,1566078626.607712,1566078626.607780,0.068188,-0.099998
3524,1566078626.707717,1566078626.707785,0.068665,-0.100005
3525,1566078626.807724,1566078626.807798,0.073671,-0.100007
3526,1566078626.907713,1566078626.907781,0.068188,-0.099989
3527,1566078627.007714,1566078627.007784,0.070333,-0.100001
3528,1566078627.107710,1566078627.107774,0.064850,-0.099996
3529,1566078627.207716,1566078627.207791,0.075817,-0.100006
3530,1566078627.307716,1566078627.307785,0.068903,-0.100001
3531,1566078627.407713,1566078627.407776,0.063658,-0.099996
3532,1566078627.507723,1566078627.507794,0.071287,-0.100010
3533,1566078627.607713,1566078627.607782,0.068665,-0.099991
3534,1566078627.707713,1566078627.707785,0.072002,-0.099999
3535,1566078627.807714,1566078627.807786,0.071526,-0.100002
3536,1566078627.907713,1566078627.907788,0.074625,-0.099998
3537,1566078628.007712,1566078628.007785,0.073195,-0.099999
3538,1566078628.107815,1566078628.107889,0.074148,-0.100103
3539,1566078628.207715,1566078628.207791,0.076294,-0.099900
3540,1566078628.307715,1566078628.307786,0.071287,-0.100000
3541,1566078628.407715,1566078628.407784,0.069141,-0.100000
3542,1566078628.507715,1566078628.507782,0.066996,-0.100000
3543,1566078628.607715,1566078628.607785,0.070095,-0.100000
3544,1566078628.707715,1566078628.707784,0.069380,-0.100000
3545,1566078628.807711,1566078628.807776,0.064850,-0.099997
3546,1566078628.907716,1566078628.907787,0.070333,-0.100005
3547,1566078629.007715,1566078629.007787,0.071526,-0.099999
3548,1566078629.107717,1566078629.107782,0.065565,-0.100001
3549,1566078629.207717,1566078629.207791,0.074387,-0.100000
3550,1566078629.307714,1566078629.307785,0.070810,-0.099997
3551,1566078629.407720,1566078629.407791,0.071049,-0.100006
3552,1566078629.507716,1566078629.507784,0.068188,-0.099996
3553,1566078629.607718,1566078629.607785,0.067472,-0.100002
3554,1566078629.707716,1566078629.707803,0.087500,-0.099998
3555,1566078629.807716,1566078629.807783,0.066757,-0.100001
3556,1566078629.907713,1566078629.907786,0.072479,-0.099997
3557,1566078630.007712,1566078630.007780,0.068426,-0.099998
3558,1566078630.107719,1566078630.107795,0.075817,-0.100007
3559,1566078630.207713,1566078630.207784,0.071049,-0.099994
3560,1566078630.307711,1566078630.307786,0.075340,-0.099998
3561,1566078630.407716,1566078630.407785,0.069618,-0.100005
3562,1566078630.507711,1566078630.507775,0.063896,-0.099995
3563,1566078630.607720,1566078630.607797,0.077009,-0.100009
3564,1566078630.707711,1566078630.707777,0.065565,-0.099991
3565,1566078630.807721,1566078630.807791,0.069618,-0.100010
3566,1566078630.907771,1566078630.907839,0.068665,-0.100049
3567,1566078631.007714,1566078631.007793,0.079393,-0.099943
3568,1566078631.107719,1566078631.107819,0.099659,-0.100005
3569,1566078631.207718,1566078631.207789,0.070333,-0.099999
3570,1566078631.307712,1566078631.307781,0.068665,-0.099994
3571,1566078631.407727,1566078631.407798,0.071049,-0.100014
3572,1566078631.507713,1566078631.507790,0.076294,-0.099987
3573,1566078631.607717,1566078631.607787,0.070333,-0.100003
3574,1566078631.707713,1566078631.707774,0.060797,-0.099997
3575,1566078631.807715,1566078631.807780,0.064850,-0.100002
3576,1566078631.907711,1566078631.907779,0.068426,-0.099996
3577,1566078632.007716,1566078632.007796,0.079393,-0.100005
3578,1566078632.107733,1566078632.107873,0.139952,-0.100017
3579,1566078632.207712,1566078632.207789,0.076771,-0.099979
3580,1566078632.307772,1566078632.307849,0.077248,-0.100059
3581,1566078632.407712,1566078632.407780,0.067949,-0.099941
3582,1566078632.507719,1566078632.507784,0.065565,-0.100006
3583,1566078632.607715,1566078632.607788,0.073671,-0.099996
3584,1566078632.707714,1566078632.707782,0.067949,-0.099999
3585,1566078632.807714,1566078632.807783,0.069380,-0.100000
3586,1566078632.907713,1566078632.907782,0.068903,-0.099999
3587,1566078633.007717,1566078633.007786,0.068903,-0.100004
3588,1566078633.107717,1566078633.107786,0.069618,-0.100000
3589,1566078633.207713,1566078633.207782,0.068903,-0.099997
3590,1566078633.307714,1566078633.307787,0.072718,-0.100001
3591,1566078633.407715,1566078633.407781,0.065804,-0.100001
3592,1566078633.507712,1566078633.507781,0.068426,-0.099997
3593,1566078633.607717,1566078633.607790,0.073671,-0.100004
3594,1566078633.707714,1566078633.707782,0.067949,-0.099997
3595,1566078633.807713,1566078633.807781,0.067949,-0.099999
3596,1566078633.907714,1566078633.907785,0.070572,-0.100001
3597,1566078634.007719,1566078634.007798,0.078440,-0.100005
3598,1566078634.107710,1566078634.107773,0.062704,-0.099991
3599,1566078634.207714,1566078634.207795,0.081539,-0.100003
3600,1566078634.307715,1566078634.307784,0.068426,-0.100002
3601,1566078634.407716,1566078634.407786,0.069857,-0.100001
3602,1566078634.507720,1566078634.507792,0.072002,-0.100004
3603,1566078634.607714,1566078634.607789,0.074863,-0.099994
3604,1566078634.707718,1566078634.707796,0.077963,-0.100004
3605,1566078634.807718,1566078634.807793,0.074625,-0.100000
3606,1566078634.907716,1566078634.907786,0.070572,-0.099998
3607,1566078635.007724,1566078635.007809,0.084639,-0.100008
3608,1566078635.107713,1566078635.107791,0.077724,-0.099989
3609,1566078635.207714,1566078635.207782,0.068188,-0.100000
3610,1566078635.307718,1566078635.307793,0.074387,-0.100004
3611,1566078635.407713,1566078635.407783,0.070333,-0.099994
3612,1566078635.507719,1566078635.507788,0.069141,-0.100007
3613,1566078635.607717,1566078635.607800,0.082731,-0.099998
3614,1566078635.707711,1566078635.707776,0.064850,-0.099994
3615,1566078635.807719,1566078635.807793,0.073910,-0.100008
3616,1566078635.907719,1566078635.907793,0.074148,-0.100000
3617,1566078636.007720,1566078636.007792,0.071526,-0.100001
3618,1566078636.107716,1566078636.107789,0.073671,-0.099995
3619,1566078636.207715,1566078636.207794,0.079870,-0.099999
3620,1566078636.307712,1566078636.307787,0.074863,-0.099998
3621,1566078636.407714,1566078636.407785,0.070572,-0.100002
3622,1566078636.507713,1566078636.507781,0.067949,-0.099998
3623,1566078636.607719,1566078636.607797,0.077963,-0.100007
3624,1566078636.707713,1566078636.707778,0.064850,-0.099994
3625,1566078636.807713,1566078636.807789,0.075817,-0.100000
3626,1566078636.907714,1566078636.907778,0.063896,-0.100000
3627,1566078637.007720,1566078637.007795,0.075102,-0.100006
3628,1566078637.107716,1566078637.107795,0.079393,-0.099996
3629,1566078637.207713,1566078637.207784,0.071049,-0.099997
3630,1566078637.307711,1566078637.307779,0.068665,-0.099998
3631,1566078637.407719,1566078637.407787,0.067472,-0.100008
3632,1566078637.507713,1566078637.507780,0.066519,-0.099994
3633,1566078637.607711,1566078637.607793,0.082016,-0.099998
3634,1566078637.707713,1566078637.707784,0.071287,-0.100001
3635,1566078637.807715,1566078637.807790,0.074625,-0.100002
3636,1566078637.907717,1566078637.907789,0.071287,-0.100002
3637,1566078638.007718,1566078638.007800,0.081301,-0.100001
3638,1566078638.107713,1566078638.107781,0.068426,-0.099994
3639,1566078638.207713,1566078638.207785,0.072479,-0.100000
3640,1566078638.307713,1566078638.307783,0.069380,-0.100001
3641,1566078638.407718,1566078638.407791,0.073195,-0.100004
3642,1566078638.507716,1566078638.507791,0.074625,-0.099999
3643,1566078638.607711,1566078638.607782,0.070572,-0.099995
3644,1566078638.707715,1566078638.707783,0.068188,-0.100003
3645,1566078638.807716,1566078638.807789,0.073195,-0.100001
3646,1566078638.907712,1566078638.907778,0.065804,-0.099997
3647,1566078639.007722,1566078639.007797,0.074387,-0.100010
3648,1566078639.107716,1566078639.107787,0.070333,-0.099994
3649,1566078639.207715,1566078639.207785,0.070572,-0.099998
3650,1566078639.307718,1566078639.307793,0.075579,-0.100003
3651,1566078639.407712,1566078639.407783,0.070810,-0.099995
3652,1566078639.507714,1566078639.507793,0.079155,-0.100002
3653,1566078639.607714,1566078639.607786,0.071764,-0.100000
3654,1566078639.707715,1566078639.707784,0.069141,-0.100000
3655,1566078639.807714,1566078639.807781,0.067234,-0.099999
3656,1566078639.907714,1566078639.907785,0.071764,-0.100000
3657,1566078640.007713,1566078640.007782,0.068665,-0.099999
3658,1566078640.107713,1566078640.107774,0.060797,-0.100000
3659,1566078640.207715,1566078640.207778,0.063658,-0.100002
3660,1566078640.307718,1566078640.307792,0.074387,-0.100003
3661,1566078640.407718,1566078640.407793,0.075102,-0.100001
3662,1566078640.507715,1566078640.507791,0.075340,-0.099997
3663,1566078640.607716,1566078640.607783,0.066757,-0.100001
3664,1566078640.707711,1566078640.707776,0.065088,-0.099995
3665,1566078640.807716,1566078640.807790,0.073910,-0.100005
3666,1566078640.907713,1566078640.907781,0.067949,-0.099998
3667,1566078641.007766,1566078641.007831,0.065088,-0.100052
3668,1566078641.107772,1566078641.107838,0.066757,-0.100006
3669,1566078641.207721,1566078641.207791,0.070572,-0.099949
3670,1566078641.307715,1566078641.307788,0.072956,-0.099994
3671,1566078641.407722,1566078641.407795,0.073195,-0.100007
3672,1566078641.507720,1566078641.507789,0.069380,-0.099998
3673,1566078641.607758,1566078641.607822,0.063658,-0.100039
3674,1566078641.707772,1566078641.707836,0.063896,-0.100014
3675,1566078641.807723,1566078641.807791,0.068903,-0.099950
3676,1566078641.907781,1566078641.907863,0.081539,-0.100059
3677,1566078642.007717,1566078642.007790,0.072479,-0.099936
3678,1566078642.107717,1566078642.107788,0.070810,-0.100000
3679,1566078642.207716,1566078642.207794,0.078201,-0.099999
3680,1566078642.307715,1566078642.307793,0.077486,-0.099999
3681,1566078642.407713,1566078642.407786,0.072241,-0.099998
3682,1566078642.507716,1566078642.507790,0.073433,-0.100003
3683,1566078642.607714,1566078642.607790,0.075579,-0.099998
3684,1566078642.707711,1566078642.707785,0.073671,-0.099997
3685,1566078642.807718,1566078642.807788,0.070810,-0.100006
3686,1566078642.907719,1566078642.907793,0.073671,-0.100002
3687,1566078643.007713,1566078643.007781,0.068188,-0.099994
3688,1566078643.107716,1566078643.107789,0.072718,-0.100003
3689,1566078643.207716,1566078643.207788,0.072002,-0.100000
3690,1566078643.307719,1566078643.307798,0.078440,-0.100003
3691,1566078643.407716,1566078643.407794,0.078201,-0.099997
3692,1566078643.507714,1566078643.507788,0.074387,-0.099998
3693,1566078643.607711,1566078643.607779,0.067472,-0.099997
3694,1566078643.707715,1566078643.707783,0.067711,-0.100004
3695,1566078643.807721,1566078643.807789,0.067949,-0.100006
3696,1566078643.907712,1566078643.907779,0.067472,-0.099991
3697,1566078644.007718,1566078644.007807,0.088930,-0.100006
3698,1566078644.107714,1566078644.107783,0.068426,-0.099996
3699,1566078644.207717,1566078644.207788,0.070810,-0.100003
3700,1566078644.307717,1566078644.307788,0.071287,-0.100000
3701,1566078644.407715,1566078644.407781,0.066280,-0.099998
3702,1566078644.507717,1566078644.507788,0.071049,-0.100003
3703,1566078644.607714,1566078644.607785,0.071049,-0.099997
3704,1566078644.707711,1566078644.707775,0.064135,-0.099996
3705,1566078644.807718,1566078644.807791,0.072956,-0.100007
3706,1566078644.907714,1566078644.907785,0.071287,-0.099996
3707,1566078645.007761,1566078645.007831,0.069618,-0.100048
