S1 Count,Start_Time(in sec),End_Time(in sec),Image_Capture_Time(in msec),Jitter(in msec)
990,1566078373.307835,1566078373.322825,14.990807,-0.100001
991,1566078373.407829,1566078373.422747,14.917850,-0.099994
992,1566078373.507875,1566078373.522752,14.876842,-0.100046
993,1566078373.607832,1566078373.622758,14.925957,-0.099957
994,1566078373.707826,1566078373.722740,14.914513,-0.099993
995,1566078373.807858,1566078373.822842,14.984369,-0.100032
996,1566078373.907835,1566078373.922733,14.898777,-0.099977
997,1566078374.007831,1566078374.022775,14.943838,-0.099996
998,1566078374.107826,1566078374.122759,14.932871,-0.099996
999,1566078374.207836,1566078374.222748,14.912128,-0.100009
1000,1566078374.307838,1566078374.322792,14.954090,-0.100002
1001,1566078374.407825,1566078374.422712,14.886141,-0.099988
1002,1566078374.507830,1566078374.522717,14.886379,-0.100005
1003,1566078374.607839,1566078374.622750,14.910698,-0.100008
1004,1566078374.707829,1566078374.722735,14.905691,-0.099990
1005,1566078374.807839,1566078374.822750,14.911413,-0.100010
1006,1566078374.907835,1566078374.922708,14.872551,-0.099997
1007,1566078375.007834,1566078375.022757,14.922619,-0.099999
1008,1566078375.107843,1566078375.122823,14.979839,-0.100009
1009,1566078375.207824,1566078375.222624,14.799595,-0.099982
1010,1566078375.307832,1566078375.322760,14.928818,-0.100007
1011,1566078375.407851,1566078375.422734,14.883280,-0.100019
1012,1566078375.507831,1566078375.522756,14.925241,-0.099980
1013,1566078375.607835,1566078375.622898,15.063763,-0.100004
1014,1566078375.707816,1566078375.722715,14.899492,-0.099981
1015,1566078375.807832,1566078375.822794,14.961481,-0.100017
1016,1566078375.907829,1566078375.922701,14.872313,-0.099996
1017,1566078376.007835,1566078376.022862,15.027046,-0.100006
1018,1566078376.107839,1566078376.122763,14.923811,-0.100004
1019,1566078376.207828,1566078376.222779,14.950752,-0.099989
1020,1566078376.307875,1566078376.322746,14.871359,-0.100047
1021,1566078376.407825,1566078376.422756,14.931202,-0.099950
1022,1566078376.507826,1566078376.522762,14.935493,-0.100002
1023,1566078376.607835,1566078376.622734,14.899254,-0.100008
1024,1566078376.707840,1566078376.722755,14.915466,-0.100005
1025,1566078376.807826,1566078376.822811,14.984608,-0.099986
1026,1566078376.907835,1566078376.922740,14.904261,-0.100009
1027,1566078377.007841,1566078377.022784,14.942646,-0.100006
1028,1566078377.107831,1566078377.122684,14.853001,-0.099989
1029,1566078377.207833,1566078377.222711,14.877558,-0.100002
1030,1566078377.307830,1566078377.322791,14.961243,-0.099997
1031,1566078377.407838,1566078377.422789,14.951468,-0.100008
1032,1566078377.507839,1566078377.522764,14.924765,-0.100002
1033,1566078377.607820,1566078377.622615,14.794827,-0.099980
1034,1566078377.707833,1566078377.722794,14.960527,-0.100013
1035,1566078377.807822,1566078377.822618,14.796257,-0.099989
1036,1566078377.907845,1566078377.922795,14.950514,-0.100023
1037,1566078378.007838,1566078378.022756,14.918804,-0.099993
1038,1566078378.107839,1566078378.122807,14.967442,-0.100002
1039,1566078378.207830,1566078378.222731,14.901400,-0.099991
1040,1566078378.307833,1566078378.322710,14.876842,-0.100004
1041,1566078378.407846,1566078378.422718,14.871597,-0.100013
1042,1566078378.507832,1566078378.522797,14.965534,-0.099985
1043,1566078378.607826,1566078378.622721,14.894247,-0.099995
1044,1566078378.707836,1566078378.722754,14.917850,-0.100010
1045,1566078378.807826,1566078378.822756,14.930248,-0.099989
1046,1566078378.907834,1566078378.922786,14.951944,-0.100008
1047,1566078379.007828,1566078379.022723,14.894724,-0.099994
1048,1566078379.107827,1566078379.122828,15.001059,-0.099999
1049,1566078379.207825,1566078379.222706,14.881134,-0.099998
1050,1566078379.307825,1566078379.322735,14.909744,-0.100000
1051,1566078379.407823,1566078379.422678,14.855146,-0.099998
1052,1566078379.507835,1566078379.522702,14.867306,-0.100012
1053,1566078379.607829,1566078379.622813,14.983654,-0.099994
1054,1566078379.707839,1566078379.722781,14.942169,-0.100010
1055,1566078379.807837,1566078379.822780,14.943123,-0.099997
1056,1566078379.907828,1566078379.922720,14.892578,-0.099991
1057,1566078380.007823,1566078380.022745,14.922380,-0.099995
1058,1566078380.107844,1566078380.122724,14.880180,-0.100021
1059,1566078380.207861,1566078380.222825,14.963865,-0.100017
1060,1566078380.307824,1566078380.322707,14.883280,-0.099963
1061,1566078380.407831,1566078380.422773,14.942169,-0.100007
1062,1566078380.507829,1566078380.522710,14.881372,-0.099998
1063,1566078380.607839,1566078380.622781,14.942169,-0.100010
1064,1566078380.707834,1566078380.722785,14.951229,-0.099995
1065,1566078380.807839,1566078380.822784,14.945507,-0.100005
1066,1566078380.907827,1566078380.922762,14.935732,-0.099988
1067,1566078381.007828,1566078381.022683,14.854431,-0.100002
1068,1566078381.107831,1566078381.122803,14.972448,-0.100003
1069,1566078381.207840,1566078381.222789,14.948845,-0.100009
1070,1566078381.307833,1566078381.322724,14.890432,-0.099993
1071,1566078381.407811,1566078381.422652,14.840841,-0.099978
1072,1566078381.507822,1566078381.522722,14.899731,-0.100011
1073,1566078381.607827,1566078381.622765,14.938593,-0.100004
1074,1566078381.707870,1566078381.722652,14.781952,-0.100043
1075,1566078381.807832,1566078381.822711,14.879465,-0.099962
1076,1566078381.907870,1566078381.922662,14.791727,-0.100039
1077,1566078382.007876,1566078382.022659,14.783621,-0.100005
1078,1566078382.107872,1566078382.122655,14.782190,-0.099997
1079,1566078382.207855,1566078382.222667,14.811754,-0.099983
1080,1566078382.307829,1566078382.322612,14.783144,-0.099974
1081,1566078382.407837,1566078382.422639,14.802456,-0.100008
1082,1566078382.507818,1566078382.522647,14.829874,-0.099981
1083,1566078382.607871,1566078382.622667,14.796257,-0.100053
1084,1566078382.707831,1566078382.722614,14.782429,-0.099960
1085,1566078382.807828,1566078382.822609,14.780998,-0.099997
1086,1566078382.907828,1566078382.922606,14.777899,-0.100000
1087,1566078383.007876,1566078383.022665,14.788151,-0.100048
1088,1566078383.107875,1566078383.122683,14.808178,-0.099999
1089,1566078383.207814,1566078383.222738,14.923334,-0.099939
1090,1566078383.307839,1566078383.322743,14.903784,-0.100025
1091,1566078383.407829,1566078383.422773,14.943600,-0.099990
1092,1566078383.507829,1566078383.522737,14.907837,-0.100000
1093,1566078383.607825,1566078383.622730,14.904261,-0.099996
1094,1566078383.707827,1566078383.722827,14.999628,-0.100002
1095,1566078383.807826,1566078383.822754,14.928579,-0.099998
1096,1566078383.907834,1566078383.922708,14.873505,-0.100008
1097,1566078384.007843,1566078384.022863,15.020609,-0.100009
1098,1566078384.107829,1566078384.122682,14.852762,-0.099987
1099,1566078384.207832,1566078384.222722,14.889479,-0.100003
1100,1566078384.307818,1566078384.322751,14.933109,-0.099986
1101,1566078384.407835,1566078384.422818,14.983654,-0.100017
1102,1566078384.507827,1566078384.522759,14.932394,-0.099992
1103,1566078384.607840,1566078384.622787,14.946938,-0.100013
1104,1566078384.707830,1566078384.722739,14.908075,-0.099990
1105,1566078384.807832,1566078384.822758,14.925718,-0.100002
1106,1566078384.907823,1566078384.922761,14.937878,-0.099991
1107,1566078385.007838,1566078385.022825,14.986753,-0.100015
1108,1566078385.107830,1566078385.122759,14.928818,-0.099992
1109,1566078385.207824,1566078385.222766,14.942408,-0.099993
1110,1566078385.307824,1566078385.322732,14.908314,-0.100000
1111,1566078385.407825,1566078385.422760,14.934778,-0.100002
1112,1566078385.507821,1566078385.522758,14.937639,-0.099995
1113,1566078385.607851,1566078385.622809,14.957905,-0.100030
1114,1566078385.707831,1566078385.722859,15.028000,-0.099980
1115,1566078385.807831,1566078385.822695,14.864445,-0.100000
1116,1566078385.907852,1566078385.922793,14.940500,-0.100022
1117,1566078386.007828,1566078386.022721,14.893770,-0.099975
1118,1566078386.107831,1566078386.122788,14.957190,-0.100003
1119,1566078386.207824,1566078386.222860,15.036106,-0.099993
1120,1566078386.307826,1566078386.322752,14.926434,-0.100002
1121,1566078386.407825,1566078386.422738,14.912605,-0.099999
1122,1566078386.507828,1566078386.522717,14.888763,-0.100003
1123,1566078386.607842,1566078386.622813,14.970541,-0.100014
1124,1566078386.707823,1566078386.722703,14.879704,-0.099981
1125,1566078386.807825,1566078386.822697,14.871597,-0.100002
1126,1566078386.907829,1566078386.922701,14.872074,-0.100004
1127,1566078387.007828,1566078387.022712,14.884710,-0.099999
1128,1566078387.107828,1566078387.122748,14.919758,-0.100001
1129,1566078387.207839,1566078387.222826,14.987230,-0.100010
1130,1566078387.307840,1566078387.322758,14.918089,-0.100001
1131,1566078387.407824,1566078387.422699,14.875174,-0.099984
1132,1566078387.507825,1566078387.522773,14.948130,-0.100001
1133,1566078387.607826,1566078387.622713,14.887571,-0.100001
1134,1566078387.707824,1566078387.722723,14.898539,-0.099998
1135,1566078387.807827,1566078387.822706,14.879227,-0.100003
1136,1566078387.907892,1566078387.922873,14.981747,-0.100065
1137,1566078388.007848,1566078388.022935,15.087605,-0.099956
1138,1566078388.107836,1566078388.122761,14.925003,-0.099988
1139,1566078388.207855,1566078388.222768,14.913559,-0.100019
1140,1566078388.307838,1566078388.322795,14.957428,-0.099983
1141,1566078388.407840,1566078388.422738,14.897585,-0.100002
1142,1566078388.507822,1566078388.522655,14.832973,-0.099982
1143,1566078388.607823,1566078388.622779,14.955282,-0.100001
1144,1566078388.707836,1566078388.722832,14.996767,-0.100012
1145,1566078388.807831,1566078388.822745,14.913797,-0.099995
1146,1566078388.907837,1566078388.922855,15.018463,-0.100006
1147,1566078389.007840,1566078389.022759,14.919043,-0.100003
1148,1566078389.107828,1566078389.122747,14.919758,-0.099988
1149,1566078389.207835,1566078389.222816,14.981508,-0.100007
1150,1566078389.307837,1566078389.322765,14.927626,-0.100003
1151,1566078389.407840,1566078389.422817,14.976025,-0.100003
1152,1566078389.507819,1566078389.522724,14.904976,-0.099978
1153,1566078389.607827,1566078389.622771,14.943600,-0.100008
1154,1566078389.707828,1566078389.722764,14.935970,-0.100001
1155,1566078389.807859,1566078389.822887,15.028238,-0.100030
1156,1566078389.907822,1566078389.922659,14.837265,-0.099963
1157,1566078390.007840,1566078390.022749,14.909029,-0.100019
1158,1566078390.107828,1566078390.122777,14.949560,-0.099988
1159,1566078390.207830,1566078390.222822,14.992237,-0.100002
1160,1566078390.307823,1566078390.322734,14.911175,-0.099993
1161,1566078390.407840,1566078390.422785,14.945030,-0.100017
1162,1566078390.507838,1566078390.522750,14.912605,-0.099998
1163,1566078390.607830,1566078390.622736,14.906406,-0.099992
1164,1566078390.707839,1566078390.722820,14.981508,-0.100009
1165,1566078390.807832,1566078390.822731,14.899015,-0.099993
1166,1566078390.907829,1566078390.922773,14.944553,-0.099997
1167,1566078391.007828,1566078391.022746,14.917612,-0.099999
1168,1566078391.107836,1566078391.122757,14.921188,-0.100008
1169,1566078391.207845,1566078391.222729,14.884233,-0.100009
1170,1566078391.307832,1566078391.322682,14.849901,-0.099987
1171,1566078391.407829,1566078391.422776,14.946699,-0.099997
1172,1566078391.507831,1566078391.522718,14.887333,-0.100002
1173,1566078391.607830,1566078391.622756,14.925241,-0.099999
1174,1566078391.707835,1566078391.722749,14.913559,-0.100005
1175,1566078391.807840,1566078391.822776,14.935732,-0.100005
1176,1566078391.907828,1566078391.922761,14.933825,-0.099988
1177,1566078392.007840,1566078392.022820,14.979601,-0.100013
1178,1566078392.107825,1566078392.122780,14.955044,-0.099985
1179,1566078392.207844,1566078392.222724,14.879942,-0.100019
1180,1566078392.307833,1566078392.322799,14.966249,-0.099989
1181,1566078392.407822,1566078392.422671,14.848471,-0.099989
1182,1566078392.507835,1566078392.522791,14.955997,-0.100013
1183,1566078392.607832,1566078392.622756,14.924049,-0.099997
1184,1566078392.707826,1566078392.722818,14.991999,-0.099994
1185,1566078392.807823,1566078392.822783,14.960289,-0.099996
1186,1566078392.907851,1566078392.922783,14.931440,-0.100029
1187,1566078393.007831,1566078393.022696,14.864445,-0.099980
1188,1566078393.107828,1566078393.122778,14.950037,-0.099996
1189,1566078393.207827,1566078393.222723,14.896631,-0.099999
1190,1566078393.307825,1566078393.322756,14.930964,-0.099998
1191,1566078393.407824,1566078393.422789,14.965057,-0.099999
1192,1566078393.507837,1566078393.522745,14.908075,-0.100013
1193,1566078393.607831,1566078393.622774,14.942408,-0.099995
1194,1566078393.707837,1566078393.722723,14.886379,-0.100005
1195,1566078393.807830,1566078393.822726,14.896631,-0.099993
1196,1566078393.907828,1566078393.922835,15.006542,-0.099998
1197,1566078394.007828,1566078394.022707,14.879465,-0.099999
1198,1566078394.107872,1566078394.122837,14.964104,-0.100045
1199,1566078394.207830,1566078394.222805,14.974594,-0.099958
1200,1566078394.307829,1566078394.322729,14.899492,-0.099999
1201,1566078394.407822,1566078394.422747,14.924526,-0.099993
1202,1566078394.507824,1566078394.522812,14.987946,-0.100002
1203,1566078394.607826,1566078394.622781,14.955044,-0.100002
1204,1566078394.707831,1566078394.722764,14.933109,-0.100005
1205,1566078394.807837,1566078394.822768,14.930725,-0.100006
1206,1566078394.907835,1566078394.922765,14.930248,-0.099997
1207,1566078395.007828,1566078395.022733,14.904499,-0.099994
1208,1566078395.107823,1566078395.122747,14.924288,-0.099994
1209,1566078395.207834,1566078395.222795,14.961481,-0.100011
1210,1566078395.307832,1566078395.322762,14.929771,-0.099998
1211,1566078395.407820,1566078395.422724,14.904022,-0.099988
1212,1566078395.507839,1566078395.522763,14.923573,-0.100019
1213,1566078395.607831,1566078395.622779,14.947414,-0.099993
1214,1566078395.707826,1566078395.722800,14.973402,-0.099995
1215,1566078395.807832,1566078395.822733,14.900446,-0.100006
1216,1566078395.907820,1566078395.922745,14.924288,-0.099988
1217,1566078396.007855,1566078396.022876,15.021324,-0.100034
1218,1566078396.107845,1566078396.122702,14.856577,-0.099990
1219,1566078396.207831,1566078396.222776,14.945507,-0.099986
1220,1566078396.307825,1566078396.322654,14.829159,-0.099994
1221,1566078396.407835,1566078396.422740,14.905691,-0.100010
1222,1566078396.507853,1566078396.522732,14.879704,-0.100018
1223,1566078396.607828,1566078396.622740,14.911652,-0.099976
1224,1566078396.707832,1566078396.722765,14.933348,-0.100003
1225,1566078396.807853,1566078396.822812,14.958858,-0.100022
1226,1566078396.907824,1566078396.922732,14.908314,-0.099971
1227,1566078397.007844,1566078397.022742,14.897585,-0.100020
1228,1566078397.107824,1566078397.122766,14.942169,-0.099980
1229,1566078397.207831,1566078397.222693,14.862299,-0.100007
1230,1566078397.307832,1566078397.322772,14.939308,-0.100001
1231,1566078397.407829,1566078397.422767,14.938593,-0.099996
1232,1566078397.507837,1566078397.522753,14.916420,-0.100008
1233,1566078397.607825,1566078397.622737,14.912367,-0.099988
1234,1566078397.707844,1566078397.722774,14.929056,-0.100020
1235,1566078397.807831,1566078397.822700,14.869690,-0.099986
1236,1566078397.907831,1566078397.922803,14.971972,-0.100001
1237,1566078398.007824,1566078398.022720,14.895201,-0.099993
1238,1566078398.107838,1566078398.122798,14.960766,-0.100013
1239,1566078398.207828,1566078398.222770,14.942646,-0.099990
1240,1566078398.307823,1566078398.322741,14.917850,-0.099996
1241,1566078398.407827,1566078398.422748,14.921427,-0.100004
1242,1566078398.507813,1566078398.522711,14.897823,-0.099986
1243,1566078398.607833,1566078398.622775,14.941931,-0.100020
1244,1566078398.707823,1566078398.722695,14.872074,-0.099990
1245,1566078398.807895,1566078398.822858,14.963150,-0.100072
1246,1566078398.907830,1566078398.922726,14.896393,-0.099934
1247,1566078399.007833,1566078399.022753,14.920950,-0.100003
1248,1566078399.107837,1566078399.122701,14.864206,-0.100004
1249,1566078399.207853,1566078399.222830,14.977455,-0.100016
1250,1566078399.307854,1566078399.322801,14.946461,-0.100002
1251,1566078399.407830,1566078399.422759,14.928341,-0.099976
1252,1566078399.507821,1566078399.522768,14.946699,-0.099991
1253,1566078399.607845,1566078399.622864,15.018940,-0.100024
1254,1566078399.707828,1566078399.722728,14.900446,-0.099983
1255,1566078399.807831,1566078399.822752,14.921427,-0.100003
1256,1566078399.907830,1566078399.922714,14.883280,-0.099999
1257,1566078400.007828,1566078400.022764,14.935493,-0.099998
1258,1566078400.107841,1566078400.122778,14.936447,-0.100013
1259,1566078400.207834,1566078400.222737,14.903545,-0.099992
1260,1566078400.307828,1566078400.322721,14.893532,-0.099994
1261,1566078400.407840,1566078400.422811,14.971256,-0.100012
1262,1566078400.507855,1566078400.522958,15.103340,-0.100015
1263,1566078400.607859,1566078400.622728,14.868498,-0.100005
1264,1566078400.707857,1566078400.722789,14.931679,-0.099998
1265,1566078400.807831,1566078400.822771,14.939785,-0.099974
1266,1566078400.907829,1566078400.922872,15.042782,-0.099998
1267,1566078401.007858,1566078401.022886,15.028477,-0.100029
1268,1566078401.107830,1566078401.122769,14.939547,-0.099972
1269,1566078401.207839,1566078401.222830,14.990568,-0.100009
1270,1566078401.307830,1566078401.322769,14.938593,-0.099991
1271,1566078401.407832,1566078401.422687,14.855146,-0.100002
1272,1566078401.507843,1566078401.522777,14.933586,-0.100011
1273,1566078401.607828,1566078401.622712,14.883995,-0.099985
1274,1566078401.707831,1566078401.722734,14.903307,-0.100003
1275,1566078401.807822,1566078401.822748,14.925718,-0.099991
1276,1566078401.907842,1566078401.922737,14.895678,-0.100019
1277,1566078402.007822,1566078402.022624,14.802456,-0.099980
1278,1566078402.107838,1566078402.122820,14.981270,-0.100016
1279,1566078402.207832,1566078402.222823,14.991045,-0.099994
1280,1566078402.307845,1566078402.322732,14.886618,-0.100013
1281,1566078402.407848,1566078402.422951,15.102863,-0.100003
1282,1566078402.507829,1566078402.522760,14.930248,-0.099981
1283,1566078402.607828,1566078402.622774,14.945745,-0.099998
1284,1566078402.707821,1566078402.722629,14.808178,-0.099993
1285,1566078402.807841,1566078402.822731,14.889956,-0.100020
1286,1566078402.907830,1566078402.922759,14.929295,-0.099989
1287,1566078403.007840,1566078403.022846,15.006065,-0.100010
1288,1566078403.107824,1566078403.122760,14.936209,-0.099984
1289,1566078403.207833,1566078403.222764,14.931202,-0.100009
1290,1566078403.307827,1566078403.322710,14.883041,-0.099993
1291,1566078403.407826,1566078403.422728,14.901638,-0.099999
1292,1566078403.507833,1566078403.522736,14.903069,-0.100006
1293,1566078403.607832,1566078403.622677,14.844656,-0.100000
1294,1566078403.707832,1566078403.722754,14.922380,-0.100000
1295,1566078403.807841,1566078403.822791,14.950037,-0.100009
1296,1566078403.907824,1566078403.922765,14.940739,-0.099983
1297,1566078404.007830,1566078404.022616,14.786005,-0.100006
1298,1566078404.107819,1566078404.122676,14.857292,-0.099989
1299,1566078404.207834,1566078404.222697,14.862537,-0.100015
1300,1566078404.307830,1566078404.322754,14.924288,-0.099996
1301,1566078404.407832,1566078404.422783,14.951229,-0.100002
1302,1566078404.507851,1566078404.522787,14.935732,-0.100019
1303,1566078404.607822,1566078404.622705,14.882803,-0.099971
1304,1566078404.707825,1566078404.722733,14.908552,-0.100003
1305,1566078404.807834,1566078404.822761,14.926672,-0.100009
1306,1566078404.907840,1566078404.922848,15.007734,-0.100007
1307,1566078405.007833,1566078405.022704,14.870167,-0.099993
1308,1566078405.107826,1566078405.122719,14.892817,-0.099993
1309,1566078405.207824,1566078405.222699,14.874935,-0.099998
1310,1566078405.307862,1566078405.322882,15.020132,-0.100038
1311,1566078405.407826,1566078405.422772,14.945507,-0.099964
1312,1566078405.507852,1566078405.522723,14.871597,-0.100025
1313,1566078405.607832,1566078405.622744,14.911890,-0.099981
1314,1566078405.707848,1566078405.722757,14.909267,-0.100015
1315,1566078405.807836,1566078405.822755,14.919043,-0.099988
1316,1566078405.907823,1566078405.922746,14.923334,-0.099987
1317,1566078406.007829,1566078406.022738,14.908552,-0.100007
1318,1566078406.107830,1566078406.122698,14.868259,-0.100000
1319,1566078406.207825,1566078406.222813,14.987946,-0.099996
1320,1566078406.307827,1566078406.322806,14.979124,-0.100002
1321,1566078406.407835,1566078406.422737,14.902115,-0.100008
1322,1566078406.507831,1566078406.522753,14.922142,-0.099996
1323,1566078406.607839,1566078406.622823,14.984369,-0.100008
1324,1566078406.707827,1566078406.722694,14.867306,-0.099988
1325,1566078406.807832,1566078406.822675,14.842510,-0.100005
1326,1566078406.907852,1566078406.922771,14.919519,-0.100020
1327,1566078407.007830,1566078407.022798,14.967680,-0.099978
1328,1566078407.107824,1566078407.122818,14.993429,-0.099994
1329,1566078407.207828,1566078407.222728,14.899969,-0.100004
1330,1566078407.307830,1566078407.322743,14.913559,-0.100002
1331,1566078407.407833,1566078407.422815,14.982224,-0.100003
1332,1566078407.507841,1566078407.522905,15.064001,-0.100008
1333,1566078407.607841,1566078407.622730,14.889717,-0.100000
1334,1566078407.707837,1566078407.722790,14.953375,-0.099996
1335,1566078407.807825,1566078407.822734,14.908552,-0.099988
1336,1566078407.907845,1566078407.922749,14.903307,-0.100020
1337,1566078408.007823,1566078408.022735,14.912367,-0.099977
1338,1566078408.107824,1566078408.122759,14.934540,-0.100002
1339,1566078408.207829,1566078408.222732,14.902830,-0.100005
1340,1566078408.307840,1566078408.322778,14.938354,-0.100010
1341,1566078408.407841,1566078408.422825,14.984131,-0.100001
1342,1566078408.507848,1566078408.522842,14.994383,-0.100007
1343,1566078408.607830,1566078408.622760,14.929533,-0.099983
1344,1566078408.707830,1566078408.722755,14.925003,-0.100000
1345,1566078408.807837,1566078408.822745,14.908314,-0.100006
1346,1566078408.907834,1566078408.922795,14.961004,-0.099998
1347,1566078409.007829,1566078409.022858,15.028954,-0.099995
1348,1566078409.107825,1566078409.122752,14.926910,-0.099995
1349,1566078409.207855,1566078409.222828,14.972210,-0.100031
1350,1566078409.307825,1566078409.322668,14.842987,-0.099969
1351,1566078409.407824,1566078409.422749,14.925003,-0.099999
1352,1566078409.507840,1566078409.522771,14.931202,-0.100016
1353,1566078409.607817,1566078409.622765,14.948130,-0.099977
1354,1566078409.707834,1566078409.722723,14.889002,-0.100017
1355,1566078409.807839,1566078409.822801,14.961958,-0.100004
1356,1566078409.907826,1566078409.922681,14.854670,-0.099988
1357,1566078410.007838,1566078410.022739,14.900446,-0.100012
1358,1566078410.107851,1566078410.122881,15.029669,-0.100013
1359,1566078410.207828,1566078410.222763,14.935017,-0.099977
1360,1566078410.307826,1566078410.322674,14.847755,-0.099998
1361,1566078410.407831,1566078410.422710,14.878750,-0.100005
1362,1566078410.507829,1566078410.522708,14.879227,-0.099998
1363,1566078410.607828,1566078410.622747,14.919519,-0.099999
1364,1566078410.707827,1566078410.722716,14.888763,-0.099999
1365,1566078410.807822,1566078410.822683,14.861107,-0.099994
1366,1566078410.907837,1566078410.922717,14.879465,-0.100016
1367,1566078411.007834,1566078411.022710,14.876127,-0.099996
1368,1566078411.107827,1566078411.122770,14.943600,-0.099993
1369,1566078411.207829,1566078411.222744,14.915228,-0.100003
1370,1566078411.307830,1566078411.322679,14.849186,-0.100000
1371,1566078411.407823,1566078411.422686,14.863014,-0.099994
1372,1566078411.507839,1566078411.522790,14.950991,-0.100015
1373,1566078411.607822,1566078411.622744,14.921427,-0.099984
1374,1566078411.707830,1566078411.722688,14.858246,-0.100008
1375,1566078411.807831,1566078411.822775,14.944077,-0.100001
1376,1566078411.907845,1566078411.922749,14.904022,-0.100014
1377,1566078412.007836,1566078412.022757,14.921665,-0.099991
1378,1566078412.107831,1566078412.122714,14.883280,-0.099995
1379,1566078412.207829,1566078412.222748,14.918327,-0.099998
1380,1566078412.307834,1566078412.322679,14.844656,-0.100005
1381,1566078412.407844,1566078412.422751,14.907122,-0.100010
1382,1566078412.507845,1566078412.522774,14.929295,-0.100001
1383,1566078412.607846,1566078412.622786,14.939308,-0.100001
1384,1566078412.707828,1566078412.722747,14.919043,-0.099982
1385,1566078412.807836,1566078412.822701,14.864206,-0.100008
1386,1566078412.907836,1566078412.922837,15.000820,-0.100000
1387,1566078413.007832,1566078413.022769,14.937162,-0.099996
1388,1566078413.107832,1566078413.122705,14.873266,-0.100000
1389,1566078413.207837,1566078413.222732,14.895439,-0.100005
1390,1566078413.307827,1566078413.322769,14.941931,-0.099990
1391,1566078413.407830,1566078413.422779,14.949322,-0.100003
1392,1566078413.507831,1566078413.522754,14.922857,-0.100002
1393,1566078413.607834,1566078413.622742,14.908314,-0.100003
1394,1566078413.707834,1566078413.722741,14.906883,-0.100000
1395,1566078413.807821,1566078413.822808,14.987230,-0.099986
1396,1566078413.907843,1566078413.922908,15.065193,-0.100023
1397,1566078414.007837,1566078414.022724,14.887571,-0.099993
1398,1566078414.107836,1566078414.122761,14.925241,-0.099999
1399,1566078414.207828,1566078414.222806,14.978170,-0.099992
1400,1566078414.307832,1566078414.322715,14.882326,-0.100005
1401,1566078414.407841,1566078414.422813,14.972210,-0.100008
1402,1566078414.507823,1566078414.522801,14.978409,-0.099982
1403,1566078414.607838,1566078414.622783,14.945030,-0.100015
1404,1566078414.707823,1566078414.722683,14.859915,-0.099985
1405,1566078414.807823,1566078414.822746,14.923096,-0.100000
1406,1566078414.907851,1566078414.922849,14.997959,-0.100028
1407,1566078415.007828,1566078415.022797,14.968872,-0.099977
1408,1566078415.107829,1566078415.122741,14.912128,-0.100001
1409,1566078415.207834,1566078415.222723,14.888048,-0.100005
1410,1566078415.307845,1566078415.322880,15.034914,-0.100010
1411,1566078415.407866,1566078415.422834,14.967680,-0.100021
1412,1566078415.507836,1566078415.522769,14.933348,-0.099970
1413,1566078415.607858,1566078415.622806,14.947653,-0.100023
1414,1566078415.707847,1566078415.722832,14.984608,-0.099989
1415,1566078415.807828,1566078415.822802,14.974356,-0.099981
1416,1566078415.907826,1566078415.922649,14.823675,-0.099998
1417,1566078416.007846,1566078416.022791,14.945269,-0.100020
1418,1566078416.107836,1566078416.122759,14.923096,-0.099990
1419,1566078416.207854,1566078416.222811,14.957428,-0.100018
1420,1566078416.307827,1566078416.322754,14.926434,-0.099974
1421,1566078416.407842,1566078416.422737,14.895439,-0.100014
1422,1566078416.507833,1566078416.522717,14.883757,-0.099992
1423,1566078416.607813,1566078416.622663,14.850378,-0.099979
1424,1566078416.707851,1566078416.722741,14.889956,-0.100038
1425,1566078416.807823,1566078416.822683,14.859676,-0.099972
1426,1566078416.907836,1566078416.922689,14.853239,-0.100013
1427,1566078417.007841,1566078417.022856,15.014648,-0.100005
1428,1566078417.107833,1566078417.122754,14.921188,-0.099992
1429,1566078417.207828,1566078417.222693,14.864683,-0.099996
1430,1566078417.307834,1566078417.322759,14.925241,-0.100005
1431,1566078417.407840,1566078417.422761,14.920950,-0.100007
1432,1566078417.507841,1566078417.522805,14.963865,-0.100001
1433,1566078417.607854,1566078417.622735,14.881372,-0.100013
1434,1566078417.707835,1566078417.722728,14.893293,-0.099981
1435,1566078417.807831,1566078417.822771,14.940262,-0.099996
1436,1566078417.907829,1566078417.922755,14.925957,-0.099998
1437,1566078418.007823,1566078418.022686,14.862776,-0.099995
1438,1566078418.107831,1566078418.122722,14.891386,-0.100007
1439,1566078418.207821,1566078418.222701,14.879704,-0.099991
1440,1566078418.307833,1566078418.322719,14.885664,-0.100012
1441,1566078418.407822,1566078418.422732,14.909983,-0.099988
1442,1566078418.507824,1566078418.522672,14.847755,-0.100003
1443,1566078418.607826,1566078418.622748,14.921904,-0.100002
1444,1566078418.707836,1566078418.722866,15.030146,-0.100010
1445,1566078418.807829,1566078418.822700,14.870167,-0.099993
1446,1566078418.907828,1566078418.922753,14.925480,-0.099998
1447,1566078419.007845,1566078419.022763,14.917850,-0.100017
1448,1566078419.107826,1566078419.122738,14.912128,-0.099981
1449,1566078419.207844,1566078419.222867,15.022755,-0.100019
1450,1566078419.307838,1566078419.322759,14.921188,-0.099994
1451,1566078419.407830,1566078419.422711,14.880657,-0.099992
1452,1566078419.507828,1566078419.522801,14.972687,-0.099998
1453,1566078419.607833,1566078419.622794,14.961481,-0.100004
1454,1566078419.707842,1566078419.722832,14.990330,-0.100009
