S1 Count,Start_Time(in sec),End_Time(in sec),Image_Capture_Time(in msec),Jitter(in msec)
3276,1566078601.907831,1566078601.922740,14.908314,-0.100005
3277,1566078602.007845,1566078602.022766,14.921665,-0.100013
3278,1566078602.107840,1566078602.122784,14.943600,-0.099995
3279,1566078602.207843,1566078602.222751,14.908314,-0.100003
3280,1566078602.307834,1566078602.322743,14.908791,-0.099991
3281,1566078602.407846,1566078602.422786,14.940500,-0.100012
3282,1566078602.507828,1566078602.522760,14.932394,-0.099982
3283,1566078602.607825,1566078602.622708,14.882565,-0.099997
3284,1566078602.707840,1566078602.722687,14.846325,-0.100015
3285,1566078602.807837,1566078602.822852,15.015125,-0.099997
3286,1566078602.907830,1566078602.922814,14.983892,-0.099993
3287,1566078603.007835,1566078603.022761,14.926195,-0.100005
3288,1566078603.107828,1566078603.122729,14.900923,-0.099993
3289,1566078603.207832,1566078603.222726,14.894485,-0.100004
3290,1566078603.307853,1566078603.322809,14.955997,-0.100021
3291,1566078603.407829,1566078603.422726,14.897108,-0.099977
3292,1566078603.507827,1566078603.522717,14.890432,-0.099998
3293,1566078603.607829,1566078603.622603,14.773369,-0.100002
3294,1566078603.707825,1566078603.722761,14.936686,-0.099995
3295,1566078603.807821,1566078603.822673,14.852047,-0.099996
3296,1566078603.907835,1566078603.922702,14.867306,-0.100013
3297,1566078604.007847,1566078604.022794,14.946461,-0.100013
3298,1566078604.107853,1566078604.122784,14.930248,-0.100006
3299,1566078604.207821,1566078604.222728,14.907360,-0.099967
3300,1566078604.308102,1566078604.322959,14.857054,-0.100281
3301,1566078604.407840,1566078604.422716,14.875174,-0.099738
3302,1566078604.507828,1566078604.522713,14.885187,-0.099987
3303,1566078604.607839,1566078604.622822,14.983177,-0.100011
3304,1566078604.707837,1566078604.722806,14.968395,-0.099998
3305,1566078604.807832,1566078604.822709,14.876127,-0.099995
3306,1566078604.907841,1566078604.922721,14.880180,-0.100008
3307,1566078605.007838,1566078605.022726,14.887571,-0.099997
3308,1566078605.107827,1566078605.122689,14.861584,-0.099989
3309,1566078605.207850,1566078605.222845,14.995098,-0.100023
3310,1566078605.307828,1566078605.322759,14.930964,-0.099978
3311,1566078605.407828,1566078605.422804,14.976263,-0.100000
3312,1566078605.507826,1566078605.522718,14.892340,-0.099998
3313,1566078605.607843,1566078605.622750,14.906645,-0.100017
3314,1566078605.707820,1566078605.722681,14.861584,-0.099976
3315,1566078605.807824,1566078605.822719,14.895201,-0.100004
3316,1566078605.907829,1566078605.922741,14.912844,-0.100005
3317,1566078606.007843,1566078606.022822,14.978886,-0.100015
3318,1566078606.107842,1566078606.122694,14.851809,-0.099998
3319,1566078606.207839,1566078606.222804,14.964819,-0.099997
3320,1566078606.307832,1566078606.322772,14.939547,-0.099993
3321,1566078606.407822,1566078606.422729,14.906883,-0.099990
3322,1566078606.507833,1566078606.522744,14.911175,-0.100011
3323,1566078606.607826,1566078606.622723,14.897346,-0.099993
3324,1566078606.707857,1566078606.722796,14.939308,-0.100031
3325,1566078606.807830,1566078606.822807,14.976978,-0.099973
3326,1566078606.907835,1566078606.922801,14.965296,-0.100006
3327,1566078607.007841,1566078607.022725,14.884233,-0.100006
3328,1566078607.107835,1566078607.122811,14.976740,-0.099993
3329,1566078607.207840,1566078607.222817,14.976978,-0.100006
3330,1566078607.307850,1566078607.322833,14.983177,-0.100009
3331,1566078607.407825,1566078607.422766,14.940977,-0.099975
3332,1566078607.507837,1566078607.522743,14.906406,-0.100012
3333,1566078607.607826,1566078607.622820,14.993906,-0.099989
3334,1566078607.707845,1566078607.722782,14.937162,-0.100019
3335,1566078607.807835,1566078607.822794,14.959097,-0.099990
3336,1566078607.907833,1566078607.922800,14.967442,-0.099998
3337,1566078608.007825,1566078608.022788,14.962912,-0.099993
3338,1566078608.107827,1566078608.122728,14.900923,-0.100002
3339,1566078608.207828,1566078608.222789,14.961004,-0.100001
3340,1566078608.307832,1566078608.322767,14.934778,-0.100004
3341,1566078608.407840,1566078608.422790,14.949799,-0.100008
3342,1566078608.507830,1566078608.522809,14.979362,-0.099990
3343,1566078608.607825,1566078608.622718,14.892578,-0.099996
3344,1566078608.707830,1566078608.722735,14.904976,-0.100004
3345,1566078608.807824,1566078608.822756,14.932156,-0.099994
3346,1566078608.907845,1566078608.922774,14.928818,-0.100021
3347,1566078609.007836,1566078609.022723,14.887094,-0.099991
3348,1566078609.107831,1566078609.122780,14.949322,-0.099995
3349,1566078609.207823,1566078609.222771,14.948368,-0.099992
3350,1566078609.307848,1566078609.322754,14.905930,-0.100025
3351,1566078609.407848,1566078609.422750,14.902115,-0.100000
3352,1566078609.507842,1566078609.522741,14.899254,-0.099994
3353,1566078609.607839,1566078609.622745,14.905214,-0.099998
3354,1566078609.707881,1566078609.722754,14.872551,-0.100042
3355,1566078609.807838,1566078609.822824,14.986277,-0.099957
3356,1566078609.907852,1566078609.922823,14.970779,-0.100014
3357,1566078610.007830,1566078610.022723,14.892340,-0.099978
3358,1566078610.107826,1566078610.122812,14.985800,-0.099996
3359,1566078610.207831,1566078610.222746,14.914751,-0.100005
3360,1566078610.307870,1566078610.322830,14.959335,-0.100039
3361,1566078610.407830,1566078610.422744,14.914513,-0.099959
3362,1566078610.507840,1566078610.522756,14.915705,-0.100011
3363,1566078610.607829,1566078610.622723,14.893293,-0.099989
3364,1566078610.707829,1566078610.722769,14.940262,-0.099999
3365,1566078610.807823,1566078610.822722,14.898300,-0.099995
3366,1566078610.907841,1566078610.922791,14.950514,-0.100017
3367,1566078611.007849,1566078611.022829,14.980078,-0.100008
3368,1566078611.107854,1566078611.122818,14.964104,-0.100005
3369,1566078611.207829,1566078611.222719,14.889956,-0.099975
3370,1566078611.307847,1566078611.322786,14.938831,-0.100018
3371,1566078611.407832,1566078611.422719,14.886856,-0.099986
3372,1566078611.507855,1566078611.522783,14.927864,-0.100023
3373,1566078611.607829,1566078611.622755,14.926195,-0.099973
3374,1566078611.707825,1566078611.722718,14.893293,-0.099996
3375,1566078611.807835,1566078611.822821,14.986515,-0.100010
3376,1566078611.907856,1566078611.922788,14.931917,-0.100022
3377,1566078612.007808,1566078612.022623,14.815092,-0.099951
3378,1566078612.107843,1566078612.122770,14.926195,-0.100036
3379,1566078612.207828,1566078612.222690,14.862537,-0.099984
3380,1566078612.307832,1566078612.322725,14.892578,-0.100005
3381,1566078612.407830,1566078612.422716,14.886141,-0.099997
3382,1566078612.507836,1566078612.522706,14.869928,-0.100007
3383,1566078612.607844,1566078612.622793,14.948845,-0.100008
3384,1566078612.707823,1566078612.722704,14.881611,-0.099978
3385,1566078612.807834,1566078612.822764,14.930010,-0.100011
3386,1566078612.907822,1566078612.922714,14.891624,-0.099988
3387,1566078613.007841,1566078613.022736,14.894962,-0.100019
3388,1566078613.107838,1566078613.122721,14.883041,-0.099997
3389,1566078613.207826,1566078613.222747,14.920950,-0.099988
3390,1566078613.307843,1566078613.322787,14.943838,-0.100018
3391,1566078613.407826,1566078613.422706,14.879942,-0.099983
3392,1566078613.507827,1566078613.522824,14.997244,-0.100000
3393,1566078613.607823,1566078613.622743,14.920473,-0.099996
3394,1566078613.707833,1566078613.722715,14.882088,-0.100010
3395,1566078613.807836,1566078613.822714,14.878273,-0.100003
3396,1566078613.907830,1566078613.922689,14.859676,-0.099994
3397,1566078614.007843,1566078614.022809,14.965057,-0.100014
3398,1566078614.107835,1566078614.122738,14.903307,-0.099991
3399,1566078614.207837,1566078614.222792,14.955044,-0.100002
3400,1566078614.307827,1566078614.322696,14.868975,-0.099990
3401,1566078614.407835,1566078614.422729,14.894009,-0.100008
3402,1566078614.507851,1566078614.522840,14.988422,-0.100017
3403,1566078614.607833,1566078614.622752,14.919519,-0.099982
3404,1566078614.707823,1566078614.722737,14.913797,-0.099990
3405,1566078614.807840,1566078614.822777,14.936447,-0.100017
3406,1566078614.907831,1566078614.922817,14.986038,-0.099991
3407,1566078615.007841,1566078615.022739,14.897823,-0.100010
3408,1566078615.107840,1566078615.122756,14.915705,-0.099999
3409,1566078615.207835,1566078615.222745,14.909983,-0.099996
3410,1566078615.307909,1566078615.322851,14.942169,-0.100073
3411,1566078615.407825,1566078615.422692,14.866590,-0.099917
3412,1566078615.507838,1566078615.522833,14.994144,-0.100013
3413,1566078615.607835,1566078615.622818,14.983177,-0.099996
3414,1566078615.707832,1566078615.722711,14.878750,-0.099998
3415,1566078615.807834,1566078615.822786,14.952183,-0.100002
3416,1566078615.907835,1566078615.922730,14.895916,-0.100001
3417,1566078616.007839,1566078616.022921,15.081644,-0.100005
3418,1566078616.107824,1566078616.122650,14.826059,-0.099985
3419,1566078616.207835,1566078616.222751,14.916182,-0.100010
3420,1566078616.307830,1566078616.322771,14.940977,-0.099996
3421,1566078616.407847,1566078616.422823,14.975548,-0.100017
3422,1566078616.507834,1566078616.522748,14.914274,-0.099987
3423,1566078616.607831,1566078616.622792,14.961720,-0.099997
3424,1566078616.707842,1566078616.722784,14.942169,-0.100012
3425,1566078616.807819,1566078616.822724,14.904976,-0.099977
3426,1566078616.907858,1566078616.922879,15.021086,-0.100039
3427,1566078617.007829,1566078617.022726,14.896870,-0.099970
3428,1566078617.107825,1566078617.122752,14.926672,-0.099996
3429,1566078617.207831,1566078617.222725,14.894485,-0.100006
3430,1566078617.307849,1566078617.322791,14.941931,-0.100019
3431,1566078617.407856,1566078617.422944,15.087843,-0.100007
3432,1566078617.507846,1566078617.522813,14.967203,-0.099990
3433,1566078617.607835,1566078617.622735,14.899969,-0.099989
3434,1566078617.707824,1566078617.722708,14.883995,-0.099989
3435,1566078617.807858,1566078617.822829,14.971018,-0.100034
3436,1566078617.907837,1566078617.922894,15.056849,-0.099979
3437,1566078618.007834,1566078618.022746,14.912605,-0.099996
3438,1566078618.107833,1566078618.122756,14.922857,-0.100000
3439,1566078618.207877,1566078618.222752,14.874458,-0.100044
3440,1566078618.307831,1566078618.322766,14.935255,-0.099953
3441,1566078618.407827,1566078618.422854,15.027046,-0.099997
3442,1566078618.507831,1566078618.522775,14.944077,-0.100004
3443,1566078618.607835,1566078618.622700,14.865398,-0.100004
3444,1566078618.707866,1566078618.722787,14.920950,-0.100031
3445,1566078618.807819,1566078618.822662,14.842749,-0.099953
3446,1566078618.907839,1566078618.922740,14.900208,-0.100020
3447,1566078619.007832,1566078619.022743,14.911652,-0.099992
3448,1566078619.107827,1566078619.122704,14.877081,-0.099996
3449,1566078619.207829,1566078619.222729,14.899969,-0.100002
3450,1566078619.307833,1566078619.322682,14.849186,-0.100004
3451,1566078619.407829,1566078619.422785,14.955759,-0.099996
3452,1566078619.507832,1566078619.522680,14.847279,-0.100003
3453,1566078619.607830,1566078619.622703,14.872313,-0.099998
3454,1566078619.707830,1566078619.722760,14.929771,-0.100000
3455,1566078619.807822,1566078619.822768,14.945507,-0.099992
3456,1566078619.907830,1566078619.922707,14.877081,-0.100008
3457,1566078620.007828,1566078620.022704,14.875650,-0.099998
3458,1566078620.107823,1566078620.122682,14.858961,-0.099995
3459,1566078620.207828,1566078620.222776,14.948368,-0.100005
3460,1566078620.307837,1566078620.322729,14.892101,-0.100009
3461,1566078620.407833,1566078620.422800,14.966726,-0.099996
3462,1566078620.507835,1566078620.522776,14.940739,-0.100002
3463,1566078620.607831,1566078620.622761,14.930248,-0.099996
3464,1566078620.707843,1566078620.722818,14.974833,-0.100012
3465,1566078620.807832,1566078620.822910,15.077353,-0.099989
3466,1566078620.907819,1566078620.922624,14.804363,-0.099987
3467,1566078621.007836,1566078621.022723,14.886618,-0.100017
3468,1566078621.107831,1566078621.122748,14.916658,-0.099995
3469,1566078621.207820,1566078621.222723,14.902592,-0.099989
3470,1566078621.307856,1566078621.322807,14.951468,-0.100035
3471,1566078621.407825,1566078621.422782,14.956474,-0.099969
3472,1566078621.507853,1566078621.522729,14.876366,-0.100027
3473,1566078621.607817,1566078621.622714,14.896631,-0.099965
3474,1566078621.707822,1566078621.722704,14.881849,-0.100005
3475,1566078621.807850,1566078621.822765,14.914751,-0.100028
3476,1566078621.907836,1566078621.922782,14.945984,-0.099986
3477,1566078622.007840,1566078622.022806,14.965534,-0.100004
3478,1566078622.107838,1566078622.122742,14.903545,-0.099998
3479,1566078622.207844,1566078622.222836,14.992476,-0.100006
3480,1566078622.307838,1566078622.322731,14.893055,-0.099994
3481,1566078622.407825,1566078622.422677,14.851809,-0.099987
3482,1566078622.507829,1566078622.522707,14.878273,-0.100004
3483,1566078622.607825,1566078622.622741,14.915943,-0.099996
3484,1566078622.707832,1566078622.722719,14.887810,-0.100007
3485,1566078622.807832,1566078622.822804,14.971972,-0.100001
3486,1566078622.907821,1566078622.922692,14.870882,-0.099988
3487,1566078623.007817,1566078623.022785,14.968634,-0.099996
3488,1566078623.107830,1566078623.122734,14.904261,-0.100013
3489,1566078623.207829,1566078623.222718,14.888763,-0.099999
3490,1566078623.307841,1566078623.322734,14.893293,-0.100012
3491,1566078623.407820,1566078623.422717,14.896393,-0.099979
3492,1566078623.507851,1566078623.522821,14.970541,-0.100030
3493,1566078623.607838,1566078623.622772,14.934063,-0.099988
3494,1566078623.707834,1566078623.722745,14.910460,-0.099996
3495,1566078623.807822,1566078623.822714,14.891863,-0.099988
3496,1566078623.907831,1566078623.922828,14.997482,-0.100009
3497,1566078624.007848,1566078624.022813,14.965057,-0.100017
3498,1566078624.107808,1566078624.122645,14.837027,-0.099960
3499,1566078624.207826,1566078624.222686,14.859915,-0.100019
3500,1566078624.307838,1566078624.322741,14.902830,-0.100012
3501,1566078624.407827,1566078624.422685,14.858246,-0.099989
3502,1566078624.507824,1566078624.522759,14.934540,-0.099998
3503,1566078624.607823,1566078624.622719,14.895201,-0.099999
3504,1566078624.707829,1566078624.722708,14.878511,-0.100006
3505,1566078624.807829,1566078624.822794,14.965773,-0.100000
3506,1566078624.907830,1566078624.922738,14.907598,-0.100002
3507,1566078625.007828,1566078625.022750,14.922142,-0.099998
3508,1566078625.107838,1566078625.122857,15.019178,-0.100010
3509,1566078625.207845,1566078625.222713,14.868498,-0.100007
3510,1566078625.307831,1566078625.322722,14.890909,-0.099986
3511,1566078625.407851,1566078625.422807,14.956951,-0.100020
3512,1566078625.507821,1566078625.522752,14.930964,-0.099970
3513,1566078625.607824,1566078625.622773,14.949322,-0.100003
3514,1566078625.707849,1566078625.722746,14.897346,-0.100025
3515,1566078625.807838,1566078625.822839,15.001059,-0.099990
3516,1566078625.907829,1566078625.922767,14.937878,-0.099990
3517,1566078626.007826,1566078626.022758,14.932156,-0.099997
3518,1566078626.107832,1566078626.122750,14.917374,-0.100007
3519,1566078626.207836,1566078626.222758,14.922380,-0.100004
3520,1566078626.307844,1566078626.322805,14.961004,-0.100008
3521,1566078626.407841,1566078626.422711,14.870167,-0.099997
3522,1566078626.507829,1566078626.522723,14.894485,-0.099988
3523,1566078626.607822,1566078626.622715,14.892340,-0.099993
3524,1566078626.707828,1566078626.722698,14.870167,-0.100006
3525,1566078626.807845,1566078626.822700,14.854908,-0.100017
3526,1566078626.907829,1566078626.922759,14.930010,-0.099984
3527,1566078627.007832,1566078627.022747,14.915228,-0.100002
3528,1566078627.107821,1566078627.122783,14.962435,-0.099989
3529,1566078627.207836,1566078627.222780,14.943361,-0.100015
3530,1566078627.307837,1566078627.322702,14.864922,-0.100001
3531,1566078627.407822,1566078627.422745,14.922380,-0.099985
3532,1566078627.507840,1566078627.522763,14.922857,-0.100018
3533,1566078627.607827,1566078627.622721,14.894009,-0.099987
3534,1566078627.707829,1566078627.722767,14.938354,-0.100002
3535,1566078627.807834,1566078627.822688,14.853716,-0.100005
3536,1566078627.907832,1566078627.922735,14.903069,-0.099998
3537,1566078628.007831,1566078628.022765,14.933825,-0.099999
3538,1566078628.107934,1566078628.122879,14.944553,-0.100103
3539,1566078628.207841,1566078628.222727,14.886618,-0.099906
3540,1566078628.307834,1566078628.322734,14.899731,-0.099993
3541,1566078628.407827,1566078628.422713,14.885664,-0.099993
3542,1566078628.507826,1566078628.522713,14.887333,-0.099998
3543,1566078628.607831,1566078628.622744,14.912605,-0.100005
3544,1566078628.707832,1566078628.722754,14.921904,-0.100001
3545,1566078628.807820,1566078628.822746,14.925957,-0.099988
3546,1566078628.907832,1566078628.922697,14.864683,-0.100013
3547,1566078629.007836,1566078629.022722,14.885902,-0.100003
3548,1566078629.107828,1566078629.122767,14.939308,-0.099992
3549,1566078629.207838,1566078629.222863,15.025139,-0.100010
3550,1566078629.307828,1566078629.322719,14.890909,-0.099990
3551,1566078629.407837,1566078629.422757,14.920473,-0.100009
3552,1566078629.507830,1566078629.522753,14.923334,-0.099993
3553,1566078629.607830,1566078629.622691,14.860868,-0.100000
3554,1566078629.707852,1566078629.722875,15.023470,-0.100022
3555,1566078629.807828,1566078629.822756,14.928579,-0.099976
3556,1566078629.907830,1566078629.922747,14.917374,-0.100002
3557,1566078630.007827,1566078630.022763,14.936209,-0.099997
3558,1566078630.107842,1566078630.122815,14.972448,-0.100015
3559,1566078630.207827,1566078630.222732,14.904976,-0.099985
3560,1566078630.307830,1566078630.322729,14.899015,-0.100003
3561,1566078630.407829,1566078630.422704,14.875650,-0.099999
3562,1566078630.507819,1566078630.522695,14.876127,-0.099990
3563,1566078630.607845,1566078630.622748,14.903069,-0.100026
3564,1566078630.707824,1566078630.722791,14.966488,-0.099979
3565,1566078630.807841,1566078630.822716,14.875174,-0.100017
3566,1566078630.907881,1566078630.922743,14.862299,-0.100040
3567,1566078631.007844,1566078631.022839,14.994860,-0.099963
3568,1566078631.107892,1566078631.122881,14.988661,-0.100048
3569,1566078631.207835,1566078631.222709,14.873981,-0.099943
3570,1566078631.307826,1566078631.322759,14.933348,-0.099991
3571,1566078631.407845,1566078631.422740,14.894009,-0.100019
3572,1566078631.507838,1566078631.522842,15.004396,-0.099992
3573,1566078631.607832,1566078631.622747,14.915228,-0.099994
3574,1566078631.707814,1566078631.722706,14.892101,-0.099982
3575,1566078631.807824,1566078631.822711,14.887333,-0.100010
3576,1566078631.907829,1566078631.922727,14.898062,-0.100005
3577,1566078632.007846,1566078632.022823,14.976740,-0.100017
3578,1566078632.107944,1566078632.122889,14.945507,-0.100098
3579,1566078632.207838,1566078632.222739,14.900684,-0.099895
3580,1566078632.307894,1566078632.322776,14.882565,-0.100055
3581,1566078632.407825,1566078632.422674,14.848709,-0.099931
3582,1566078632.507831,1566078632.522727,14.896393,-0.100006
3583,1566078632.607834,1566078632.622770,14.935970,-0.100003
3584,1566078632.707827,1566078632.722801,14.974356,-0.099993
3585,1566078632.807828,1566078632.822720,14.892578,-0.100001
3586,1566078632.907829,1566078632.922717,14.887810,-0.100001
3587,1566078633.007830,1566078633.022702,14.871597,-0.100001
3588,1566078633.107831,1566078633.122742,14.910460,-0.100001
3589,1566078633.207825,1566078633.222742,14.917135,-0.099993
3590,1566078633.307833,1566078633.322752,14.918804,-0.100008
3591,1566078633.407823,1566078633.422866,15.042305,-0.099990
3592,1566078633.507824,1566078633.522720,14.896154,-0.100001
3593,1566078633.607838,1566078633.622797,14.958143,-0.100014
3594,1566078633.707829,1566078633.722684,14.855146,-0.099990
3595,1566078633.807817,1566078633.822724,14.906883,-0.099988
3596,1566078633.907830,1566078633.922719,14.888763,-0.100013
3597,1566078634.007847,1566078634.022785,14.938116,-0.100016
3598,1566078634.107810,1566078634.122696,14.886141,-0.099963
3599,1566078634.207842,1566078634.222757,14.915466,-0.100032
3600,1566078634.307830,1566078634.322777,14.947414,-0.099988
3601,1566078634.407830,1566078634.422862,15.031576,-0.100001
3602,1566078634.507841,1566078634.522760,14.919519,-0.100011
3603,1566078634.607838,1566078634.622751,14.913797,-0.099997
3604,1566078634.707844,1566078634.722728,14.884233,-0.100006
3605,1566078634.807840,1566078634.822766,14.925957,-0.099996
3606,1566078634.907829,1566078634.922798,14.969110,-0.099989
3607,1566078635.007859,1566078635.022781,14.921665,-0.100030
3608,1566078635.107837,1566078635.122765,14.928579,-0.099977
3609,1566078635.207826,1566078635.222773,14.946938,-0.099989
3610,1566078635.307844,1566078635.322780,14.935970,-0.100018
3611,1566078635.407829,1566078635.422721,14.892101,-0.099985
3612,1566078635.507835,1566078635.522732,14.896631,-0.100006
3613,1566078635.607848,1566078635.622831,14.982224,-0.100013
3614,1566078635.707820,1566078635.722691,14.870167,-0.099972
3615,1566078635.807841,1566078635.822696,14.855623,-0.100020
3616,1566078635.907840,1566078635.922791,14.951229,-0.099999
3617,1566078636.007838,1566078636.022692,14.854908,-0.099998
3618,1566078636.107833,1566078636.122699,14.866829,-0.099995
3619,1566078636.207845,1566078636.222805,14.959335,-0.100013
3620,1566078636.307831,1566078636.322801,14.970064,-0.099986
3621,1566078636.407831,1566078636.422724,14.893293,-0.100000
3622,1566078636.507826,1566078636.522704,14.878035,-0.099995
3623,1566078636.607847,1566078636.622956,15.108585,-0.100021
3624,1566078636.707822,1566078636.722787,14.964819,-0.099975
3625,1566078636.807836,1566078636.822732,14.896393,-0.100014
3626,1566078636.907822,1566078636.922733,14.910936,-0.099986
3627,1566078637.007840,1566078637.022708,14.867783,-0.100018
3628,1566078637.107840,1566078637.122739,14.899731,-0.099999
3629,1566078637.207829,1566078637.222701,14.871359,-0.099990
3630,1566078637.307824,1566078637.322735,14.910936,-0.099994
3631,1566078637.407834,1566078637.422736,14.902353,-0.100010
3632,1566078637.507823,1566078637.522724,14.900684,-0.099990
3633,1566078637.607834,1566078637.622700,14.865875,-0.100011
3634,1566078637.707829,1566078637.722693,14.864922,-0.099994
3635,1566078637.807840,1566078637.822767,14.926910,-0.100011
3636,1566078637.907838,1566078637.922714,14.876366,-0.099998
3637,1566078638.007850,1566078638.022820,14.969826,-0.100012
3638,1566078638.107825,1566078638.122712,14.887094,-0.099975
3639,1566078638.207831,1566078638.222780,14.949322,-0.100006
3640,1566078638.307830,1566078638.322721,14.891624,-0.099999
3641,1566078638.407837,1566078638.422763,14.926434,-0.100007
3642,1566078638.507837,1566078638.522779,14.942646,-0.100000
3643,1566078638.607828,1566078638.622763,14.934778,-0.099991
3644,1566078638.707830,1566078638.722718,14.887571,-0.100002
3645,1566078638.807833,1566078638.822815,14.982224,-0.100003
3646,1566078638.907822,1566078638.922732,14.909983,-0.099989
3647,1566078639.007840,1566078639.022724,14.883518,-0.100018
3648,1566078639.107834,1566078639.122715,14.881372,-0.099993
3649,1566078639.207830,1566078639.222713,14.883280,-0.099996
3650,1566078639.307843,1566078639.322803,14.960051,-0.100013
3651,1566078639.407829,1566078639.422806,14.977217,-0.099986
3652,1566078639.507839,1566078639.522757,14.918566,-0.100010
3653,1566078639.607830,1566078639.622737,14.907360,-0.099991
3654,1566078639.707830,1566078639.722693,14.863491,-0.100000
3655,1566078639.807827,1566078639.822790,14.962912,-0.099998
3656,1566078639.907833,1566078639.922820,14.987230,-0.100005
3657,1566078640.007829,1566078640.022704,14.874697,-0.099997
3658,1566078640.107816,1566078640.122824,15.008688,-0.099986
3659,1566078640.207823,1566078640.222749,14.925957,-0.100008
3660,1566078640.307838,1566078640.322818,14.979362,-0.100015
3661,1566078640.407840,1566078640.422845,15.004873,-0.100002
3662,1566078640.507839,1566078640.522760,14.921427,-0.099998
3663,1566078640.607829,1566078640.622705,14.875889,-0.099990
3664,1566078640.707823,1566078640.722672,14.848948,-0.099994
3665,1566078640.807839,1566078640.822787,14.948606,-0.100016
3666,1566078640.907829,1566078640.922723,14.894247,-0.099990
3667,1566078641.007866,1566078641.022658,14.791727,-0.100037
3668,1566078641.107876,1566078641.122658,14.781713,-0.100010
3669,1566078641.207827,1566078641.222628,14.801025,-0.099952
3670,1566078641.307832,1566078641.322704,14.871836,-0.100005
3671,1566078641.407834,1566078641.422639,14.805317,-0.100001
3672,1566078641.507827,1566078641.522621,14.794111,-0.099993
3673,1566078641.607860,1566078641.622683,14.823675,-0.100033
3674,1566078641.707873,1566078641.722658,14.784813,-0.100013
3675,1566078641.807830,1566078641.822616,14.786005,-0.099957
3676,1566078641.907910,1566078641.922795,14.884949,-0.100080
3677,1566078642.007835,1566078642.022730,14.895201,-0.099925
3678,1566078642.107830,1566078642.122725,14.894962,-0.099996
3679,1566078642.207841,1566078642.222786,14.945030,-0.100011
3680,1566078642.307842,1566078642.322778,14.935970,-0.100000
3681,1566078642.407823,1566078642.422650,14.827013,-0.099981
3682,1566078642.507836,1566078642.522788,14.952421,-0.100013
3683,1566078642.607836,1566078642.622737,14.901400,-0.100000
3684,1566078642.707829,1566078642.722765,14.936686,-0.099993
3685,1566078642.807836,1566078642.822743,14.907598,-0.100007
3686,1566078642.907840,1566078642.922743,14.903784,-0.100004
3687,1566078643.007824,1566078643.022755,14.930725,-0.099985
3688,1566078643.107833,1566078643.122735,14.902115,-0.100008
3689,1566078643.207836,1566078643.222761,14.924288,-0.100003
3690,1566078643.307847,1566078643.322752,14.904737,-0.100011
3691,1566078643.407842,1566078643.422705,14.862776,-0.099995
3692,1566078643.507836,1566078643.522749,14.913559,-0.099993
3693,1566078643.607822,1566078643.622725,14.902353,-0.099987
3694,1566078643.707829,1566078643.722742,14.912844,-0.100006
3695,1566078643.807834,1566078643.822807,14.972687,-0.100005
3696,1566078643.907824,1566078643.922816,14.992476,-0.099990
3697,1566078644.007859,1566078644.022824,14.965534,-0.100035
3698,1566078644.107831,1566078644.122734,14.903307,-0.099972
3699,1566078644.207838,1566078644.222806,14.967680,-0.100007
3700,1566078644.307836,1566078644.322744,14.908075,-0.099998
3701,1566078644.407827,1566078644.422712,14.884472,-0.099992
3702,1566078644.507834,1566078644.522751,14.917135,-0.100006
3703,1566078644.607830,1566078644.622730,14.900684,-0.099996
3704,1566078644.707818,1566078644.722691,14.872551,-0.099988
3705,1566078644.807839,1566078644.822771,14.931679,-0.100021
3706,1566078644.907835,1566078644.922738,14.903545,-0.099996
3707,1566078645.007873,1566078645.022750,14.877319,-0.100038
3708,1566078645.107837,1566078645.122718,14.881372,-0.099964
3709,1566078645.207823,1566078645.222725,14.901638,-0.099986
3710,1566078645.307843,1566078645.322767,14.924526,-0.100020
3711,1566078645.407834,1566078645.422713,14.879227,-0.099991
3712,1566078645.507822,1566078645.522706,14.884233,-0.099988
3713,1566078645.607828,1566078645.622668,14.839411,-0.100006
3714,1566078645.707831,1566078645.722839,15.008211,-0.100003
3715,1566078645.807830,1566078645.822697,14.867306,-0.099999
3716,1566078645.907827,1566078645.922778,14.950991,-0.099998
3717,1566078646.007831,1566078646.022735,14.904737,-0.100003
3718,1566078646.107826,1566078646.122743,14.917135,-0.099995
3719,1566078646.207846,1566078646.222901,15.055656,-0.100020
3720,1566078646.307851,1566078646.322747,14.896393,-0.100005
3721,1566078646.407840,1566078646.422678,14.837980,-0.099990
3722,1566078646.507845,1566078646.522894,15.049219,-0.100004
3723,1566078646.607826,1566078646.622737,14.911413,-0.099981
3724,1566078646.707829,1566078646.722737,14.907122,-0.100004
3725,1566078646.807840,1566078646.822785,14.945030,-0.100011
3726,1566078646.907830,1566078646.922698,14.868498,-0.099990
3727,1566078647.007832,1566078647.022708,14.875412,-0.100002
3728,1566078647.107834,1566078647.122673,14.839172,-0.100002
3729,1566078647.207838,1566078647.222744,14.905930,-0.100003
3730,1566078647.307825,1566078647.322856,15.030622,-0.099988
3731,1566078647.407823,1566078647.422742,14.918566,-0.099998
3732,1566078647.507833,1566078647.522729,14.896154,-0.100010
3733,1566078647.607831,1566078647.622726,14.894962,-0.099998
3734,1566078647.707858,1566078647.722919,15.060902,-0.100027
3735,1566078647.807839,1566078647.822863,15.024424,-0.099981
3736,1566078647.907863,1566078647.922820,14.956713,-0.100024
3737,1566078648.007830,1566078648.022794,14.963865,-0.099967
3738,1566078648.107827,1566078648.122781,14.954329,-0.099997
3739,1566078648.207904,1566078648.222896,14.991999,-0.100077
3740,1566078648.307838,1566078648.322708,14.870167,-0.099934
