S2 Count,Start_Time(in sec),End_Time(in sec),Image_Dump_Time(in msec),Jitter(in sec)
2668,1566078541.122668,1566078541.140370,17.702103,-0.099864
2669,1566078541.222815,1566078541.240469,17.653704,-0.100147
2670,1566078541.322821,1566078541.340461,17.640829,-0.100006
2671,1566078541.422796,1566078541.440442,17.645836,-0.099975
2672,1566078541.522738,1566078541.540468,17.729759,-0.099942
2673,1566078541.622874,1566078541.640483,17.609835,-0.100135
2674,1566078541.722759,1566078541.740390,17.630816,-0.099886
2675,1566078541.822845,1566078541.840481,17.635107,-0.100086
2676,1566078541.922985,1566078541.940669,17.684460,-0.100139
2677,1566078542.022684,1566078542.040304,17.620087,-0.099699
2678,1566078542.122704,1566078542.140389,17.685413,-0.100020
2679,1566078542.222691,1566078542.240367,17.676592,-0.099987
2680,1566078542.322840,1566078542.340472,17.632008,-0.100150
2681,1566078542.422733,1566078542.440429,17.696619,-0.099892
2682,1566078542.522729,1566078542.540315,17.586231,-0.099996
2683,1566078542.622751,1566078542.640443,17.691374,-0.100023
2684,1566078542.722761,1566078542.740428,17.666578,-0.100010
2685,1566078542.822816,1566078542.840507,17.690659,-0.100055
2686,1566078542.922733,1566078542.940411,17.678261,-0.099917
2687,1566078543.022690,1566078543.040353,17.663002,-0.099957
2688,1566078543.122804,1566078543.140413,17.608881,-0.100115
2689,1566078543.222760,1566078543.240402,17.642021,-0.099956
2690,1566078543.322670,1566078543.340342,17.672300,-0.099909
2691,1566078543.422900,1566078543.440563,17.663479,-0.100230
2692,1566078543.522668,1566078543.540332,17.663717,-0.099768
2693,1566078543.622683,1566078543.640382,17.699242,-0.100015
2694,1566078543.722776,1566078543.740451,17.674685,-0.100094
2695,1566078543.822749,1566078543.840431,17.681837,-0.099973
2696,1566078543.922774,1566078543.940481,17.707825,-0.100025
2697,1566078544.022862,1566078544.040573,17.711163,-0.100088
2698,1566078544.122713,1566078544.140418,17.705202,-0.099851
2699,1566078544.222780,1566078544.240398,17.617941,-0.100067
2700,1566078544.322663,1566078544.340341,17.677546,-0.099884
2701,1566078544.422612,1566078544.440305,17.693043,-0.099949
2702,1566078544.522901,1566078544.540557,17.656088,-0.100289
2703,1566078544.622744,1566078544.640494,17.749786,-0.099843
2704,1566078544.722691,1566078544.740368,17.677069,-0.099947
2705,1566078544.822887,1566078544.840482,17.595291,-0.100196
2706,1566078544.922666,1566078544.940403,17.737389,-0.099779
2707,1566078545.022798,1566078545.040462,17.664433,-0.100132
2708,1566078545.122687,1566078545.140484,17.796755,-0.099890
2709,1566078545.222791,1566078545.240454,17.663002,-0.100104
2710,1566078545.322801,1566078545.340443,17.642260,-0.100010
2711,1566078545.422696,1566078545.440410,17.714500,-0.099895
2712,1566078545.522837,1566078545.540498,17.661810,-0.100141
2713,1566078545.622719,1566078545.640378,17.658949,-0.099882
2714,1566078545.722802,1566078545.740402,17.599106,-0.100083
2715,1566078545.822865,1566078545.840474,17.608881,-0.100063
2716,1566078545.922847,1566078545.940574,17.727137,-0.099982
2717,1566078546.022824,1566078546.040475,17.651320,-0.099977
2718,1566078546.122769,1566078546.154694,31.924963,-0.099946
2719,1566078546.222776,1566078546.240408,17.632008,-0.100007
2720,1566078546.322703,1566078546.340451,17.747402,-0.099927
2721,1566078546.422819,1566078546.440463,17.644167,-0.100116
2722,1566078546.522661,1566078546.540365,17.704248,-0.099842
2723,1566078546.622722,1566078546.640466,17.743587,-0.100061
2724,1566078546.722765,1566078546.740419,17.653704,-0.100043
2725,1566078546.822694,1566078546.840482,17.788172,-0.099928
2726,1566078546.922830,1566078546.940525,17.694950,-0.100136
2727,1566078547.022665,1566078547.040370,17.705441,-0.099835
2728,1566078547.122731,1566078547.140430,17.699242,-0.100066
2729,1566078547.222700,1566078547.240414,17.714739,-0.099968
2730,1566078547.322742,1566078547.340469,17.726421,-0.100043
2731,1566078547.422575,1566078547.440314,17.739058,-0.099832
2732,1566078547.522705,1566078547.540422,17.717361,-0.100130
2733,1566078547.622794,1566078547.640400,17.606497,-0.100089
2734,1566078547.722691,1566078547.740370,17.679214,-0.099897
2735,1566078547.822693,1566078547.840372,17.679453,-0.100002
2736,1566078547.922826,1566078547.940503,17.677307,-0.100133
2737,1566078548.022792,1566078548.040437,17.644644,-0.099966
2738,1566078548.122715,1566078548.140419,17.704487,-0.099923
2739,1566078548.222779,1566078548.240425,17.645597,-0.100065
2740,1566078548.322851,1566078548.340466,17.614841,-0.100072
2741,1566078548.422720,1566078548.440403,17.683744,-0.099869
2742,1566078548.522701,1566078548.540394,17.693043,-0.099981
2743,1566078548.622724,1566078548.640423,17.698765,-0.100024
2744,1566078548.722790,1566078548.740405,17.614126,-0.100066
2745,1566078548.822707,1566078548.840414,17.706871,-0.099917
2746,1566078548.922788,1566078548.940503,17.714500,-0.100081
2747,1566078549.022841,1566078549.040524,17.682791,-0.100053
2748,1566078549.122702,1566078549.140420,17.717838,-0.099861
2749,1566078549.222692,1566078549.240349,17.656803,-0.099990
2750,1566078549.322597,1566078549.340306,17.708778,-0.099905
2751,1566078549.422727,1566078549.440421,17.693758,-0.100130
2752,1566078549.522664,1566078549.540313,17.649412,-0.099937
2753,1566078549.622806,1566078549.640468,17.662048,-0.100142
2754,1566078549.722709,1566078549.740403,17.694235,-0.099903
2755,1566078549.822787,1566078549.840453,17.666578,-0.100078
2756,1566078549.922687,1566078549.940354,17.666817,-0.099900
2757,1566078550.022774,1566078550.040409,17.634630,-0.100087
2758,1566078550.122681,1566078550.140377,17.696619,-0.099907
2759,1566078550.222656,1566078550.240308,17.652273,-0.099975
2760,1566078550.322838,1566078550.340474,17.636538,-0.100182
2761,1566078550.422746,1566078550.440423,17.677307,-0.099908
2762,1566078550.522693,1566078550.540364,17.671347,-0.099947
2763,1566078550.622774,1566078550.640463,17.688513,-0.100081
2764,1566078550.722757,1566078550.740385,17.627954,-0.099983
2765,1566078550.822712,1566078550.840443,17.731428,-0.099955
2766,1566078550.922756,1566078550.940361,17.605305,-0.100044
2767,1566078551.022732,1566078551.040412,17.680407,-0.099976
2768,1566078551.122841,1566078551.140482,17.640352,-0.100110
2769,1566078551.222607,1566078551.240305,17.698288,-0.099766
2770,1566078551.322771,1566078551.340398,17.627239,-0.100163
2771,1566078551.422653,1566078551.440360,17.707109,-0.099882
2772,1566078551.522750,1566078551.540439,17.689705,-0.100097
2773,1566078551.622736,1566078551.640445,17.709017,-0.099987
2774,1566078551.722666,1566078551.740358,17.691612,-0.099930
2775,1566078551.822809,1566078551.840444,17.635107,-0.100143
2776,1566078551.922755,1566078551.940405,17.650127,-0.099946
2777,1566078552.022668,1566078552.040370,17.702103,-0.099913
2778,1566078552.122978,1566078552.140633,17.655373,-0.100310
2779,1566078552.222739,1566078552.240359,17.620087,-0.099761
2780,1566078552.322664,1566078552.340368,17.703772,-0.099925
2781,1566078552.422689,1566078552.440388,17.699003,-0.100024
2782,1566078552.522901,1566078552.540503,17.601728,-0.100212
2783,1566078552.622763,1566078552.640434,17.670631,-0.099862
2784,1566078552.722752,1566078552.740359,17.606974,-0.099988
2785,1566078552.822787,1566078552.840469,17.681599,-0.100036
2786,1566078552.922901,1566078552.940591,17.690659,-0.100113
2787,1566078553.022768,1566078553.040402,17.633915,-0.099868
2788,1566078553.122676,1566078553.140450,17.774582,-0.099908
2789,1566078553.222757,1566078553.240387,17.629385,-0.100081
2790,1566078553.322787,1566078553.340467,17.680168,-0.100029
2791,1566078553.422777,1566078553.440461,17.683983,-0.099991
2792,1566078553.522845,1566078553.540463,17.618179,-0.100067
2793,1566078553.622795,1566078553.640457,17.662048,-0.099950
2794,1566078553.722724,1566078553.740415,17.690420,-0.099930
2795,1566078553.822766,1566078553.840494,17.728090,-0.100041
2796,1566078553.922826,1566078553.940464,17.638445,-0.100060
2797,1566078554.022830,1566078554.040434,17.604589,-0.100004
2798,1566078554.122691,1566078554.140381,17.689943,-0.099862
2799,1566078554.222671,1566078554.240397,17.725706,-0.099980
2800,1566078554.322647,1566078554.340423,17.776012,-0.099976
2801,1566078554.422734,1566078554.440344,17.610073,-0.100086
2802,1566078554.522763,1566078554.540378,17.615080,-0.100029
2803,1566078554.622677,1566078554.640348,17.670870,-0.099914
2804,1566078554.722639,1566078554.740297,17.657995,-0.099962
2805,1566078554.822665,1566078554.840347,17.681360,-0.100027
2806,1566078554.922692,1566078554.940358,17.666101,-0.100026
2807,1566078555.022896,1566078555.040497,17.601013,-0.100204
2808,1566078555.122809,1566078555.140516,17.706394,-0.099914
2809,1566078555.222665,1566078555.240339,17.674685,-0.099855
2810,1566078555.322661,1566078555.340353,17.691851,-0.099997
2811,1566078555.422746,1566078555.440447,17.700672,-0.100085
2812,1566078555.522891,1566078555.540527,17.636061,-0.100145
2813,1566078555.622745,1566078555.640385,17.640591,-0.099854
2814,1566078555.722672,1566078555.740345,17.672777,-0.099928
2815,1566078555.822742,1566078555.840431,17.689228,-0.100069
2816,1566078555.922826,1566078555.940485,17.659664,-0.100084
2817,1566078556.022704,1566078556.040390,17.686129,-0.099878
2818,1566078556.122727,1566078556.140409,17.682076,-0.100024
2819,1566078556.222824,1566078556.240448,17.624855,-0.100096
2820,1566078556.322708,1566078556.340396,17.688274,-0.099885
2821,1566078556.422831,1566078556.440476,17.644882,-0.100123
2822,1566078556.522719,1566078556.540516,17.797232,-0.099888
2823,1566078556.622749,1566078556.640352,17.602682,-0.100030
2824,1566078556.722759,1566078556.740434,17.674685,-0.100010
2825,1566078556.822694,1566078556.840473,17.778635,-0.099935
2826,1566078556.922854,1566078556.940534,17.679930,-0.100160
2827,1566078557.022703,1566078557.040438,17.735481,-0.099849
2828,1566078557.122816,1566078557.140465,17.649412,-0.100113
2829,1566078557.222784,1566078557.240492,17.707825,-0.099968
2830,1566078557.322819,1566078557.340530,17.711401,-0.100035
2831,1566078557.422664,1566078557.440330,17.666340,-0.099845
2832,1566078557.522802,1566078557.540433,17.631054,-0.100138
2833,1566078557.622890,1566078557.640507,17.616749,-0.100088
2834,1566078557.722790,1566078557.740497,17.707586,-0.099900
2835,1566078557.822861,1566078557.840510,17.649174,-0.100071
2836,1566078557.922705,1566078557.940435,17.729759,-0.099844
2837,1566078558.022787,1566078558.040432,17.645359,-0.100082
2838,1566078558.122691,1566078558.140394,17.702818,-0.099904
2839,1566078558.222795,1566078558.240450,17.654896,-0.100104
2840,1566078558.322769,1566078558.340430,17.660618,-0.099974
2841,1566078558.422815,1566078558.440498,17.682791,-0.100046
2842,1566078558.522660,1566078558.540369,17.709017,-0.099845
2843,1566078558.622719,1566078558.640422,17.702818,-0.100060
2844,1566078558.722775,1566078558.740574,17.799377,-0.100056
2845,1566078558.822749,1566078558.840465,17.715454,-0.099975
2846,1566078558.922741,1566078558.940439,17.698288,-0.099991
2847,1566078559.022737,1566078559.040454,17.717123,-0.099996
2848,1566078559.122665,1566078559.140350,17.685175,-0.099928
2849,1566078559.222880,1566078559.240514,17.633915,-0.100215
2850,1566078559.322706,1566078559.340415,17.708302,-0.099827
2851,1566078559.422760,1566078559.440401,17.640352,-0.100054
2852,1566078559.522762,1566078559.540363,17.601013,-0.100002
2853,1566078559.622679,1566078559.640338,17.659426,-0.099917
2854,1566078559.722795,1566078559.740523,17.727613,-0.100116
2855,1566078559.822703,1566078559.840401,17.698050,-0.099907
2856,1566078559.922733,1566078559.940418,17.685175,-0.100031
2857,1566078560.022692,1566078560.040400,17.708302,-0.099958
2858,1566078560.122731,1566078560.140355,17.623663,-0.100039
2859,1566078560.222819,1566078560.240490,17.671347,-0.100088
2860,1566078560.322766,1566078560.340403,17.637014,-0.099948
2861,1566078560.422642,1566078560.440323,17.680645,-0.099876
2862,1566078560.522701,1566078560.540476,17.775774,-0.100058
2863,1566078560.622812,1566078560.640416,17.603874,-0.100112
2864,1566078560.722810,1566078560.740428,17.618418,-0.099997
2865,1566078560.822693,1566078560.840378,17.684698,-0.099884
2866,1566078560.922755,1566078560.940372,17.617226,-0.100062
2867,1566078561.022746,1566078561.040355,17.608643,-0.099991
2868,1566078561.122859,1566078561.140474,17.614126,-0.100113
2869,1566078561.222840,1566078561.240530,17.689943,-0.099980
2870,1566078561.322842,1566078561.340465,17.622948,-0.100002
2871,1566078561.422728,1566078561.440465,17.736912,-0.099886
2872,1566078561.522656,1566078561.540305,17.649412,-0.099928
2873,1566078561.622872,1566078561.640487,17.615080,-0.100216
2874,1566078561.722708,1566078561.740434,17.725945,-0.099836
2875,1566078561.822633,1566078561.840308,17.675161,-0.099924
2876,1566078561.922765,1566078561.940384,17.618895,-0.100132
2877,1566078562.022752,1566078562.040402,17.650127,-0.099987
2878,1566078562.122697,1566078562.140396,17.699480,-0.099945
2879,1566078562.222734,1566078562.240428,17.693758,-0.100038
2880,1566078562.322725,1566078562.340463,17.738581,-0.099990
2881,1566078562.422701,1566078562.440382,17.681122,-0.099976
2882,1566078562.522627,1566078562.540328,17.701626,-0.099926
2883,1566078562.622797,1566078562.640405,17.608881,-0.100170
2884,1566078562.722663,1566078562.740324,17.660618,-0.099866
2885,1566078562.822874,1566078562.840562,17.688274,-0.100211
2886,1566078562.922788,1566078562.940526,17.738104,-0.099914
2887,1566078563.022903,1566078563.040528,17.624617,-0.100115
2888,1566078563.122784,1566078563.140479,17.694950,-0.099881
2889,1566078563.222775,1566078563.240379,17.603397,-0.099991
2890,1566078563.322844,1566078563.340482,17.638206,-0.100069
2891,1566078563.422882,1566078563.440502,17.620564,-0.100037
2892,1566078563.522726,1566078563.540347,17.621040,-0.099844
2893,1566078563.622686,1566078563.640428,17.741442,-0.099960
2894,1566078563.722670,1566078563.740405,17.734289,-0.099984
2895,1566078563.822822,1566078563.840455,17.632484,-0.100152
2896,1566078563.922750,1566078563.940445,17.694950,-0.099928
2897,1566078564.022790,1566078564.040481,17.690897,-0.100040
2898,1566078564.122788,1566078564.140487,17.699003,-0.099997
2899,1566078564.222821,1566078564.240471,17.649651,-0.100034
2900,1566078564.322740,1566078564.340460,17.719984,-0.099918
2901,1566078564.422644,1566078564.440361,17.716169,-0.099905
2902,1566078564.522755,1566078564.540364,17.608643,-0.100111
2903,1566078564.622866,1566078564.640501,17.634630,-0.100111
2904,1566078564.722841,1566078564.740454,17.612696,-0.099975
2905,1566078564.822807,1566078564.840445,17.637968,-0.099966
2906,1566078564.922728,1566078564.940472,17.744064,-0.099921
2907,1566078565.022771,1566078565.040420,17.649412,-0.100043
2908,1566078565.122818,1566078565.140467,17.649174,-0.100047
2909,1566078565.222695,1566078565.240414,17.718792,-0.099878
2910,1566078565.322721,1566078565.340438,17.716408,-0.100026
2911,1566078565.422789,1566078565.440450,17.661333,-0.100067
2912,1566078565.522681,1566078565.540400,17.719030,-0.099892
2913,1566078565.622678,1566078565.640337,17.658710,-0.099998
2914,1566078565.722706,1566078565.740417,17.710209,-0.100028
2915,1566078565.822668,1566078565.840340,17.671824,-0.099962
2916,1566078565.922659,1566078565.940329,17.670631,-0.099990
2917,1566078566.022604,1566078566.040280,17.676353,-0.099945
2918,1566078566.122653,1566078566.140326,17.673016,-0.100050
2919,1566078566.222577,1566078566.240238,17.660379,-0.099924
2920,1566078566.322562,1566078566.340222,17.660379,-0.099984
2921,1566078566.422626,1566078566.440298,17.671824,-0.100065
2922,1566078566.522615,1566078566.540274,17.658949,-0.099989
2923,1566078566.622809,1566078566.640429,17.620087,-0.100194
2924,1566078566.722769,1566078566.740384,17.615080,-0.099960
2925,1566078566.822727,1566078566.840345,17.618418,-0.099958
2926,1566078566.922747,1566078566.940468,17.720938,-0.100020
2927,1566078567.022654,1566078567.040375,17.721415,-0.099907
2928,1566078567.122682,1566078567.140385,17.703056,-0.100028
2929,1566078567.222654,1566078567.240314,17.660379,-0.099972
2930,1566078567.322780,1566078567.340482,17.702341,-0.100127
2931,1566078567.422784,1566078567.440470,17.686605,-0.100003
2932,1566078567.522784,1566078567.540426,17.641783,-0.100000
2933,1566078567.622746,1566078567.640451,17.704487,-0.099963
2934,1566078567.722769,1566078567.740523,17.753363,-0.100023
2935,1566078567.822809,1566078567.840442,17.632246,-0.100040
2936,1566078567.922847,1566078567.940472,17.625093,-0.100037
2937,1566078568.022898,1566078568.040529,17.631531,-0.100051
2938,1566078568.122816,1566078568.140485,17.668724,-0.099919
2939,1566078568.222693,1566078568.240387,17.694235,-0.099877
2940,1566078568.322780,1566078568.340394,17.613649,-0.100087
2941,1566078568.422853,1566078568.440450,17.597675,-0.100072
2942,1566078568.522742,1566078568.540433,17.691612,-0.099889
2943,1566078568.622709,1566078568.640414,17.704964,-0.099967
2944,1566078568.722696,1566078568.740395,17.698765,-0.099987
2945,1566078568.822784,1566078568.840416,17.632246,-0.100088
2946,1566078568.922681,1566078568.940367,17.685890,-0.099897
2947,1566078569.022638,1566078569.040396,17.757893,-0.099957
2948,1566078569.122783,1566078569.140393,17.610073,-0.100145
2949,1566078569.222832,1566078569.240539,17.706633,-0.100049
2950,1566078569.322706,1566078569.340379,17.673254,-0.099874
2951,1566078569.422780,1566078569.440405,17.625093,-0.100074
2952,1566078569.522770,1566078569.540394,17.623186,-0.099991
2953,1566078569.622843,1566078569.640484,17.640591,-0.100073
2954,1566078569.722718,1566078569.740432,17.714262,-0.099875
2955,1566078569.822732,1566078569.840436,17.704725,-0.100014
2956,1566078569.922810,1566078569.940457,17.647028,-0.100078
2957,1566078570.022732,1566078570.040468,17.735958,-0.099922
2958,1566078570.122743,1566078570.140485,17.742395,-0.100011
2959,1566078570.222774,1566078570.240419,17.645121,-0.100031
2960,1566078570.322821,1566078570.340539,17.717838,-0.100047
2961,1566078570.422718,1566078570.440345,17.627478,-0.099897
2962,1566078570.522817,1566078570.540466,17.648935,-0.100099
2963,1566078570.622715,1566078570.640386,17.671108,-0.099898
2964,1566078570.722708,1566078570.740379,17.671108,-0.099994
2965,1566078570.822725,1566078570.840436,17.710686,-0.100017
2966,1566078570.922882,1566078570.940569,17.687321,-0.100157
2967,1566078571.022836,1566078571.040564,17.727375,-0.099954
2968,1566078571.122657,1566078571.140360,17.703056,-0.099820
2969,1566078571.222806,1566078571.240411,17.604828,-0.100149
2970,1566078571.322670,1566078571.340353,17.682314,-0.099864
2971,1566078571.422681,1566078571.440376,17.695189,-0.100011
2972,1566078571.522841,1566078571.540569,17.727852,-0.100160
2973,1566078571.622656,1566078571.640428,17.771482,-0.099815
2974,1566078571.722847,1566078571.740472,17.624617,-0.100191
2975,1566078571.822797,1566078571.840415,17.618418,-0.099950
2976,1566078571.922682,1566078571.940438,17.756462,-0.099885
2977,1566078572.022921,1566078572.040565,17.643929,-0.100240
2978,1566078572.122811,1566078572.140431,17.620087,-0.099890
2979,1566078572.222885,1566078572.240499,17.614603,-0.100074
2980,1566078572.322748,1566078572.340432,17.683506,-0.099864
2981,1566078572.422769,1566078572.440480,17.710924,-0.100021
2982,1566078572.522850,1566078572.540521,17.671347,-0.100080
2983,1566078572.622804,1566078572.640468,17.663956,-0.099954
2984,1566078572.722840,1566078572.740479,17.638683,-0.100037
2985,1566078572.822719,1566078572.840405,17.686605,-0.099878
2986,1566078572.922816,1566078572.940508,17.692089,-0.100097
2987,1566078573.022760,1566078573.040415,17.654896,-0.099945
2988,1566078573.122699,1566078573.140476,17.777443,-0.099939
2989,1566078573.222804,1566078573.240453,17.649174,-0.100105
2990,1566078573.322989,1566078573.340598,17.608643,-0.100185
2991,1566078573.422767,1566078573.440386,17.619371,-0.099778
2992,1566078573.522647,1566078573.540317,17.670631,-0.099880
2993,1566078573.622697,1566078573.640374,17.676353,-0.100051
2994,1566078573.722802,1566078573.740407,17.605543,-0.100105
2995,1566078573.822844,1566078573.840562,17.717838,-0.100042
2996,1566078573.922776,1566078573.940424,17.648220,-0.099932
2997,1566078574.022804,1566078574.040412,17.607450,-0.100028
2998,1566078574.122798,1566078574.140439,17.641068,-0.099994
2999,1566078574.222847,1566078574.240484,17.637730,-0.100049
3000,1566078574.322888,1566078574.340581,17.692327,-0.100042
3001,1566078574.422808,1566078574.440456,17.647505,-0.099920
3002,1566078574.522677,1566078574.540350,17.673254,-0.099869
3003,1566078574.622740,1566078574.640514,17.774343,-0.100063
3004,1566078574.722762,1566078574.740485,17.723799,-0.100022
3005,1566078574.822904,1566078574.840548,17.643690,-0.100142
3006,1566078574.922834,1566078574.940459,17.624617,-0.099930
3007,1566078575.022834,1566078575.040463,17.629147,-0.099999
3008,1566078575.122754,1566078575.140475,17.720938,-0.099921
3009,1566078575.222690,1566078575.240380,17.689943,-0.099936
3010,1566078575.322923,1566078575.340700,17.777443,-0.100233
3011,1566078575.422807,1566078575.440502,17.695189,-0.099884
3012,1566078575.522689,1566078575.540395,17.705917,-0.099883
3013,1566078575.622786,1566078575.640415,17.629147,-0.100097
3014,1566078575.722757,1566078575.740578,17.821550,-0.099971
3015,1566078575.822783,1566078575.840490,17.707586,-0.100026
3016,1566078575.922785,1566078575.940431,17.646074,-0.100003
3017,1566078576.022686,1566078576.040416,17.730236,-0.099901
3018,1566078576.122759,1566078576.140382,17.622709,-0.100073
3019,1566078576.222669,1566078576.240424,17.755032,-0.099910
3020,1566078576.322744,1566078576.340425,17.681837,-0.100075
3021,1566078576.422757,1566078576.440467,17.710209,-0.100013
3022,1566078576.522721,1566078576.540427,17.706156,-0.099964
3023,1566078576.622788,1566078576.640409,17.620325,-0.100067
3024,1566078576.722796,1566078576.740554,17.758369,-0.100008
3025,1566078576.822823,1566078576.840475,17.652035,-0.100027
3026,1566078576.922669,1566078576.940373,17.704248,-0.099846
3027,1566078577.022813,1566078577.040461,17.647266,-0.100144
3028,1566078577.122662,1566078577.140363,17.700672,-0.099849
3029,1566078577.222799,1566078577.240559,17.760038,-0.100137
3030,1566078577.322703,1566078577.340405,17.701387,-0.099905
3031,1566078577.422713,1566078577.440414,17.700911,-0.100010
3032,1566078577.522752,1566078577.540430,17.678261,-0.100039
3033,1566078577.622576,1566078577.640254,17.678022,-0.099824
3034,1566078577.722653,1566078577.740357,17.703772,-0.100077
3035,1566078577.822762,1566078577.840459,17.697811,-0.100108
3036,1566078577.922704,1566078577.940402,17.698288,-0.099942
3037,1566078578.022654,1566078578.040333,17.678738,-0.099950
3038,1566078578.122662,1566078578.140360,17.698288,-0.100008
3039,1566078578.222747,1566078578.240382,17.635107,-0.100085
3040,1566078578.322710,1566078578.340409,17.699480,-0.099963
3041,1566078578.422812,1566078578.440459,17.647743,-0.100102
3042,1566078578.522736,1566078578.540425,17.689228,-0.099924
3043,1566078578.622730,1566078578.640393,17.662525,-0.099994
3044,1566078578.722768,1566078578.740426,17.657995,-0.100038
3045,1566078578.822793,1566078578.840457,17.664433,-0.100025
3046,1566078578.922887,1566078578.940573,17.686129,-0.100094
3047,1566078579.022788,1566078579.040443,17.655373,-0.099901
3048,1566078579.122654,1566078579.140335,17.681360,-0.099866
3049,1566078579.222752,1566078579.240443,17.691135,-0.100098
3050,1566078579.322676,1566078579.340353,17.676592,-0.099924
3051,1566078579.422859,1566078579.440545,17.686367,-0.100183
3052,1566078579.522682,1566078579.540386,17.703772,-0.099823
3053,1566078579.622663,1566078579.640349,17.686367,-0.099980
3054,1566078579.722814,1566078579.740429,17.615080,-0.100151
3055,1566078579.822720,1566078579.840422,17.701864,-0.099906
3056,1566078579.922666,1566078579.940367,17.701149,-0.099946
3057,1566078580.022841,1566078580.040461,17.620087,-0.100175
3058,1566078580.122709,1566078580.140409,17.699480,-0.099868
3059,1566078580.222695,1566078580.240422,17.726898,-0.099986
3060,1566078580.322692,1566078580.340377,17.685175,-0.099996
3061,1566078580.422775,1566078580.440463,17.688036,-0.100084
3062,1566078580.522874,1566078580.540507,17.633200,-0.100099
3063,1566078580.622885,1566078580.640507,17.621040,-0.100011
3064,1566078580.722693,1566078580.740374,17.681122,-0.099808
3065,1566078580.822652,1566078580.840412,17.759323,-0.099959
3066,1566078580.922667,1566078580.940463,17.795563,-0.100015
3067,1566078581.022754,1566078581.040454,17.699718,-0.100087
3068,1566078581.122774,1566078581.140431,17.657518,-0.100020
3069,1566078581.222721,1566078581.240400,17.679214,-0.099947
3070,1566078581.322661,1566078581.340341,17.680407,-0.099940
3071,1566078581.422685,1566078581.440411,17.726183,-0.100024
3072,1566078581.522736,1566078581.540429,17.692804,-0.100052
3073,1566078581.622680,1566078581.640374,17.693520,-0.099944
3074,1566078581.722741,1566078581.740507,17.765760,-0.100060
3075,1566078581.822712,1566078581.840387,17.674923,-0.099972
3076,1566078581.922919,1566078581.940589,17.669916,-0.100207
3077,1566078582.022682,1566078582.040352,17.669916,-0.099763
3078,1566078582.122714,1566078582.140309,17.594814,-0.100031
3079,1566078582.222728,1566078582.240365,17.637491,-0.100014
3080,1566078582.322794,1566078582.340421,17.627001,-0.100067
3081,1566078582.422758,1566078582.440365,17.607212,-0.099964
3082,1566078582.522786,1566078582.540402,17.615557,-0.100028
3083,1566078582.622781,1566078582.640399,17.618656,-0.099994
3084,1566078582.722596,1566078582.740317,17.720222,-0.099816
3085,1566078582.822952,1566078582.840575,17.622948,-0.100355
3086,1566078582.922646,1566078582.940311,17.665148,-0.099694
3087,1566078583.022679,1566078583.040359,17.680168,-0.100033
3088,1566078583.122772,1566078583.140398,17.625570,-0.100094
3089,1566078583.222672,1566078583.240342,17.669916,-0.099900
3090,1566078583.322797,1566078583.340483,17.685890,-0.100125
3091,1566078583.422669,1566078583.440426,17.756939,-0.099873
3092,1566078583.522682,1566078583.540396,17.714024,-0.100012
3093,1566078583.622745,1566078583.640397,17.652035,-0.100063
3094,1566078583.722664,1566078583.740349,17.685175,-0.099919
3095,1566078583.822698,1566078583.840366,17.668724,-0.100034
3096,1566078583.922744,1566078583.940359,17.614365,-0.100047
3097,1566078584.022816,1566078584.040428,17.612219,-0.100072
3098,1566078584.122827,1566078584.140441,17.614126,-0.100011
3099,1566078584.222698,1566078584.240396,17.697573,-0.099872
3100,1566078584.322793,1566078584.340510,17.717361,-0.100094
3101,1566078584.422741,1566078584.440437,17.695665,-0.099949
3102,1566078584.522653,1566078584.540347,17.693996,-0.099912
3103,1566078584.622736,1566078584.640343,17.607212,-0.100082
3104,1566078584.722676,1566078584.740363,17.686605,-0.099941
3105,1566078584.822661,1566078584.840362,17.700672,-0.099985
3106,1566078584.922691,1566078584.940415,17.724276,-0.100030
3107,1566078585.022798,1566078585.040437,17.638922,-0.100107
3108,1566078585.122775,1566078585.140410,17.634869,-0.099977
3109,1566078585.222795,1566078585.240451,17.656088,-0.100020
3110,1566078585.322792,1566078585.340444,17.651320,-0.099997
3111,1566078585.422805,1566078585.440446,17.640829,-0.100013
3112,1566078585.522720,1566078585.540410,17.690182,-0.099915
3113,1566078585.622756,1566078585.640372,17.615318,-0.100037
3114,1566078585.722741,1566078585.740344,17.602921,-0.099984
3115,1566078585.822668,1566078585.840393,17.725468,-0.099927
3116,1566078585.922851,1566078585.940470,17.618656,-0.100183
3117,1566078586.022732,1566078586.040500,17.768383,-0.099881
3118,1566078586.122694,1566078586.140385,17.691612,-0.099962
3119,1566078586.222712,1566078586.240424,17.711878,-0.100019
3120,1566078586.322720,1566078586.340415,17.694235,-0.100008
3121,1566078586.422913,1566078586.440552,17.638922,-0.100193
3122,1566078586.522669,1566078586.540349,17.680168,-0.099756
3123,1566078586.622684,1566078586.640378,17.694235,-0.100015
3124,1566078586.722804,1566078586.740446,17.641544,-0.100120
3125,1566078586.823145,1566078586.840869,17.724752,-0.100341
3126,1566078586.922783,1566078586.940513,17.729998,-0.099638
3127,1566078587.022836,1566078587.040468,17.631054,-0.100054
3128,1566078587.122756,1566078587.140399,17.642736,-0.099919
3129,1566078587.222763,1566078587.240466,17.702818,-0.100008
3130,1566078587.322791,1566078587.340425,17.633915,-0.100028
3131,1566078587.422705,1566078587.440373,17.668009,-0.099915
3132,1566078587.522845,1566078587.540465,17.620564,-0.100139
